股票代码,股票简称,时间,持有信托家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
002086,*ST东洋,2018-06-30,8,增持,76861622,10.1621765,18546476,31.8038747600838
002485,希努尔,2018-06-30,8,增持,37871257,6.96162813,16063092,73.6563209238375
002435,长江健康,2018-06-30,7,增持,67798608,8.12620616,31722171,87.9304433528178
600165,新日恒力,2018-06-30,7,持平,67753657,9.89272333,0,0
600290,*ST华仪,2018-06-30,7,增持,68509946,9.0156112,46730078,214.556295749818
002256,*ST兆新,2018-06-30,6,持平,67789356,3.60119681,0,0
600978,*ST宜生,2018-06-30,6,持平,167950136,11.32601883,0,0
603696,安记食品,2018-06-30,6,增持,13063023,7.77560893,1223633,10.335270651613
600738,兰州民百,2018-06-30,6,增持,94306967,12.04284467,21263996,29.1116252650786
002145,中核钛白,2018-06-30,6,增持,165938627,10.42822238,15239560,10.1125775383865
300091,金通灵,2018-06-30,6,增持,58281088,10.48977742,6383413,12.2999980249597
000078,海王生物,2018-06-30,6,增持,144723990,5.46827119,34911131,31.7914780818155
600567,山鹰国际,2018-06-30,6,减持,420550371,9.2017842,-8152480,-1.90166218418734
002745,木林森,2018-06-30,6,增持,62544446,4.99571573,25917373,70.7601532887982
002630,华西能源,2018-06-30,6,增持,203624334,17.24460822,78675188,62.9657668888749
300266,兴源环境,2018-06-30,6,持平,119689058,11.47596668,0,0
002210,*ST飞马,2018-06-30,6,持平,107058373,6.47707929,0,0
002411,延安必康,2018-06-30,6,减持,59307700,3.87054251,-428400,-0.71715428359066
000711,京蓝科技,2018-06-30,6,增持,95673508,10.91347237,15945585,20.0000005017063
002766,ST索菱,2018-06-30,6,增持,22524542,5.34068231,17706842,367.537248064429
000703,恒逸石化,2018-06-30,5,增持,180831349,7.83567947,34021194,23.1735972215274
002840,华统股份,2018-06-30,5,增持,17214150,6.4231891,9509275,123.418939307906
002437,誉衡药业,2018-06-30,5,减持,125528376,5.71070767,-7853500,-5.88798136262531
600129,太极集团,2018-06-30,5,增持,33148861,5.95248913,15173530,84.4130770109324
601127,小康股份,2018-06-30,5,持平,26423037,2.90614413,0,0
002012,凯恩股份,2018-06-30,5,增持,15520320,3.31896378,611320,4.10034207525656
002359,*ST北讯,2018-06-30,5,增持,69360812,6.37981399,1870133,2.77095004482026
000150,宜华健康,2018-06-30,5,减持,33570472,7.49667405,-5626905,-14.3553100504659
300131,英唐智控,2018-06-30,5,减持,88765320,8.2994976,-709000,-0.792406133961119
600532,未来股份,2018-06-30,5,增持,44248388,8.57417694,12283873,38.4297180795642
600439,瑞贝卡,2018-06-30,5,减持,112660275,9.95244912,-56197587,-33.2810011535027
600753,东方银星,2018-06-30,5,减持,8307786,6.49045781,-1458101,-14.9305536711617
000576,甘化科工,2018-06-30,5,减持,55996991,12.64436246,-5541084,-9.0043180583728
002010,传化智联,2018-06-30,5,增持,59244185,1.81852532,10960112,22.6992283770261
600515,海航基础,2018-06-30,5,持平,617760615,15.8092386,0,0
000017,*ST中华A,2018-06-30,5,增持,26580308,4.82096799,3636950,15.8518644045043
603429,集友股份,2018-06-30,5,增持,7794003,4.09348897,381829,5.15137664064551
603678,火炬电子,2018-06-30,4,持平,31577715,6.9759422,0,0
002558,巨人网络,2018-06-30,4,增持,61577997,3.04182017,319700,0.521888488019835
600638,新黄浦,2018-06-30,4,减持,47847466,8.52646767,-3266551,-6.39071470356165
002030,达安基因,2018-06-30,4,增持,55151126,6.91626037,37095960,205.458980548836
000732,泰禾集团,2018-06-30,4,减持,123027210,9.88606523,-10100000,-7.58672851327689
002475,立讯精密,2018-06-30,4,增持,245508911,7.73753029,28117763,12.9341802822625
002124,天邦股份,2018-06-30,4,增持,83283511,7.18191557,27761170,49.9999990994616
002477,雏鹰退,2018-06-30,4,持平,113194110,3.61047359,0,0
600811,东方集团,2018-06-30,4,持平,428028180,11.52293467,0,0
600212,*ST江泉,2018-06-30,4,减持,17134035,3.34847144,-8466867,-33.0725339286874
000544,中原环保,2018-06-30,4,增持,23138616,2.37395961,14709073,174.494311257443
002564,天沃科技,2018-06-30,4,减持,84148945,9.53081579,-10289191,-10.8951652751808
600322,天房发展,2018-06-30,4,增持,113400665,10.25600661,559160,0.495526889684784
