股票代码,股票简称,时间,持有信托家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
603696,安记食品,2017-09-30,7,减持,10428911,8.69075916,-896541,-7.91616087375585
002622,融钰集团,2017-09-30,7,增持,101571346,12.09182691,8311250,8.91190375785159
600439,瑞贝卡,2017-09-30,7,减持,198500096,17.53556972,-550980,-0.27680332659945
000576,甘化科工,2017-09-30,7,增持,71000766,16.03227967,2772742,4.06393419806501
000673,*ST当代,2017-09-30,7,增持,20647811,2.60265985,18380911,810.839075389298
603320,迪贝电气,2017-09-30,7,增持,6211501,6.211501,6211501,100
002891,中宠股份,2017-09-30,7,新进,1256677,1.256677,1256677,1.256677
000926,福星股份,2017-09-30,6,增持,109142934,11.49692935,42392016,63.5077647920887
000533,顺钠股份,2017-09-30,6,增持,97333429,14.08963154,27217222,38.8173051060791
002879,长缆科技,2017-09-30,6,增持,3147795,2.28210184,3147795,100
603035,常熟汽饰,2017-09-30,6,增持,11768082,4.20288642,10588682,897.80244191962
002427,ST尤夫,2017-09-30,6,增持,39926273,10.02783019,13237505,49.5995356548493
002491,通鼎互联,2017-09-30,6,增持,119047266,9.43539694,69157415,138.620207544817
600137,浪莎股份,2017-09-30,6,减持,7819070,8.04285538,-116799,-1.47178588759467
600393,粤泰股份,2017-09-30,6,增持,381398756,15.0379133,50284944,15.1866041758475
300266,兴源环境,2017-09-30,6,减持,120346595,11.83209034,-19970266,-14.2322639329852
000506,中润资源,2017-09-30,6,持平,133806682,14.40302733,0,0
002210,*ST飞马,2017-09-30,6,增持,122978032,7.44022576,60839700,97.9100951728154
600165,新日恒力,2017-09-30,6,增持,61778818,9.02033605,98257,0.159299783281803
002485,希努尔,2017-09-30,6,增持,14523463,4.53858219,11750263,423.707738352805
002715,登云股份,2017-09-30,6,增持,12719972,13.82605652,2721018,27.2130264825701
600319,ST亚星,2017-09-30,6,增持,20543668,6.50952426,8664181,72.9339659195721
603667,五洲新春,2017-09-30,6,增持,9172696,4.53196442,9172696,100
000703,恒逸石化,2017-09-30,5,增持,94167107,5.71255251,45812116,94.741235708223
600715,文投控股,2017-09-30,5,持平,40634041,2.19068735,0,0
000566,海南海药,2017-09-30,5,增持,228860811,17.1305661,37217597,19.4202529915826
000732,泰禾集团,2017-09-30,5,增持,163884101,13.1691917,46786829,39.9555243268178
603678,火炬电子,2017-09-30,5,减持,35581907,7.86052209,-95187,-0.266801438480387
002630,华西能源,2017-09-30,5,增持,78667787,10.65959173,5526065,7.55528424665747
002321,华英农业,2017-09-30,5,增持,54028086,10.11210668,24423104,82.4966014166129
000816,智慧农业,2017-09-30,5,减持,77375841,5.45359883,-2092936,-2.63365824794309
603555,*ST贵人,2017-09-30,5,增持,45312777,7.20849865,21581519,90.9413188293684
600738,兰州民百,2017-09-30,5,增持,56142241,7.16927189,27340183,94.9244078322459
002085,万丰奥威,2017-09-30,5,增持,231711811,10.59554457,10108519,4.56153828256306
300091,金通灵,2017-09-30,5,增持,52197500,9.39481701,6208382,13.4996761625218
002564,天沃科技,2017-09-30,5,增持,85077825,11.56322629,12064148,16.5231344258967
600666,ST瑞德,2017-09-30,5,持平,35843618,2.92046376,0,0
002412,汉森制药,2017-09-30,5,增持,42559803,14.37831182,3206076,8.14681669159315
600086,退市金钰,2017-09-30,5,增持,79778966,5.90955304,43941546,122.61358658073
000509,*ST华塑,2017-09-30,5,增持,35826020,4.3400064,3691600,11.4879932483611
002408,齐翔腾达,2017-09-30,5,增持,126289306,7.12654048,126289306,100
300094,国联水产,2017-09-30,5,减持,22423780,2.86073935,-4158893,-15.6451271849148
601588,北辰实业,2017-09-30,5,增持,264856970,7.86621315,61052463,29.9563851156638
600638,新黄浦,2017-09-30,5,增持,64744326,11.53750551,10999951,20.4671670291077
000610,西安旅游,2017-09-30,5,增持,8007774,3.38240548,8007774,100
002756,永兴材料,2017-09-30,5,持平,22557514,6.26597611,0,0
300064,ST金刚,2017-09-30,5,增持,66907463,5.55029134,66907463,100
600191,华资实业,2017-09-30,5,增持,13584207,2.80126018,1341300,10.9557313471384
002584,西陇科学,2017-09-30,5,增持,21251500,3.63139161,10557323,98.7202942311503
600532,未来股份,2017-09-30,5,增持,31782835,6.15867974,2955901,10.253955554205
600865,百大集团,2017-09-30,5,增持,24231758,6.44050012,19731457,438.447494956449
002633,申科股份,2017-09-30,5,增持,10940411,7.29360733,10490762,2333.10026264931
000017,*ST中华A,2017-09-30,5,增持,27581943,5.00263821,14541623,111.512777293809
002723,金莱特,2017-09-30,5,增持,5164768,2.76634601,2372734,84.9822745711549
002729,好利来,2017-09-30,5,增持,4469895,6.7035018,500000,12.5947915499025
300569,天能重工,2017-09-30,5,增持,1141821,0.7611531,1010781,771.353021978022
603318,派思股份,2017-09-30,5,增持,17527386,4.79873676,17527386,100
002860,星帅尔,2017-09-30,5,增持,2407545,3.16871128,1384545,135.341642228739
002811,郑中设计,2017-09-30,5,增持,3527000,1.95944445,1618225,84.7781954394834
002781,奇信股份,2017-09-30,5,持平,11617988,5.16355022,0,0
002819,东方中科,2017-09-30,5,增持,4710919,4.15644874,4710919,100
300600,国瑞科技,2017-09-30,5,增持,3502860,3.50286,2601060,288.429807052562
603038,华立股份,2017-09-30,5,增持,2436174,3.65243478,2004174,463.929166666667
002512,达华智能,2017-09-30,4,减持,13565805,1.23844958,-174170,-1.26761511574803
002118,紫鑫药业,2017-09-30,4,增持,36690494,2.86474429,349502,0.961729388124573
603286,日盈电子,2017-09-30,4,增持,1002537,1.13826354,1002537,100
000793,华闻集团,2017-09-30,4,减持,221905652,11.08810449,-19995398,-8.26594097049186
600707,彩虹股份,2017-09-30,4,增持,17613700,2.3907046,11998602,213.684640944824
002840,华统股份,2017-09-30,4,增持,6569353,3.67687601,2047744,45.2879494887771
002145,中核钛白,2017-09-30,4,增持,83652954,5.25517151,83652954,100
600533,栖霞建设,2017-09-30,4,减持,68831656,6.55539581,-11009943,-13.7897325929056
600129,太极集团,2017-09-30,4,增持,22741444,5.32718755,15103805,197.754895197325
601127,小康股份,2017-09-30,4,增持,16538020,1.85299944,12342231,294.157570840669
600212,*ST江泉,2017-09-30,4,增持,16145840,3.15535039,16145840,100
002359,*ST北讯,2017-09-30,4,增持,65687706,6.04196135,26354476,67.0030811097893
600322,天房发展,2017-09-30,4,减持,66226050,5.98951344,-13653283,-17.0923848350111
002609,捷顺科技,2017-09-30,4,增持,38091520,5.71136405,4778077,14.3427894859141
002188,ST巴士,2017-09-30,4,增持,25242032,8.53845801,3943599,18.515911475741
000668,荣丰控股,2017-09-30,4,增持,8062100,5.49032704,8062100,100
600615,丰华股份,2017-09-30,4,增持,12963869,6.89492286,1124961,9.50223618597256
000150,宜华健康,2017-09-30,4,增持,24995907,5.58187467,19520070,356.476461954583
600623,华谊集团,2017-09-30,4,减持,36066571,1.70331748,-3241940,-8.24742509325779
002745,木林森,2017-09-30,4,减持,61825228,11.70205584,-13400,-0.021669303529826
600262,北方股份,2017-09-30,4,减持,6056428,3.5626047,-736898,-10.8473816801961
002327,富安娜,2017-09-30,4,增持,28381271,3.25807361,6365559,28.913709445327
002102,ST冠福,2017-09-30,4,增持,83164595,3.1575461,17130742,25.9423632299633
002747,埃斯顿,2017-09-30,4,增持,16927000,2.02239726,6379786,60.4878785999791
600238,ST椰岛,2017-09-30,4,减持,60820473,13.56994043,-27590000,-31.2067100919141
002832,比音勒芬,2017-09-30,4,持平,3746658,3.51238211,0,0
000534,万泽股份,2017-09-30,4,增持,29504366,5.9994429,2431868,8.98279870590442
603768,常青股份,2017-09-30,4,增持,5440112,2.66672157,5440112,100
603088,宁波精达,2017-09-30,4,减持,3807630,4.7595375,-323906,-7.83984455175993
002515,金字火腿,2017-09-30,4,持平,49504000,5.06013778,0,0
600586,金晶科技,2017-09-30,4,持平,71440947,4.89891272,0,0
600882,妙可蓝多,2017-09-30,4,增持,28911429,7.07680212,7700232,36.3026754218538
000812,陕西金叶,2017-09-30,4,增持,34650139,7.74520002,9779460,39.3212424960332
002101,广东鸿图,2017-09-30,4,增持,19780809,5.57649005,4060565,25.830165231532
000010,美丽生态,2017-09-30,4,增持,31462016,3.83751115,28863416,1110.72946971446
600290,*ST华仪,2017-09-30,4,增持,25148274,3.30940358,11274300,81.2622252283304
002170,芭田股份,2017-09-30,4,减持,63398185,7.12301143,-210300,-0.330616269197419
002170,芭田股份,2017-09-30,4,减持,63398185,7.12301143,-210300,-0.330616269197419
300268,佳沃股份,2017-09-30,4,增持,10664535,7.95860821,1276635,13.5987281500655
600568,*ST中珠,2017-09-30,4,增持,147882614,7.42058627,109303296,283.320964875533
300176,派生科技,2017-09-30,4,增持,14724310,13.72512118,2258510,18.1176498900993
002114,罗平锌电,2017-09-30,4,增持,8251111,2.55140128,7555211,1085.67480959908
000096,广聚能源,2017-09-30,4,增持,37542952,7.11040758,8588345,29.6614110493712
002576,通达动力,2017-09-30,4,持平,8782362,5.31941975,0,0
002747,埃斯顿,2017-09-30,4,增持,16927000,2.02239726,6379786,60.4878785999791
603989,艾华集团,2017-09-30,4,增持,6156804,2.052268,6156804,100
600385,ST金泰,2017-09-30,4,增持,6300886,4.25427543,2389486,61.0903001482845
300325,德威新材,2017-09-30,4,减持,56369927,5.57746782,-2140000,-3.65749900867249
603168,莎普爱思,2017-09-30,4,增持,7497103,3.02122149,7497103,100
002866,传艺科技,2017-09-30,4,增持,4256934,2.96388764,3733984,714.023137967301
603688,石英股份,2017-09-30,4,增持,10226238,3.03145154,10226238,100
603086,先达股份,2017-09-30,4,增持,2898153,3.62269125,2375153,454.140152963671
300430,诚益通,2017-09-30,4,增持,3923279,3.46160355,1211279,44.6636799410029
300607,拓斯达,2017-09-30,4,增持,4487596,3.44029759,2316909,106.736208398539
002751,易尚展示,2017-09-30,4,增持,7283310,5.0987504,5851690,408.746035959263
002759,天际股份,2017-09-30,4,增持,18581926,4.10940923,1217132,7.00919342895746
002742,三圣股份,2017-09-30,4,增持,5052406,1.16953844,4263606,540.518002028398
300578,会畅通讯,2017-09-30,4,增持,2629457,3.65202362,452500,20.7858951738597
603819,神力股份,2017-09-30,4,增持,2355528,1.96294,77928,3.42149631190727
002862,实丰文化,2017-09-30,4,增持,3507678,4.3845975,991141,39.3851153390552
603429,集友股份,2017-09-30,4,增持,4800584,3.52984118,1303292,37.2657473267888
002857,三晖电气,2017-09-30,4,减持,2852800,3.566,-106800,-3.60859575618327
002774,快意电梯,2017-09-30,4,增持,4233000,1.26433692,4233000,100
300606,金太阳,2017-09-30,4,增持,3759843,4.21507062,1180900,45.7900775627844
603081,大丰实业,2017-09-30,4,增持,7628003,1.89845769,5515242,261.044292279155
002889,东方嘉盛,2017-09-30,4,新进,2328700,1.68622439,2328700,1.68622439
002506,协鑫集成,2017-09-30,3,增持,213166419,4.22412846,59311981,38.5507118098212
002309,中利集团,2017-09-30,3,增持,47676210,7.43443361,31242888,190.119125031445
600123,兰花科创,2017-09-30,3,增持,18082800,1.58287815,18082800,100
002558,巨人网络,2017-09-30,3,增持,38746500,1.91399349,38746500,100
002880,卫光生物,2017-09-30,3,增持,555354,0.51421667,555354,100
002193,如意集团,2017-09-30,3,增持,20053126,7.66218361,8698878,76.613422571006
600157,ST永泰,2017-09-30,3,持平,848848281,6.83133963,0,0
000582,北部湾港,2017-09-30,3,增持,33305832,2.68539235,1612830,5.08891521226042
002241,歌尔股份,2017-09-30,3,减持,98443145,3.03358988,-606335,-0.612153642805596
600095,湘财股份,2017-09-30,3,增持,21725899,6.01386387,16585899,322.682859922179
600978,*ST宜生,2017-09-30,3,增持,82791780,5.58321227,66275671,401.278963465305
603689,皖天然气,2017-09-30,3,增持,3291819,0.97970803,3291819,100
002044,美年健康,2017-09-30,3,减持,226702869,9.36215107,-1800000,-0.787736280020187
002777,久远银海,2017-09-30,3,增持,4608456,2.880285,2304228,100
