股票代码,股票简称,时间,持有信托家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
600515,海航基础,2020-06-30,5,持平,495952724,12.69202787,0,0
002485,希努尔,2020-06-30,5,减持,17151963,3.15293437,-8422315,-32.9327576715949
002427,ST尤夫,2020-06-30,4,增持,74727070,17.06213873,7516171,11.1829645367487
600598,北大荒,2020-06-30,4,增持,34902266,1.96336054,682800,1.99535550905441
000793,华闻集团,2020-06-30,4,持平,182754975,9.15035127,0,0
002085,万丰奥威,2020-06-30,4,持平,167840374,7.67487922,0,0
688258,卓易信息,2020-06-30,4,减持,1033935,1.18902431,-10043,-0.961993451969294
002450,*ST康得,2020-06-30,3,持平,129635032,3.66107548,0,0
000703,恒逸石化,2020-06-30,3,增持,231673061,6.29265004,53463014,29.9999999438864
600638,新黄浦,2020-06-30,3,持平,48136880,7.14836794,0,0
000797,中国武夷,2020-06-30,3,持平,28255938,1.79800654,0,0
600777,新潮能源,2020-06-30,3,增持,170666953,2.50962514,31978000,23.057351943525
002564,天沃科技,2020-06-30,3,减持,77827416,8.95210821,-717100,-0.912985446367764
601828,美凯龙,2020-06-30,3,持平,41384411,1.16575805,0,0
000757,浩物股份,2020-06-30,3,持平,7839240,1.17933937,0,0
002665,首航高科,2020-06-30,3,减持,141653602,5.57972368,-1750000,-1.22033196906728
600179,*ST安通,2020-06-30,3,持平,148516838,9.98781736,0,0
300238,冠昊生物,2020-06-30,3,持平,24795660,9.35135843,0,0
000042,中洲控股,2020-06-30,3,减持,21844578,3.28573328,-5900,-0.0270016976287658
002408,齐翔腾达,2020-06-30,3,持平,75436841,4.24946191,0,0
601500,通用股份,2020-06-30,3,增持,57460600,6.58732693,8902500,18.3337074556047
000576,甘化科工,2020-06-30,3,减持,13737232,3.10192633,-12047304,-46.7229815576282
601233,桐昆股份,2020-06-30,3,持平,131684300,7.12581384,0,0
600856,*ST中天,2020-06-30,3,持平,221775773,15.78861315,0,0
002509,天茂退,2020-06-30,3,减持,147150608,5.90375283,-73209300,-33.2226041771628
600400,红豆股份,2020-06-30,3,增持,87855566,3.46808749,18270889,26.2570580014333
601952,苏垦农发,2020-06-30,3,减持,19285027,1.39949398,-698409,-3.49493950890127
300481,濮阳惠成,2020-06-30,3,减持,6409050,2.49321655,-118800,-1.81989475861118
002309,中利集团,2020-06-30,2,减持,40628208,4.66033616,-12497839,-23.5248803661225
002252,上海莱士,2020-06-30,2,减持,91507043,1.35751257,-22754040,-19.9140769565435
300122,智飞生物,2020-06-30,2,增持,23948500,1.49678125,16150500,207.110797640421
000566,海南海药,2020-06-30,2,减持,142394459,10.65843332,-7600000,-5.06685383624738
000425,徐工机械,2020-06-30,2,持平,148321020,1.89337883,0,0
