股票代码,股票简称,时间,持有信托家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
002622,融钰集团,2017-12-31,9,增持,126677961,15.08070964,25106615,24.7182064516503
600439,瑞贝卡,2017-12-31,8,增持,218234991,19.27895742,19734895,9.94200778623301
000673,*ST当代,2017-12-31,8,增持,44674043,5.63117021,24026232,116.362126716483
600130,波导股份,2017-12-31,8,增持,67672233,8.81148868,64272233,1890.35979411765
002742,三圣股份,2017-12-31,8,增持,20170675,4.66913774,15118269,299.229099957525
300266,兴源环境,2017-12-31,7,增持,128593978,12.3297838,8247383,6.85302562984852
002210,*ST飞马,2017-12-31,7,增持,128655749,7.78373015,5677717,4.61685465905
000610,西安旅游,2017-12-31,7,增持,20166105,8.5179657,12158331,151.831595147416
000576,甘化科工,2017-12-31,7,减持,62252110,14.05679535,-8748656,-12.321917766352
002086,*ST东洋,2017-12-31,7,增持,77143447,11.21760172,35292349,84.3283705483665
002485,希努尔,2017-12-31,7,增持,24039163,7.51223845,9515700,65.5194976569982
603488,展鹏科技,2017-12-31,7,新进,9156925,4.40236779,9156925,4.40236779
002491,通鼎互联,2017-12-31,6,增持,120164698,9.52513958,1117432,0.93864566364758
002321,华英农业,2017-12-31,6,减持,53964182,10.10014616,-63904,-0.118279222402955
603696,安记食品,2017-12-31,6,减持,9680690,8.06724166,-748221,-7.17448830467534
600738,兰州民百,2017-12-31,6,增持,67227741,8.58487202,11085500,19.745382091178
002145,中核钛白,2017-12-31,6,增持,131699967,8.27353825,48047013,57.4361223394454
002437,誉衡药业,2017-12-31,6,增持,122488627,5.57241929,49172467,67.0690704477703
002547,春兴精工,2017-12-31,6,增持,54607611,4.84085494,25998473,90.8747163231552
002427,ST尤夫,2017-12-31,6,增持,65124277,16.35652772,25198004,63.1113352353224
002745,木林森,2017-12-31,6,增持,67437807,12.76438453,5612579,9.07813716433039
002630,华西能源,2017-12-31,6,增持,116056761,15.72584837,37388974,47.5276799129992
600165,新日恒力,2017-12-31,6,减持,58607740,8.55732639,-3171078,-5.13295349872184
002756,永兴材料,2017-12-31,6,增持,24618949,6.83859694,2061435,9.13857351479423
600753,东方银星,2017-12-31,6,增持,9765887,7.62959922,5591376,133.940861576362
000926,福星股份,2017-12-31,6,减持,108484134,11.16640499,-658800,-0.60361214038831
002509,天茂退,2017-12-31,6,增持,290672724,11.6619288,104838110,56.4147376763728
300325,德威新材,2017-12-31,6,增持,96584575,9.5564672,40214648,71.3406068452067
000017,*ST中华A,2017-12-31,6,增持,36183209,6.56268137,8601266,31.1844093072051
002723,金莱特,2017-12-31,6,增持,6915522,3.70408249,1750754,33.8980182652928
002751,易尚展示,2017-12-31,6,增持,10460107,7.32269734,3176797,43.6174898500819
603996,*ST中新,2017-12-31,6,增持,11876376,3.95681359,11876376,100
002256,*ST兆新,2017-12-31,5,增持,50276342,2.67084706,14358287,39.9751239314044
603678,火炬电子,2017-12-31,5,持平,35581907,7.86052209,0,0
000703,恒逸石化,2017-12-31,5,增持,148810215,9.02742149,54643108,58.0278079478432
002558,巨人网络,2017-12-31,5,增持,70832797,3.49898732,32086297,82.8108267843547
600638,新黄浦,2017-12-31,5,持平,64744326,11.53750551,0,0
000732,泰禾集团,2017-12-31,5,减持,153229310,12.31300746,-10654791,-6.50141834075778
600993,马应龙,2017-12-31,5,增持,25096046,5.82202053,16367401,187.513651889841
600715,文投控股,2017-12-31,5,持平,40634041,2.19068735,0,0
600978,*ST宜生,2017-12-31,5,增持,144197280,9.72420237,61405500,74.1685949981991
000533,顺钠股份,2017-12-31,5,减持,86376029,12.50347835,-10957400,-11.2575916749013
300091,金通灵,2017-12-31,5,持平,52197500,9.39481701,0,0
603286,日盈电子,2017-12-31,5,增持,3877000,4.4018802,2874463,286.718894165502
002564,天沃科技,2017-12-31,5,减持,81332036,11.05412294,-3745789,-4.40277945516355
600666,ST瑞德,2017-12-31,5,持平,35843618,2.92046376,0,0
002606,大连电瓷,2017-12-31,5,增持,25315300,6.21240454,6521544,34.7005888551495
002412,汉森制药,2017-12-31,5,减持,42336003,14.30270372,-223800,-0.525848298686909
002609,捷顺科技,2017-12-31,5,增持,50283950,7.5394719,12192430,32.0082527554689
600567,山鹰国际,2017-12-31,5,增持,344674793,7.57318407,93114284,37.0146667178194
002408,齐翔腾达,2017-12-31,5,增持,128637460,7.24632659,2348154,1.85934508183931
000150,宜华健康,2017-12-31,5,增持,36479553,8.14630543,11483646,45.9421056415356
601588,北辰实业,2017-12-31,5,减持,237917670,7.0661199,-26939300,-10.1712633803823
600978,*ST宜生,2017-12-31,5,增持,144197280,9.72420237,61405500,74.1685949981991
002747,埃斯顿,2017-12-31,5,增持,21886281,2.61769187,4959281,29.2980504519407
600393,粤泰股份,2017-12-31,5,减持,332352357,13.10409606,-49046399,-12.8596116868299
