股票代码,股票简称,时间,持有信托家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
002485,希努尔,2019-03-31,8,持平,32000178,5.88238566,0,0
000703,恒逸石化,2019-03-31,5,增持,228800965,8.05148024,13358033,6.20026513564158
000576,甘化科工,2019-03-31,5,减持,22599386,5.10303899,-2098000,-8.49482613261177
600515,海航基础,2019-03-31,5,减持,559020740,14.31881001,-31860774,-5.39207493297886
002509,天茂退,2019-03-31,5,持平,255986262,10.27029136,0,0
002238,天威视讯,2019-03-31,4,增持,24164917,3.91427743,24164917,100
002085,万丰奥威,2019-03-31,4,持平,173103740,7.91555849,0,0
601127,小康股份,2019-03-31,4,持平,24919929,2.63657103,0,0
600400,红豆股份,2019-03-31,4,增持,164997361,6.51325021,37387084,29.2978628986128
002450,*ST康得,2019-03-31,3,增持,129635032,3.66107548,4113487,3.27711629107178
002256,*ST兆新,2019-03-31,3,减持,76298088,4.05320903,-8788892,-10.3293030261504
600487,亨通光电,2019-03-31,3,持平,61780691,3.2453197,0,0
002002,鸿达兴业,2019-03-31,3,持平,51282050,1.9809857,0,0
601238,广汽集团,2019-03-31,3,减持,231870742,2.26575124,-12941854,-5.28643305592005
600851,海欣股份,2019-03-31,3,减持,51908876,4.30045054,-1287448,-2.42018226672956
000042,中洲控股,2019-03-31,3,减持,33945567,5.10589306,-7719244,-18.5270107189494
000046,泛海控股,2019-03-31,3,增持,146520466,2.81976151,85043892,138.335444652462
002310,东方园林,2019-03-31,3,减持,143037556,5.32636678,-27513650,-16.1321931666669
000793,华闻集团,2019-03-31,3,持平,163200353,8.17127171,0,0
002124,天邦股份,2019-03-31,3,增持,68630506,5.91832037,6695025,10.8096762823235
002252,上海莱士,2019-03-31,3,增持,114261083,2.29687966,22754040,24.8658892846095
300324,旋极信息,2019-03-31,3,增持,46061243,2.65289704,17015101,58.579555935518
002138,顺络电子,2019-03-31,3,减持,42522680,5.23654235,-1350000,-3.07708578550478
600086,退市金钰,2019-03-31,3,减持,35569772,2.63479793,-17259274,-32.670046701203
002408,齐翔腾达,2019-03-31,3,持平,75436841,4.24946191,0,0
300238,冠昊生物,2019-03-31,3,持平,21776628,8.21277005,0,0
600638,新黄浦,2019-03-31,3,持平,48136880,7.14836794,0,0
002217,合力泰,2019-03-31,3,减持,162941084,5.22847632,-28094095,-14.7062416184613
000534,万泽股份,2019-03-31,3,减持,20484560,4.16534787,-1245045,-5.72971759035657
600057,厦门象屿,2019-03-31,3,持平,158672107,7.35459949,0,0
300367,ST网力,2019-03-31,3,持平,44779008,5.24010562,0,0
600439,瑞贝卡,2019-03-31,3,持平,63382390,5.59922308,0,0
600388,龙净环保,2019-03-31,3,持平,84179852,7.87426706,0,0
603131,上海沪工,2019-03-31,3,增持,2099200,0.94971738,2099200,100
601500,通用股份,2019-03-31,3,增持,22786200,2.61222732,232000,1.02863324790948
600512,腾达建设,2019-03-31,3,增持,136827325,8.55757601,78748375,135.588496348505
000554,泰山石油,2019-03-31,3,增持,13508151,2.80955463,273100,2.063460125692
000546,金圆股份,2019-03-31,3,减持,46828570,6.55270933,-600000,-1.26506027906808
300046,台基股份,2019-03-31,3,增持,12656211,5.93853745,2200211,21.0425688599847
300429,强力新材,2019-03-31,3,减持,10424814,3.8441565,-3974560,-27.6023110449107
002309,中利集团,2019-03-31,2,增持,60196047,6.9049025,45206425,301.584823152979
002456,欧菲光,2019-03-31,2,持平,68355978,2.51969503,0,0
002266,浙富控股,2019-03-31,2,增持,34617180,1.74947353,14329421,70.6308715516583
002558,巨人网络,2019-03-31,2,持平,28722600,1.41883446,0,0
002384,东山精密,2019-03-31,2,增持,59027274,3.67411211,11124097,23.2220443333017
002637,赞宇科技,2019-03-31,2,减持,15627000,3.69040029,-2116456,-11.9280933770738
002143,印纪退,2019-03-31,2,持平,112641901,6.36454545,0,0
002610,爱康科技,2019-03-31,2,减持,194782800,4.33817694,-89791300,-31.5528714665179
002475,立讯精密,2019-03-31,2,减持,189226599,4.59888762,-124687155,-39.7201949297195
603678,火炬电子,2019-03-31,2,减持,9088900,2.00786033,-5190800,-36.3509037304705
000425,徐工机械,2019-03-31,2,减持,198151020,2.52947928,-42016627,-17.4947073533181
603897,长城科技,2019-03-31,2,增持,1345896,0.754426,1345896,100
002610,爱康科技,2019-03-31,2,减持,194782800,4.33817694,-89791300,-31.5528714665179
002637,赞宇科技,2019-03-31,2,减持,15627000,3.69040029,-2116456,-11.9280933770738
000939,凯迪退,2019-03-31,2,持平,286485824,7.29046601,0,0
600094,大名城,2019-03-31,2,减持,108432926,4.380553,-2300000,-2.07706965135194
000582,北部湾港,2019-03-31,2,持平,31693002,1.93886426,0,0
002475,立讯精密,2019-03-31,2,减持,189226599,4.59888762,-124687155,-39.7201949297195
002244,滨江集团,2019-03-31,2,持平,124106600,3.98871406,0,0
000797,中国武夷,2019-03-31,2,增持,13963232,1.06585437,6895734,97.5696632669723
002301,齐心集团,2019-03-31,2,持平,52686765,8.20920476,0,0
603696,安记食品,2019-03-31,2,减持,3173540,1.8890119,-466036,-12.8046783471481
002414,高德红外,2019-03-31,2,增持,8135908,1.30329666,8135908,100
002477,雏鹰退,2019-03-31,2,持平,66242559,2.11289271,0,0
600811,东方集团,2019-03-31,2,持平,277428180,7.46863628,0,0
002383,合众思壮,2019-03-31,2,持平,32874750,4.41178138,0,0
002145,中核钛白,2019-03-31,2,持平,78252490,4.91768782,0,0
002657,中科金财,2019-03-31,2,增持,4807707,1.42418218,2053700,74.5713427743648
600267,海正药业,2019-03-31,2,增持,19775128,2.04810728,7116900,56.2235093253179
002317,众生药业,2019-03-31,2,持平,26789656,3.28924939,0,0
000686,东北证券,2019-03-31,2,增持,311152842,13.29455679,18275547,6.24000129474017
002564,天沃科技,2019-03-31,2,减持,65544516,7.42365466,-4237720,-6.07277760489074
002313,日海智能,2019-03-31,2,持平,29112927,9.33106634,0,0
002609,捷顺科技,2019-03-31,2,减持,15737155,2.43652683,-82100,-0.518987777869438
000672,上峰水泥,2019-03-31,2,增持,3600000,0.44246707,500000,16.1290322580645
002384,东山精密,2019-03-31,2,增持,59027274,3.67411211,11124097,23.2220443333017
600567,山鹰国际,2019-03-31,2,增持,175990362,3.83874153,78800,0.0447952363699664
002665,首航高科,2019-03-31,2,减持,121661587,4.79223985,-3815767,-3.04100052986454
002063,远光软件,2019-03-31,2,增持,47770647,5.62402451,23970647,100.717004201681
002427,ST尤夫,2019-03-31,2,持平,42486805,10.67093004,0,0
600179,*ST安通,2019-03-31,2,减持,125666374,8.45111442,-28220403,-18.338419681114
000525,红太阳,2019-03-31,2,减持,21820000,3.75706253,-6681580,-23.4428407126903
002745,木林森,2019-03-31,2,减持,20863200,1.63355104,-14236572,-40.5602976566344
300096,易联众,2019-03-31,2,减持,4180017,0.97209698,-32594983,-88.6335363698165
000950,重药控股,2019-03-31,2,持平,10537900,0.609767,0,0
600535,天士力,2019-03-31,2,持平,24034816,1.58890411,0,0
002661,克明面业,2019-03-31,2,持平,31270261,9.42073115,0,0
000636,风华高科,2019-03-31,2,增持,8152501,0.91065678,2352501,40.5603620689655
600201,生物股份,2019-03-31,2,增持,25105244,2.16488822,10714189,74.4503373797126
600358,*ST联合,2019-03-31,2,持平,16884458,3.34387644,0,0
600393,粤泰股份,2019-03-31,2,减持,88012871,3.4701999,-23400000,-21.0029593438984
002630,华西能源,2019-03-31,2,减持,30555929,2.58773112,-25978200,-45.9513579841303
600206,有研新材,2019-03-31,2,持平,20000000,2.36105673,0,0
000820,*ST节能,2019-03-31,2,持平,12047635,1.89058068,0,0
002681,*ST奋达,2019-03-31,2,持平,53694253,2.60067735,0,0
002519,银河电子,2019-03-31,2,减持,50974318,4.52529472,-54166506,-51.5180535393179
000504,ST生物,2019-03-31,2,持平,81821655,26.26075379,0,0
002210,*ST飞马,2019-03-31,2,减持,60720000,3.67358706,-2247431,-3.56919595465154
002812,恩捷股份,2019-03-31,2,持平,8312531,1.75418735,0,0
002167,东方锆业,2019-03-31,2,增持,22707279,3.65688466,19519379,612.295837385112
002681,*ST奋达,2019-03-31,2,持平,53694253,2.60067735,0,0
002537,海联金汇,2019-03-31,2,减持,44977383,3.60587768,-353000,-0.778727150838324
000939,凯迪退,2019-03-31,2,持平,286485824,7.29046601,0,0
300375,鹏翎股份,2019-03-31,2,增持,10514974,2.92301057,3500088,49.8951515391697
600305,恒顺醋业,2019-03-31,2,减持,15487731,1.97658672,-79950,-0.513563966270892
300031,宝通科技,2019-03-31,2,减持,14793500,3.72850236,-5211736,-26.0518596231507
002726,龙大肉食,2019-03-31,2,持平,18576039,2.45861799,0,0
300731,科创新源,2019-03-31,2,增持,900000,1.00879455,900000,100
600586,金晶科技,2019-03-31,2,减持,41602773,2.85282268,-15591766,-27.2609348245643
600513,联环药业,2019-03-31,2,持平,7797765,2.73168462,0,0
002210,*ST飞马,2019-03-31,2,减持,60720000,3.67358706,-2247431,-3.56919595465154
000903,云内动力,2019-03-31,2,持平,61183678,3.10450839,0,0
002425,凯撒文化,2019-03-31,2,减持,20658473,2.53869301,-1450339,-6.56000421913217
300382,斯莱克,2019-03-31,2,减持,19822606,3.51110164,-8128340,-29.0807330814492
002519,银河电子,2019-03-31,2,减持,50974318,4.52529472,-54166506,-51.5180535393179
002009,天奇股份,2019-03-31,2,增持,6061147,1.63571887,2307600,61.477850150804
300675,建科院,2019-03-31,2,增持,3985680,2.71750848,3229780,427.276094721524
002670,国盛金控,2019-03-31,2,持平,362985810,2.6485555,0,0
601872,招商轮船,2019-03-31,2,持平,48891104,0.80590449,0,0
002316,亚联发展,2019-03-31,2,持平,19615442,4.98968304,0,0
000950,重药控股,2019-03-31,2,持平,10537900,0.609767,0,0
600822,上海物贸,2019-03-31,2,增持,3000000,0.60487174,3000000,100
603399,吉翔股份,2019-03-31,2,减持,105518000,19.29910832,-3931400,-3.59197949006573
002089,ST新海,2019-03-31,2,持平,11762100,0.85563105,0,0
000673,*ST当代,2019-03-31,2,持平,12256410,1.54840543,0,0
300164,通源石油,2019-03-31,2,持平,22708576,5.03290499,0,0
601567,三星医疗,2019-03-31,2,增持,54234226,3.91139741,26234226,93.6936642857143
002240,盛新锂能,2019-03-31,2,减持,37624332,7.02807357,-26455035,-41.2847945267624
603843,正平股份,2019-03-31,2,增持,3485200,0.87129346,892100,34.4028383016467
600106,重庆路桥,2019-03-31,2,持平,176397662,16.0599809,0,0
300398,飞凯材料,2019-03-31,2,持平,6685092,1.56654695,0,0
300410,正业科技,2019-03-31,2,减持,7743660,3.95032649,-1300000,-14.3747111235938
603688,石英股份,2019-03-31,2,减持,7328450,2.17270201,-336300,-4.38761864379138
300430,诚益通,2019-03-31,2,减持,7626399,2.80373147,-9150501,-54.5422634694133
603315,福鞍股份,2019-03-31,2,减持,16732882,7.60755329,-77200,-0.459248205927847
002751,易尚展示,2019-03-31,2,持平,2903500,1.878065,0,0
603337,杰克股份,2019-03-31,2,减持,7406884,2.40833863,-1720588,-18.8506521849642
002788,鹭燕医药,2019-03-31,2,减持,2896215,1.50645867,-878804,-23.2794589908024
603959,百利科技,2019-03-31,2,增持,7349840,2.34369898,3885624,112.164599436063
002810,山东赫达,2019-03-31,2,减持,2629640,2.2085937,-964200,-26.8292411459609
002820,桂发祥,2019-03-31,2,增持,21040000,10.2734375,560000,2.734375
002506,协鑫集成,2019-03-31,1,持平,57311981,1.13151727,0,0
000997,新大陆,2019-03-31,1,增持,7777055,0.74483966,7777055,100
000540,中天金融,2019-03-31,1,减持,30810240,0.43981613,-169761400,-84.6387854235026
002422,科伦药业,2019-03-31,1,减持,41450600,2.87893463,-16802493,-28.8439499684592
603806,福斯特,2019-03-31,1,持平,5309771,1.01602966,0,0
603198,迎驾贡酒,2019-03-31,1,增持,1830600,0.228825,1830600,100
300356,光一科技,2019-03-31,1,增持,3268700,0.79507515,3268700,100
000008,神州高铁,2019-03-31,1,增持,30500000,1.09680851,30500000,100
000807,云铝股份,2019-03-31,1,减持,23855045,0.91509475,-8300000,-25.8124347205858
002118,紫鑫药业,2019-03-31,1,增持,4467100,0.34878514,4467100,100
