股票代码,股票简称,时间,持有信托家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
002622,融钰集团,2018-03-31,9,减持,116410381,13.85837868,-10267580,-8.10526149848591
000673,*ST当代,2018-03-31,9,增持,54707170,6.91139404,10033127,22.4585157873443
000576,甘化科工,2018-03-31,8,减持,61538075,13.89556317,-714035,-1.14700529829431
600130,波导股份,2018-03-31,8,减持,65289386,8.50122215,-2382847,-3.52115911410815
603696,安记食品,2018-03-31,7,增持,11839390,9.86615833,2158700,22.2990303377135
600738,兰州民百,2018-03-31,7,增持,73042971,9.32746733,5815230,8.65004522463428
600567,山鹰国际,2018-03-31,7,增持,428702851,9.38016323,84028058,24.3789391352445
600165,新日恒力,2018-03-31,7,增持,67753657,9.89272333,9145917,15.6053057155932
600439,瑞贝卡,2018-03-31,7,减持,168857862,14.91696413,-49377129,-22.6256700512339
002485,希努尔,2018-03-31,7,减持,21808165,6.81505156,-2230998,-9.28068086230789
002256,*ST兆新,2018-03-31,6,增持,67789356,3.60119681,17513014,34.8335087703875
002491,通鼎互联,2018-03-31,6,减持,112763118,8.93843581,-7401580,-6.15952948177842
600978,*ST宜生,2018-03-31,6,增持,167950136,11.32601883,23752856,16.4724716027931
002145,中核钛白,2018-03-31,6,增持,150699067,9.46708282,18999100,14.4260476542109
002437,誉衡药业,2018-03-31,6,增持,133381876,6.06798977,10893249,8.89327382206676
002435,长江健康,2018-03-31,6,增持,36076437,7.35088484,11269256,45.4273945919127
002564,天沃科技,2018-03-31,6,增持,94438136,12.83541907,13106100,16.1143144135725
002427,ST尤夫,2018-03-31,6,减持,62896977,15.79712198,-2227300,-3.42007635647149
000150,宜华健康,2018-03-31,6,增持,39197377,8.75322691,2717824,7.45026672887138
002745,木林森,2018-03-31,6,减持,36627073,6.93264008,-30810734,-45.6876274164728
002630,华西能源,2018-03-31,6,增持,124949146,16.93077859,8892385,7.66209992712101
300266,兴源环境,2018-03-31,6,减持,119689058,11.47596668,-8904920,-6.92483438065817
002408,齐翔腾达,2018-03-31,6,增持,180348282,10.15926894,51710822,40.1988829692377
002210,*ST飞马,2018-03-31,6,减持,107058373,6.47707929,-21597376,-16.7869498004322
002411,延安必康,2018-03-31,6,增持,59736100,3.89850077,4233500,7.6275706002962
600753,东方银星,2018-03-31,6,持平,9765887,7.62959922,0,0
002086,*ST东洋,2018-03-31,6,减持,58315146,8.47973622,-18828301,-24.4068702296904
000711,京蓝科技,2018-03-31,6,增持,79727923,10.91347233,35176599,78.9574716118426
002751,易尚展示,2018-03-31,6,增持,12751302,8.24789873,2291195,21.9041258373361
603429,集友股份,2018-03-31,6,增持,7412174,5.45012794,1570590,26.8863719155626
000703,恒逸石化,2018-03-31,5,减持,146810155,8.90608986,-2000060,-1.34403407723052
600707,彩虹股份,2018-03-31,5,增持,23163075,0.64550054,8364302,56.5202398874555
000533,顺钠股份,2018-03-31,5,减持,86296229,12.49192679,-79800,-0.0923867430858624
300091,金通灵,2018-03-31,5,减持,51897675,9.34085272,-299825,-0.574404904449447
601127,小康股份,2018-03-31,5,增持,26423037,2.90618533,4096972,18.350622915413
600212,*ST江泉,2018-03-31,5,增持,25600902,5.00313493,3521826,15.9509664263124
002359,*ST北讯,2018-03-31,5,增持,67490679,6.20779898,4632993,7.37060699307321
600666,ST瑞德,2018-03-31,5,持平,35843618,2.92046376,0,0
300131,英唐智控,2018-03-31,5,增持,89474320,8.36578863,39259177,78.1819480231292
002045,国光电器,2018-03-31,5,增持,30226935,7.25033461,11390582,60.4712706329086
600532,未来股份,2018-03-31,5,增持,31964515,6.19388457,7360481,29.9157487751805
601878,浙商证券,2018-03-31,5,增持,9950300,0.298509,2530853,34.1110732376685
002377,国创高新,2018-03-31,5,增持,27279063,2.97700674,2678002,10.8857174899896
000610,西安旅游,2018-03-31,5,减持,17105241,7.22508665,-3060864,-15.1782607499068
300064,ST金刚,2018-03-31,5,减持,55725763,4.62271629,-6985232,-11.1387676116445
000587,*ST金洲,2018-03-31,5,减持,44204078,2.08141692,-4333749,-8.92860119180861
600711,盛屯矿业,2018-03-31,5,增持,82075600,4.89507183,18505600,29.1105867547585
600515,海航基础,2018-03-31,5,持平,617760615,15.8092386,0,0
002509,天茂退,2018-03-31,5,减持,268243447,10.76205549,-22429277,-7.71633357658973
002085,万丰奥威,2018-03-31,5,减持,225087755,10.29264469,-4118156,-1.79670584499018
300325,德威新材,2018-03-31,5,减持,91403924,9.0438727,-5180651,-5.36384924818482
300472,新元科技,2018-03-31,5,增持,5145838,4.52823023,828062,19.1779749574781
002781,奇信股份,2018-03-31,5,减持,11488088,5.10581689,-56000,-0.485096787203978
603678,火炬电子,2018-03-31,4,减持,31577715,6.9759422,-4004192,-11.2534496816036
600816,*ST安信,2018-03-31,4,减持,144535404,3.17129477,-1159974,-0.796163897525974
002399,海普瑞,2018-03-31,4,增持,40933476,3.28202535,17500360,74.6821720167305
002558,巨人网络,2018-03-31,4,减持,61258297,3.02602768,-9574500,-13.5170435243437
600638,新黄浦,2018-03-31,4,减持,51114017,9.10857042,-13630309,-21.0525150883492
600203,福日电子,2018-03-31,4,增持,25225180,5.52641891,8074488,47.0796630246756
000732,泰禾集团,2018-03-31,4,减持,133127210,10.69766828,-20102100,-13.1189652945641
600993,马应龙,2018-03-31,4,减持,21240293,4.92752611,-3855753,-15.3639860239338
