股票代码,股票简称,时间,持有信托家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
002485,希努尔,2019-09-30,8,持平,32000178,5.88238566,0,0
000576,甘化科工,2019-09-30,6,增持,24697086,5.57670871,4270650,20.9074652083212
600515,海航基础,2019-09-30,5,持平,501744124,12.84023677,0,0
000703,恒逸石化,2019-09-30,4,减持,218068024,7.67378926,-20091588,-8.43618606499913
002427,ST尤夫,2019-09-30,4,增持,63098545,15.84774754,20611740,48.5132737093316
002509,天茂退,2019-09-30,4,减持,233936262,9.38563481,-22050000,-8.61374349846946
600400,红豆股份,2019-09-30,4,减持,164310277,6.48612765,-39953864,-19.5599011184249
002085,万丰奥威,2019-09-30,4,持平,167840374,7.67487922,0,0
002450,*ST康得,2019-09-30,3,持平,129635032,3.66107548,0,0
002456,欧菲光,2019-09-30,3,增持,59399597,2.18955055,32721957,122.656865449867
002252,上海莱士,2019-09-30,3,增持,134507043,2.70386455,20245960,17.7190338726266
600638,新黄浦,2019-09-30,3,持平,48136880,7.14836794,0,0
002002,鸿达兴业,2019-09-30,3,持平,51282050,1.9809857,0,0
600851,海欣股份,2019-09-30,3,减持,51476299,4.2646132,-3060100,-5.61111488127406
002564,天沃科技,2019-09-30,3,持平,72999115,8.26797196,0,0
601828,美凯龙,2019-09-30,3,持平,41384411,1.16575805,0,0
000757,浩物股份,2019-09-30,3,减持,7186340,1.18749745,-7811947,-52.0855948415976
300238,冠昊生物,2019-09-30,3,持平,22572060,8.51275681,0,0
000793,华闻集团,2019-09-30,3,持平,163200353,8.17127171,0,0
600393,粤泰股份,2019-09-30,3,减持,65376807,2.57769786,-6971300,-9.63577388417364
000042,中洲控股,2019-09-30,3,减持,21862378,3.28841065,-6500,-0.0297226039671537
600165,新日恒力,2019-09-30,3,增持,27705619,4.04530229,20093479,263.966230258508
002408,齐翔腾达,2019-09-30,3,持平,75436841,4.24946191,0,0
600057,厦门象屿,2019-09-30,3,持平,158672107,7.35459949,0,0
600405,动力源,2019-09-30,3,增持,8710568,1.55561706,402108,4.83974166090948
601500,通用股份,2019-09-30,3,增持,23212300,2.66107574,426100,1.86999148607491
600512,腾达建设,2019-09-30,3,持平,136827325,8.55757601,0,0
002468,申通快递,2019-09-30,3,持平,42002328,2.74381164,0,0
601233,桐昆股份,2019-09-30,3,减持,135849600,7.35145614,-31107253,-18.6319114436111
000546,金圆股份,2019-09-30,3,持平,46828570,6.55270933,0,0
000673,*ST当代,2019-09-30,3,增持,16731559,2.11377041,4475149,36.5127227303917
603226,菲林格尔,2019-09-30,3,减持,5353517,3.53687316,-1986283,-27.0618136733971
000997,新大陆,2019-09-30,2,减持,15347076,1.46985085,-40000,-0.259958422249945
300294,博雅生物,2019-09-30,2,减持,20550800,4.74258501,-1256860,-5.76338772706471
002572,索菲亚,2019-09-30,2,持平,54653827,5.99031366,0,0
002309,中利集团,2019-09-30,2,持平,60196047,6.9049025,0,0
300324,旋极信息,2019-09-30,2,增持,38218626,2.23395885,638249,1.69835709737558
002840,华统股份,2019-09-30,2,持平,7610950,2.7436729,0,0
000425,徐工机械,2019-09-30,2,持平,148321020,1.89337883,0,0
002610,爱康科技,2019-09-30,2,减持,65187700,1.45212622,-89778800,-57.9343277418023
000939,凯迪退,2019-09-30,2,持平,286485824,7.29046601,0,0
601238,广汽集团,2019-09-30,2,减持,178183275,1.74046069,-8315103,-4.45853904423769
000582,北部湾港,2019-09-30,2,持平,31693002,1.93886426,0,0
000046,泛海控股,2019-09-30,2,减持,99076574,1.90671186,-47443892,-32.380385686188
002310,东方园林,2019-09-30,2,持平,126141556,4.6972013,0,0
000666,经纬纺机,2019-09-30,2,增持,13917300,1.97652422,10617300,321.736363636364
002244,滨江集团,2019-09-30,2,持平,124106600,3.98871406,0,0
000797,中国武夷,2019-09-30,2,增持,16755878,1.06585434,2792646,19.9999971353337
002477,雏鹰退,2019-09-30,2,持平,64950159,2.07166992,0,0
600811,东方集团,2019-09-30,2,减持,203328180,5.47379225,-37000000,-15.3956144468784
002145,中核钛白,2019-09-30,2,减持,52436309,3.29529959,-2012600,-3.69630914000499
002317,众生药业,2019-09-30,2,持平,26789656,3.28924939,0,0
000686,东北证券,2019-09-30,2,持平,292877295,12.51370165,0,0
002313,日海智能,2019-09-30,2,减持,29112927,9.33106634,-3256720,-10.0610303226353
600567,山鹰国际,2019-09-30,2,增持,177343842,3.86815736,1355084,0.769983273590692
002665,首航高科,2019-09-30,2,持平,117011587,4.60907674,0,0
600487,亨通光电,2019-09-30,2,持平,45602291,2.39547184,0,0
600737,中粮糖业,2019-09-30,2,增持,28685859,1.34118254,28685859,100
600179,*ST安通,2019-09-30,2,持平,141945688,9.54590487,0,0
000525,红太阳,2019-09-30,2,持平,21820000,3.75706253,0,0
300367,ST网力,2019-09-30,2,增持,43209869,3.61355261,12351756,40.0275804291727
