股票代码,股票简称,时间,持有QFII家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
600178,东安动力,2015-09-30,5,增持,20062379,4.34175446,6313729,45.9225378491706
600009,上海机场,2015-09-30,4,减持,88928939,4.61498996,-10287774,-10.3689929739962
000581,威孚高科,2015-09-30,4,减持,60354341,5.98189276,-25606054,-29.7881995539923
002001,新和成,2015-09-30,4,减持,41061732,3.77087111,-11979921,-22.5858741619534
002032,苏泊尔,2015-09-30,4,减持,45039883,7.1167086,-4933179,-9.87167646441197
600007,中国国贸,2015-09-30,4,增持,23043909,2.28773043,5268353,29.6381896577525
000333,美的集团,2015-09-30,3,减持,101540838,2.38039461,-114311266,-52.958143044091
000895,双汇发展,2015-09-30,3,增持,49988726,1.5144117,42952954,610.493830669897
600585,海螺水泥,2015-09-30,3,减持,95623222,1.80444918,-17520771,-15.4853744643783
000651,格力电器,2015-09-30,3,减持,207991349,3.45745767,-56497295,-21.3609530245087
600519,贵州茅台,2015-09-30,3,减持,34187513,2.72150715,-9269230,-21.3297853453951
603288,海天味业,2015-09-30,3,减持,9675673,0.35753116,-4249119,-30.5147753733054
002311,海大集团,2015-09-30,3,减持,57665360,3.75092613,-7354312,-11.310902952571
600983,惠而浦,2015-09-30,3,增持,20054134,2.6165336,8409570,72.2188482110623
002439,启明星辰,2015-09-30,3,增持,25006972,3.01199306,18095046,261.79455624959
601800,中国交建,2015-09-30,3,增持,18195911,0.11249588,4840803,36.2468278055108
002537,海联金汇,2015-09-30,3,增持,6392337,2.12207848,6392337,100
000729,燕京啤酒,2015-09-30,2,增持,82457697,2.92554713,34201390,70.8744454895813
002304,洋河股份,2015-09-30,2,减持,26832796,1.78055804,-19076985,-41.5532040982727
002415,海康威视,2015-09-30,2,减持,43029848,1.05747098,-1871630,-4.16830376942158
002470,*ST金正,2015-09-30,2,增持,18812616,1.20374099,2332338,14.1522976736193
002508,老板电器,2015-09-30,2,减持,10251550,2.10904695,-7160030,-41.122230147982
600066,宇通客车,2015-09-30,2,增持,52844418,2.3868956,21007855,65.986567080121
601888,中国中免,2015-09-30,2,减持,10662763,1.09223012,-5163439,-32.6258883843388
600686,金龙汽车,2015-09-30,2,增持,13414825,2.21097305,13414825,100
300006,莱美药业,2015-09-30,2,增持,3154935,1.56344529,3154935,100
601231,环旭电子,2015-09-30,2,减持,13351531,0.61360294,-10208609,-43.3300014346264
601928,凤凰传媒,2015-09-30,2,增持,22563461,0.88661484,18002068,394.661630778142
600886,国投电力,2015-09-30,2,减持,33281692,0.4904447,-2210763,-6.22882525314183
601100,恒立液压,2015-09-30,2,减持,5909368,0.93799492,-9930394,-62.6928232886328
300121,阳谷华泰,2015-09-30,2,减持,7919835,2.82045406,-5447600,-40.7527696974027
300275,梅安森,2015-09-30,2,增持,9453653,5.59053642,435639,4.83076429023064
600261,阳光照明,2015-09-30,2,减持,24437002,1.68286982,-25679070,-51.2391912917676
002207,准油股份,2015-09-30,2,增持,10418942,4.35615696,270000,2.66037583030822
600361,华联综超,2015-09-30,2,增持,10807924,1.62327959,2659300,32.6349577548308
600779,水井坊,2015-09-30,2,增持,10867377,2.22443408,2863424,35.7751226175366
600529,山东药玻,2015-09-30,2,持平,7650000,2.97225763,0,0
