股票代码,股票简称,时间,持有QFII家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
000651,格力电器,2014-12-31,8,减持,416994989,13.8634855,-8304007,-1.95251036990456
600009,上海机场,2014-12-31,6,减持,150057165,7.78725484,-56133743,-27.2241601458004
002032,苏泊尔,2014-12-31,6,增持,37521623,5.91960548,9905901,35.8705124566361
600519,贵州茅台,2014-12-31,5,减持,43373242,3.79801383,-3573260,-7.61134450443187
600104,上汽集团,2014-12-31,5,减持,201307677,1.82582613,-71550224,-26.2225223230754
600585,海螺水泥,2014-12-31,4,减持,138133256,2.60663085,-160464768,-53.7393938012128
600007,中国国贸,2014-12-31,4,持平,38385458,3.81079357,0,0
002311,海大集团,2014-12-31,3,增持,23131982,2.16187277,13112479,130.869555106675
601888,中国中免,2014-12-31,3,减持,28389056,2.90800631,-16873832,-37.2796185696326
601390,中国中铁,2014-12-31,3,增持,92576624,0.43463408,67576534,270.305162901414
600487,亨通光电,2014-12-31,3,增持,11138279,2.69198983,3517116,46.14933442573
000002,万科A,2014-12-31,3,减持,336849550,3.05186255,-29793893,-8.12612186821516
600183,生益科技,2014-12-31,3,增持,49894635,3.50625395,11833298,31.0900744238175
002563,森马服饰,2014-12-31,3,增持,4734245,0.70660374,270914,6.0697716570875
600897,厦门空港,2014-12-31,3,减持,5748769,1.93034788,-805278,-12.2867291003559
000550,江铃汽车,2014-12-31,3,增持,19756839,2.2887533,1036811,5.53851201504613
000822,山东海化,2014-12-31,3,增持,9387641,1.04879071,788215,9.16590246837405
002242,九阳股份,2014-12-31,3,减持,7676781,0.99973056,-55282,-0.71497089457238
000333,美的集团,2014-12-31,2,增持,71793393,1.7029567,30747817,74.9114033629349
000338,潍柴动力,2014-12-31,2,减持,19162764,0.95846904,-6858927,-26.3584983773729
600270,外运发展,2014-12-31,2,增持,7312815,0.80761598,7312815,100
601186,中国铁建,2014-12-31,2,减持,35215315,0.28543219,-114637110,-76.5000032532006
000777,中核科技,2014-12-31,2,增持,1239300,0.32322461,1239300,100
601299,中国北车,2014-12-31,2,增持,73136209,0.59655399,22254665,43.7381872688455
