股票代码,股票简称,时间,持有QFII家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
300003,乐普医疗,2020-03-31,6,增持,75261983,4.2242786,5704840,8.20165946148766
600761,安徽合力,2020-03-31,4,增持,72100183,9.74088801,13785635,23.6401300752601
603868,飞科电器,2020-03-31,4,减持,8472335,1.94498048,-706103,-7.69306280654726
002008,大族激光,2020-03-31,3,增持,77302233,7.24434441,17449905,29.1549311164638
000333,美的集团,2020-03-31,3,增持,242282336,3.4683875,63072975,35.1951341425742
002311,海大集团,2020-03-31,3,增持,40317321,2.55115194,6339850,18.6589814174221
300408,三环集团,2020-03-31,3,增持,68705724,3.94206186,30102154,77.9776430003754
002410,广联达,2020-03-31,3,增持,52753330,4.66646573,5866739,12.5126158137622
300015,爱尔眼科,2020-03-31,3,减持,96832270,3.12582863,-6554484,-6.339771533982
603650,彤程新材,2020-03-31,3,增持,5240600,0.89431942,5240600,100
600787,中储股份,2020-03-31,3,持平,26959046,1.22552202,0,0
688363,华熙生物,2020-03-31,3,增持,7920472,1.65009833,7920472,100
002891,中宠股份,2020-03-31,3,增持,3894440,2.29062052,341682,9.61737331954498
000423,东阿阿胶,2020-03-31,2,增持,12638650,1.93245166,5485450,76.6852597438908
600009,上海机场,2020-03-31,2,增持,22078570,1.14577302,4151839,23.1600451861525
600859,王府井,2020-03-31,2,增持,14354869,1.84925766,14354869,100
000538,云南白药,2020-03-31,2,增持,15981842,1.2511195,3044604,23.5336475992789
603737,三棵树,2020-03-31,2,减持,4544815,2.44048397,-1034744,-18.5452649573201
600585,海螺水泥,2020-03-31,2,减持,68163102,1.28626553,-2434549,-3.44848442620279
600580,卧龙电驱,2020-03-31,2,增持,38476260,2.95695646,12676260,49.1327906976744
002439,启明星辰,2020-03-31,2,减持,20164385,2.15989034,-15585151,-43.5953937975587
000999,华润三九,2020-03-31,2,增持,16582171,1.69395965,4506621,37.3202131579928
601816,京沪高铁,2020-03-31,2,新进,34701225,0.07066526,34701225,0.07066526
600025,华能水电,2020-03-31,2,增持,67736024,0.37631124,11561629,20.5816707060218
002572,索菲亚,2020-03-31,2,减持,18724515,2.05229394,-2880477,-13.3324603869328
000726,鲁泰A,2020-03-31,2,增持,22921906,2.67117243,8880022,63.2395339542757
300347,泰格医药,2020-03-31,2,增持,27293741,3.64155628,464313,1.7306108799636
600867,通化东宝,2020-03-31,2,增持,21964630,1.07987975,9280675,73.1686213014789
600872,中炬高新,2020-03-31,2,增持,13620522,1.7097522,8175365,150.140115335517
002271,东方雨虹,2020-03-31,2,增持,29080765,1.8588965,29080765,100
002304,洋河股份,2020-03-31,2,增持,15869464,1.05305842,8588262,117.951156965567
300244,迪安诊断,2020-03-31,2,增持,20288700,3.26995386,20288700,100
603987,康德莱,2020-03-31,2,增持,8113763,1.8373183,8113763,100
603605,珀莱雅,2020-03-31,2,减持,2021758,1.00450261,-100000,-4.71307283865549
600361,华联综超,2020-03-31,2,减持,17212929,2.5852695,-207600,-1.19169745074906
300285,国瓷材料,2020-03-31,2,减持,20153847,2.09207806,-2000,-0.00992267901219929
600993,马应龙,2020-03-31,2,增持,10534651,2.44392899,10534651,100
002648,卫星石化,2020-03-31,2,增持,16852064,1.58130545,5734557,51.5813212440523
300298,三诺生物,2020-03-31,2,减持,23435853,4.14562926,-7301377,-23.7541801912534
600148,长春一东,2020-03-31,2,增持,563859,0.39844061,563859,100
601799,星宇股份,2020-03-31,2,减持,5518481,1.99832571,-757800,-12.0740291902163
300308,中际旭创,2020-03-31,2,增持,8755110,1.22764134,4451408,103.432068484296
688008,澜起科技,2020-03-31,2,增持,4334601,0.38365619,4334601,100
300284,苏交科,2020-03-31,2,减持,24648480,2.53740254,-2829680,-10.2979238784547
600513,联环药业,2020-03-31,2,增持,1858770,0.64542784,1858770,100
600452,涪陵电力,2020-03-31,2,持平,9507744,3.03180612,0,0
601019,山东出版,2020-03-31,2,增持,16709874,0.80070315,16709874,100
300479,神思电子,2020-03-31,2,增持,1736800,1.02594858,736800,73.68
300554,三超新材,2020-03-31,2,增持,848766,0.90680129,848766,100
300710,万隆光电,2020-03-31,2,增持,605200,0.88203573,605200,100
002152,广电运通,2020-03-31,1,减持,11225255,0.46597274,-579100,-4.90581653974317
300216,千山退,2020-03-31,1,持平,1250900,0.34609274,0,0
002498,汉缆股份,2020-03-31,1,持平,2629604,0.07904314,0,0
300271,华宇软件,2020-03-31,1,减持,9075127,1.12122943,-8951251,-49.6564035215505
601668,中国建筑,2020-03-31,1,增持,287864145,0.68578875,215989,0.0750879140000466
300383,光环新网,2020-03-31,1,减持,7175282,0.46497935,-1855500,-20.5463934352529
000037,深南电A,2020-03-31,1,持平,12839723,2.13014595,0,0
300311,任子行,2020-03-31,1,增持,2701400,0.39727124,100,0.00370192129715322
000905,厦门港务,2020-03-31,1,持平,739716,0.1183183,0,0
603601,再升科技,2020-03-31,1,减持,4430904,0.6208026,-7103557,-61.5855131852282
600188,兖州煤业,2020-03-31,1,减持,18656209,0.37980758,-4414234,-19.1337201457293
600236,桂冠电力,2020-03-31,1,增持,25694048,0.32596824,25694048,100
000858,五粮液,2020-03-31,1,增持,12473561,0.32135035,12473561,100
300078,思创医惠,2020-03-31,1,增持,9255180,1.06453392,9255180,100
600031,三一重工,2020-03-31,1,减持,77620560,0.92016189,-3174478,-3.92905069244475
603833,欧派家居,2020-03-31,1,减持,1470116,0.34988483,-106328,-6.74480032275171
002142,宁波银行,2020-03-31,1,持平,79791098,1.41766927,0,0
600583,海油工程,2020-03-31,1,增持,48124632,1.08845895,48124632,100
002945,华林证券,2020-03-31,1,持平,831127,0.03078248,0,0
688116,天奈科技,2020-03-31,1,增持,1259264,0.54311836,457277,57.0180065262903
600917,重庆燃气,2020-03-31,1,减持,1638670,0.10531298,-329000,-16.7202833808515
000028,国药一致,2020-03-31,1,减持,4668607,1.0904725,-157300,-3.2594909102061
600196,复星医药,2020-03-31,1,持平,13790532,0.53808341,0,0
300773,拉卡拉,2020-03-31,1,增持,306600,0.07664808,306600,100
000638,万方发展,2020-03-31,1,增持,791400,0.25578539,791400,100
002372,伟星新材,2020-03-31,1,持平,15109887,0.96050869,0,0
000651,格力电器,2020-03-31,1,减持,43396407,0.72138212,-28571660,-39.7004688204284
002241,歌尔股份,2020-03-31,1,减持,35058754,1.08035843,-26469538,-43.0201085380365
000581,威孚高科,2020-03-31,1,减持,6770334,0.67102732,-5663909,-45.5508952173446
600060,海信视像,2020-03-31,1,增持,13793212,1.05413909,13793212,100
601098,中南传媒,2020-03-31,1,减持,21254392,1.1834294,-2226600,-9.4825635986759
000887,中鼎股份,2020-03-31,1,减持,9170715,0.75118629,-33178087,-78.3448065425794
601628,中国人寿,2020-03-31,1,增持,10031708,0.035492,10031708,100
002583,海能达,2020-03-31,1,减持,8150486,0.44306378,-42518935,-83.9143889171341
300203,聚光科技,2020-03-31,1,减持,17652950,3.90105441,-6607769,-27.2364928673384
