股票代码,股票简称,时间,持有QFII家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
300003,乐普医疗,2019-12-31,6,增持,69557143,3.9040793,11069483,18.9261854551883
603868,飞科电器,2019-12-31,5,增持,9178438,2.10707942,70900,0.778476027220529
002439,启明星辰,2019-12-31,4,减持,35749536,3.98678337,-1653638,-4.42111677474217
600761,安徽合力,2019-12-31,3,增持,58314548,7.87841941,6223541,11.9474384513242
300015,爱尔眼科,2019-12-31,3,增持,103386754,3.33741298,83100,0.0804424594700203
002410,广联达,2019-12-31,3,增持,46886591,4.15466523,10278013,28.0754226509426
600787,中储股份,2019-12-31,3,增持,26959046,1.22552202,8378325,45.0914956421766
300203,聚光科技,2019-12-31,3,减持,24260719,5.36127871,-476814,-1.92749212300192
002008,大族激光,2019-12-31,2,增持,59852328,5.60903869,7845903,15.0864109578768
000651,格力电器,2019-12-31,2,增持,71968067,1.19633123,28571660,65.8387686335415
000581,威孚高科,2019-12-31,2,增持,12434243,1.23239367,12434243,100
000538,云南白药,2019-12-31,2,增持,12937238,1.0127763,5393437,71.4949532735553
000333,美的集团,2019-12-31,2,减持,179209361,2.57045242,-48729801,-21.3784242130363
600600,青岛啤酒,2019-12-31,2,减持,12123742,0.89740166,-201438,-1.63436152656594
300347,泰格医药,2019-12-31,2,减持,26829428,3.57937068,-638300,-2.32381797285891
002583,海能达,2019-12-31,2,减持,50669421,2.7544106,-8101237,-13.7844925949272
600563,法拉电子,2019-12-31,2,减持,6079333,2.70192578,-535122,-8.09019034825998
000887,中鼎股份,2019-12-31,2,减持,42348802,3.46887905,-5233247,-10.9983641099609
002241,歌尔股份,2019-12-31,2,增持,61528292,1.89603455,28469448,86.1174940055375
000637,茂化实华,2019-12-31,2,增持,3154080,0.60669927,1869871,145.604882071376
600323,瀚蓝环境,2019-12-31,2,减持,18900077,2.46652284,-2027401,-9.68774641645783
600718,东软集团,2019-12-31,2,增持,22656921,1.82368503,537250,2.42883359341104
600585,海螺水泥,2019-12-31,2,增持,70597651,1.33220646,221400,0.314594762940697
600361,华联综超,2019-12-31,2,增持,17420529,2.61644966,274258,1.59951980229404
600138,中青旅,2019-12-31,2,减持,22048121,3.04599373,-1815753,-7.60879394519096
002572,索菲亚,2019-12-31,2,增持,21604992,2.36800761,7469471,52.8418513898427
600723,首商股份,2019-12-31,2,减持,16573116,2.51715155,-1649850,-9.05368533311207
600229,城市传媒,2019-12-31,2,持平,10486558,1.49360741,0,0
300271,华宇软件,2019-12-31,2,增持,18026378,2.22715401,5535569,44.3171375048646
300133,华策影视,2019-12-31,2,增持,43629874,2.48507875,4602655,11.7934485672679
002311,海大集团,2019-12-31,2,增持,33977471,2.14998639,1104961,3.36135269256896
300070,碧水源,2019-12-31,2,减持,50634632,1.60003433,-29481374,-36.7983571222959
601799,星宇股份,2019-12-31,2,持平,6276281,2.27273659,0,0
300285,国瓷材料,2019-12-31,2,增持,20155847,2.09228567,9518992,89.4906624185438
300284,苏交科,2019-12-31,2,持平,27478160,2.8286999,0,0
300336,新文化,2019-12-31,2,减持,14816258,1.83772056,-104,-0.000701926694285682
601872,招商轮船,2019-12-31,2,减持,65025723,1.07186212,-24754844,-27.5726082237819
300333,兆日科技,2019-12-31,2,增持,2401423,0.71470923,2401423,100
600452,涪陵电力,2019-12-31,2,持平,9507744,3.03180612,0,0
002138,顺络电子,2019-12-31,2,减持,16149392,2.00285557,-1704600,-9.54744462750964
300298,三诺生物,2019-12-31,2,减持,30737230,5.43718891,-352300,-1.13317891907662
300408,三环集团,2019-12-31,2,增持,38603570,2.21457027,6688764,20.9581847372032
603338,浙江鼎力,2019-12-31,2,增持,8169280,2.35578412,247202,3.12041865783195
603737,三棵树,2019-12-31,2,减持,5579559,2.99363913,-1005139,-15.2647699256671
603416,信捷电气,2019-12-31,2,增持,3278808,2.33267501,196200,6.36474050544215
002835,同为股份,2019-12-31,2,增持,1447400,0.6551187,1447400,100
603826,坤彩科技,2019-12-31,2,增持,11838180,2.52952564,5740683,94.148189002799
002870,香山股份,2019-12-31,2,新进,382251,0.34539712,382251,0.34539712
002891,中宠股份,2019-12-31,2,减持,3552758,2.089755,-53690,-1.48872242161817
600025,华能水电,2019-12-31,2,增持,56174395,0.31207997,35486742,171.53585281037
601860,紫金银行,2019-12-31,2,增持,2102000,0.05741775,927800,79.0154999148356
002938,鹏鼎控股,2019-12-31,2,减持,11053692,0.47821859,-1127647,-9.2571678696406
603826,坤彩科技,2019-12-31,2,增持,11838180,2.52952564,5740683,94.148189002799
002891,中宠股份,2019-12-31,2,减持,3552758,2.089755,-53690,-1.48872242161817
002870,香山股份,2019-12-31,2,新进,382251,0.34539712,382251,0.34539712
002353,杰瑞股份,2019-12-31,1,增持,13198832,1.37795866,806900,6.51149473705956
000423,东阿阿胶,2019-12-31,1,增持,7153200,1.09372545,30700,0.431028431028431
002276,万马股份,2019-12-31,1,持平,3078400,0.29728947,0,0
002292,奥飞娱乐,2019-12-31,1,持平,15417835,1.13603705,0,0
300216,千山退,2019-12-31,1,持平,1250900,0.34609274,0,0
300450,先导智能,2019-12-31,1,减持,4960776,0.56279959,-10675535,-68.274000178175
002466,天齐锂业,2019-12-31,1,持平,6174154,0.41799178,0,0
000698,沈阳化工,2019-12-31,1,持平,1716100,0.2094045,0,0
000028,国药一致,2019-12-31,1,持平,4825907,1.12721393,0,0
000338,潍柴动力,2019-12-31,1,减持,34549907,0.43547336,-2692032,-7.2284958095227
600009,上海机场,2019-12-31,1,减持,17926731,0.93031228,-11740394,-39.5737504055415
000402,金融街,2019-12-31,1,持平,18151127,0.60727844,0,0
601900,南方传媒,2019-12-31,1,持平,4240368,0.47332056,0,0
300059,东方财富,2019-12-31,1,增持,33729985,0.50226252,4610060,15.8312907742723
000099,中信海直,2019-12-31,1,增持,2558830,0.42220011,2558830,100
600188,兖州煤业,2019-12-31,1,增持,23070443,0.46967361,4217261,22.3689613774481
002573,清新环境,2019-12-31,1,增持,4000001,0.36993473,1300000,48.1481303155073
601668,中国建筑,2019-12-31,1,增持,287648156,0.68527419,44695694,18.3968886884546
000898,鞍钢股份,2019-12-31,1,减持,29545100,0.31413412,-795630,-2.62231660213845
000037,深南电A,2019-12-31,1,持平,12839723,2.13014595,0,0
300311,任子行,2019-12-31,1,增持,2701300,0.39725653,2701300,100
600580,卧龙电驱,2019-12-31,1,增持,25800000,1.98276747,25800000,100
000905,厦门港务,2019-12-31,1,持平,739716,0.13930621,0,0
002498,汉缆股份,2019-12-31,1,持平,2629604,0.07904314,0,0
603601,再升科技,2019-12-31,1,增持,11534461,1.64117812,778046,7.2333207671887
601229,上海银行,2019-12-31,1,增持,426211240,3.00010825,426211240,100
300012,华测检测,2019-12-31,1,增持,16023250,0.966694,16023250,100
002595,豪迈科技,2019-12-31,1,增持,11179594,1.39744925,626743,5.93908698227616
601633,长城汽车,2019-12-31,1,增持,21099117,0.23116572,1422900,7.2315730203626
002507,涪陵榨菜,2019-12-31,1,增持,6363725,0.80619074,6363725,100
002092,中泰化学,2019-12-31,1,持平,28103318,1.30929317,0,0
002352,顺丰控股,2019-12-31,1,增持,22062834,0.49977139,22062834,100
600031,三一重工,2019-12-31,1,增持,80795038,0.95884971,80795038,100
002142,宁波银行,2019-12-31,1,持平,79791098,1.41766927,0,0
603833,欧派家居,2019-12-31,1,减持,1576444,0.3751918,-1087581,-40.8247294976586
601021,春秋航空,2019-12-31,1,增持,6256223,0.68245161,6256223,100
002945,华林证券,2019-12-31,1,持平,831127,0.03078248,0,0
000998,隆平高科,2019-12-31,1,增持,14585439,1.10749946,14585439,100
601928,凤凰传媒,2019-12-31,1,减持,9489376,0.37287815,-1862220,-16.4049178635321
688116,天奈科技,2019-12-31,1,增持,801987,0.34589559,801987,100
601138,工业富联,2019-12-31,1,增持,19567000,0.09855032,400,0.00204429998057915
601100,恒立液压,2019-12-31,1,减持,11754973,1.33276338,-627983,-5.07134968419495
000999,华润三九,2019-12-31,1,增持,12075550,1.23358361,262696,2.22381483763365
600196,复星医药,2019-12-31,1,持平,13790532,0.53808341,0,0
000729,燕京啤酒,2019-12-31,1,持平,18278330,0.64850363,0,0
600486,扬农化工,2019-12-31,1,持平,3299680,1.06476013,0,0
002459,晶澳科技,2019-12-31,1,持平,5114000,0.38116523,0,0
300308,中际旭创,2019-12-31,1,增持,4303702,0.60295582,494613,12.9850733338076
