股票代码,股票简称,时间,持有QFII家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
600456,宝钛股份,2018-06-30,5,增持,15147599,3.52052209,1758099,13.1304305612607
002439,启明星辰,2018-06-30,4,减持,39138877,4.36480435,-2588412,-6.20316359397324
300003,乐普医疗,2018-06-30,4,增持,39361023,2.20924191,5526160,16.332739399595
000089,深圳机场,2018-06-30,4,减持,114801410,5.59796747,-56673749,-33.0507050295256
300133,华策影视,2018-06-30,4,增持,55576033,3.14041366,10097313,22.2022805391181
601021,春秋航空,2018-06-30,3,增持,22792081,2.48578229,12525281,121.997905871352
600258,首旅酒店,2018-06-30,3,增持,38645729,3.9479081,22140449,134.141614077435
600519,贵州茅台,2018-06-30,3,减持,19038805,1.51558974,-413744,-2.12693976506626
600004,白云机场,2018-06-30,3,增持,58382711,2.82134694,631735,1.09389493261551
601098,中南传媒,2018-06-30,3,减持,71714274,3.99299967,-329276,-0.457051325205379
600585,海螺水泥,2018-06-30,3,增持,69001843,1.30209291,17197642,33.1973887600351
600132,重庆啤酒,2018-06-30,3,减持,39393183,8.13957178,-7886658,-16.6808048275797
300203,聚光科技,2018-06-30,3,增持,29228940,6.45918589,38684,0.132523675023611
300336,新文化,2018-06-30,3,增持,15985735,2.97382428,2744699,20.7287330085048
300166,东方国信,2018-06-30,3,增持,65238141,6.21333689,5142209,8.5566673631087
600533,栖霞建设,2018-06-30,3,持平,84272462,8.02594877,0,0
603866,桃李面包,2018-06-30,3,减持,5656282,1.20186347,-902500,-13.7601768133169
601138,工业富联,2018-06-30,3,新进,11500653,0.05839289,11500653,0.05839289
300750,宁德时代,2018-06-30,3,新进,11628481,0.53527357,11628481,0.53527357
002008,大族激光,2018-06-30,2,增持,28068590,2.6304474,7523095,36.61676197142
600009,上海机场,2018-06-30,2,减持,33578947,1.74258802,-10128262,-23.172978169345
002498,汉缆股份,2018-06-30,2,增持,5707204,0.17155257,5707204,100
