股票代码,股票简称,时间,持有QFII家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
000651,格力电器,2015-06-30,7,减持,264488644,8.79323391,-98859859,-27.2079995331644
002001,新和成,2015-06-30,6,增持,53041653,4.87103751,44469266,518.750098426494
002484,江海股份,2015-06-30,6,增持,7195005,2.16196064,7195005,100
002032,苏泊尔,2015-06-30,6,增持,49973062,7.89619549,10745247,27.3919080122102
600519,贵州茅台,2015-06-30,5,减持,43456743,3.80532567,-6719306,-13.391460933881
000333,美的集团,2015-06-30,5,增持,215852104,5.03137378,101174802,88.2256560238922
600009,上海机场,2015-06-30,5,减持,99216713,5.14887662,-37786379,-27.5806760624059
000581,威孚高科,2015-06-30,5,增持,85960395,8.42582939,38855352,82.4866076441115
603288,海天味业,2015-06-30,5,增持,13924792,0.51450507,10411652,296.363139527602
600585,海螺水泥,2015-06-30,4,增持,113143993,2.13507327,15134167,15.4414793063708
002311,海大集团,2015-06-30,3,增持,65019672,4.22929791,35530332,120.485341482719
600104,上汽集团,2015-06-30,3,减持,89888131,0.81526995,-25150006,-21.8623203190434
601888,中国中免,2015-06-30,3,减持,15826202,1.62114215,-4304616,-21.3832145320672
000002,万科A,2015-06-30,3,减持,335168565,3.03373282,-32411624,-8.81756551901659
601100,恒立液压,2015-06-30,3,增持,15839762,2.51424793,5759968,57.1437075003715
601231,环旭电子,2015-06-30,3,增持,23560140,1.08276505,21071613,846.750427059863
002304,洋河股份,2015-06-30,3,增持,45909781,3.04645962,10134610,28.3286137192747
600261,阳光照明,2015-06-30,3,增持,50116072,3.45127546,36922146,279.841996991646
002508,老板电器,2015-06-30,3,增持,17411580,3.58207683,8971318,106.291937382986
600007,中国国贸,2015-06-30,3,减持,17775556,1.76470408,-20609902,-53.6919528223422
300133,华策影视,2015-06-30,2,增持,15716860,1.60218628,15716860,100
000528,柳工,2015-06-30,2,减持,6609939,0.5874237,-1280594,-16.2294993253308
601398,工商银行,2015-06-30,2,增持,603190568,0.16924242,229966919,61.6163846037527
600418,江淮汽车,2015-06-30,2,增持,13448821,0.91911683,13448821,100
000999,华润三九,2015-06-30,2,减持,24873729,2.54098774,-433925,-1.71459985978945
