股票代码,股票简称,时间,持有QFII家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
300003,乐普医疗,2019-09-30,5,增持,58487660,3.28277518,18204912,45.1928254745679
603868,飞科电器,2019-09-30,5,增持,9107538,2.09080303,4446376,95.3920074007297
002439,启明星辰,2019-09-30,4,减持,37403174,4.17123712,-17151953,-31.4396720220265
000333,美的集团,2019-09-30,3,减持,227939162,3.2849452,-5392951,-2.31127680226339
000887,中鼎股份,2019-09-30,3,增持,47582049,3.89754717,8183658,20.7715538434044
300015,爱尔眼科,2019-09-30,3,增持,103303654,3.33473045,31734212,44.3404490983736
300070,碧水源,2019-09-30,3,增持,80116006,2.53163409,20925799,35.3534817001062
300203,聚光科技,2019-09-30,3,减持,24737533,5.46664792,-4606732,-15.6989176590383
600195,中牧股份,2019-09-30,3,增持,14788189,1.75546635,9334300,171.149431167374
603605,珀莱雅,2019-09-30,3,增持,3462743,1.72031162,3462743,100
002008,大族激光,2019-09-30,2,减持,52006425,4.87376298,-1180496,-2.21952310418571
300133,华策影视,2019-09-30,2,减持,39027219,2.22291984,-34986880,-47.2705612480671
300450,先导智能,2019-09-30,2,减持,15636311,1.77367448,-2835540,-15.3506002186787
002311,海大集团,2019-09-30,2,增持,32872510,2.07939239,10538296,47.1845393798054
600009,上海机场,2019-09-30,2,减持,29667125,1.53958302,-19003222,-39.0447637449554
603737,三棵树,2019-09-30,2,增持,6584698,3.53293326,4020964,156.840140201753
600585,海螺水泥,2019-09-30,2,增持,70376251,1.32802855,19604814,38.6138647208272
600563,法拉电子,2019-09-30,2,增持,6614455,2.93975778,2470999,59.6361829352116
300408,三环集团,2019-09-30,2,增持,31914806,1.83085607,15959368,100.024631100694
603833,欧派家居,2019-09-30,2,减持,2664025,0.63400251,-748449,-21.9327385351507
300166,东方国信,2019-09-30,2,减持,37783219,3.57565352,-29671209,-43.9870441122116
002410,广联达,2019-09-30,2,增持,36608578,3.24673097,8947570,32.3472304407706
002583,海能达,2019-09-30,2,减持,58770658,3.19888975,-881100,-1.47707298081642
