股票代码,股票简称,时间,持有QFII家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
600779,水井坊,2016-12-31,6,增持,44655757,9.14054861,7164589,19.1100714706994
600132,重庆啤酒,2016-12-31,5,增持,27240068,5.62844816,10947481,67.1930185181764
600009,上海机场,2016-12-31,4,增持,84738916,4.39754765,10346776,13.9084263471921
000581,威孚高科,2016-12-31,4,减持,60854057,6.03142103,-7620617,-11.1291030023743
603288,海天味业,2016-12-31,4,减持,9722621,0.35943801,-2548653,-20.7692616104897
000858,五粮液,2016-12-31,4,减持,104630704,2.75636515,-18908783,-15.3058616796749
000089,深圳机场,2016-12-31,4,减持,122578285,5.97718488,-17784452,-12.6703513910533
002032,苏泊尔,2016-12-31,4,增持,27769313,4.39550818,7196451,34.9803104691997
600519,贵州茅台,2016-12-31,3,减持,24279051,1.93274108,-14574842,-37.5119219070274
002311,海大集团,2016-12-31,3,增持,61070127,3.96191772,842720,1.39923008805609
600585,海螺水泥,2016-12-31,3,减持,100380227,1.8942158,-31984043,-24.1636530764684
002415,海康威视,2016-12-31,3,减持,216383823,3.54570237,-27209947,-11.1702146569676
002470,*ST金正,2016-12-31,3,增持,52598301,1.6718127,226102,0.431721417693383
600377,宁沪高速,2016-12-31,3,减持,50219713,0.9968684,-5459360,-9.8050482988465
600322,天房发展,2016-12-31,3,增持,71071514,6.42773935,2487080,3.6263038928046
002304,洋河股份,2016-12-31,3,增持,43567215,2.89101273,13530242,45.0452913480996
600361,华联综超,2016-12-31,3,减持,15655199,2.35130863,-113424,-0.719301869288143
000550,江铃汽车,2016-12-31,3,增持,17858834,2.06887678,6313182,54.680168776956
000822,山东海化,2016-12-31,3,增持,19986879,2.23294148,7256900,57.0063784080084
600312,平高电气,2016-12-31,3,减持,19775810,1.45740287,-3811269,-16.1582915798942
600308,华泰股份,2016-12-31,3,减持,16364820,1.40162391,-852200,-4.94975320932426
300133,华策影视,2016-12-31,2,减持,22961362,1.31461276,-7888458,-25.5705154843691
000333,美的集团,2016-12-31,2,增持,179312185,2.7762604,65421047,57.4417361603675
000916,华北高速,2016-12-31,2,持平,13357571,1.22546523,0,0
000338,潍柴动力,2016-12-31,2,增持,55053628,1.37681595,26624357,93.6512125126248
002439,启明星辰,2016-12-31,2,减持,25043376,2.8820529,-6855455,-21.4912421085274
000651,格力电器,2016-12-31,2,减持,127614509,2.1213467,-121456489,-48.7638022793806
000999,华润三九,2016-12-31,2,减持,14833937,1.51536797,-1873839,-11.2153706154547
600095,湘财股份,2016-12-31,2,增持,26600293,7.36312642,26600293,100
600196,复星医药,2016-12-31,2,减持,30617774,1.26807295,-4567324,-12.9808477441217
300166,东方国信,2016-12-31,2,增持,18953608,2.88838616,18953608,100
000729,燕京啤酒,2016-12-31,2,减持,73089412,2.59316628,-37766485,-34.0680884121122
600066,宇通客车,2016-12-31,2,减持,54661218,2.46895748,-5130484,-8.58059534749487
600761,安徽合力,2016-12-31,2,增持,15539332,2.51927615,314400,2.06503385368158
600660,福耀玻璃,2016-12-31,2,增持,61095379,2.43542024,22441781,58.0587116366244
600690,海尔智家,2016-12-31,2,增持,115999907,1.90237671,4708075,4.23038682659119
300567,精测电子,2016-12-31,2,新进,621184,0.77648,621184,0.77648
600178,东安动力,2016-12-31,2,持平,6064854,1.31251168,0,0
000613,大东海A,2016-12-31,2,增持,9491602,2.6068668,6050600,175.838316862356
600298,安琪酵母,2016-12-31,2,增持,13894840,1.68610136,6701979,93.1754276914291
600783,鲁信创投,2016-12-31,2,增持,2387776,0.32078272,2387776,100
002419,天虹股份,2016-12-31,2,增持,7540302,0.94230218,1941603,34.6795389428866
600276,恒瑞医药,2016-12-31,2,增持,46499823,1.98085716,158312,0.341620280788859
