股票代码,股票简称,时间,持有QFII家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
002439,启明星辰,2017-06-30,5,增持,54944953,6.12751279,19962092,57.0624912582193
600779,水井坊,2017-06-30,5,增持,36184709,7.40661705,6597028,22.2965361834204
600009,上海机场,2017-06-30,4,减持,68426851,3.55102888,-15454838,-18.4245670112818
600585,海螺水泥,2017-06-30,4,减持,122389862,2.30954658,-11868589,-8.84010571520746
002032,苏泊尔,2017-06-30,4,增持,34558591,4.20785492,6499409,23.1632162334597
600132,重庆啤酒,2017-06-30,4,减持,19918088,4.11555235,-5977758,-23.0838490466772
000858,五粮液,2017-06-30,3,减持,64357467,1.69541705,-24998562,-27.9763573647616
600519,贵州茅台,2017-06-30,3,减持,23703235,1.88690308,-70307,-0.295736327384451
300003,乐普医疗,2017-06-30,3,增持,41609999,2.33547166,41609999,100
600308,华泰股份,2017-06-30,3,增持,18466399,1.58162121,417952,2.31572278767253
603866,桃李面包,2017-06-30,3,增持,3237387,0.71921795,2093950,183.127710577846
601229,上海银行,2017-06-30,3,减持,23585738,0.3928043,-5171828,-17.9842341316369
000916,华北高速,2017-06-30,2,减持,9357571,0.85849275,-4000000,-29.9455642047495
600104,上汽集团,2017-06-30,2,增持,67653963,0.57905753,42505589,169.019233609298
000581,威孚高科,2017-06-30,2,减持,27329223,2.70867809,-12368822,-31.1572572402495
601888,中国中免,2017-06-30,2,增持,31568214,1.61683019,9232566,41.3355636693415
600761,安徽合力,2017-06-30,2,增持,14918291,2.41859139,571527,3.98366488777539
000333,美的集团,2017-06-30,2,增持,183145745,2.80914013,69254607,60.8077223708134
000726,鲁泰A,2017-06-30,2,增持,16648331,1.804497,9295950,126.434552289932
000613,大东海A,2017-06-30,2,持平,13049802,3.58412579,0,0
600298,安琪酵母,2017-06-30,2,增持,9866997,1.19733348,1183258,13.6261350093548
002241,歌尔股份,2017-06-30,2,增持,60148140,1.85350426,30074070,100
600323,瀚蓝环境,2017-06-30,2,持平,15439544,2.01491178,0,0
000729,燕京啤酒,2017-06-30,2,减持,49476411,1.75539188,-16990501,-25.5623444639643
002536,飞龙股份,2017-06-30,2,增持,3641750,1.09097186,3641750,100
002304,洋河股份,2017-06-30,2,减持,27727515,1.83992939,-14812163,-34.8196406188124
600660,福耀玻璃,2017-06-30,2,持平,61095379,2.43542024,0,0
600361,华联综超,2017-06-30,2,增持,18576799,2.79011386,192500,1.04708914927896
300180,华峰超纤,2017-06-30,2,持平,22748590,4.78917684,0,0
600309,万华化学,2017-06-30,2,增持,38605010,1.4120274,20238338,110.190556024521
603308,应流股份,2017-06-30,2,持平,6182945,1.42544856,0,0
600377,宁沪高速,2017-06-30,2,减持,24518450,0.4866947,-13151671,-34.9127389317385
600723,首商股份,2017-06-30,2,减持,17512108,2.65976718,-111200,-0.630982560141376
000089,深圳机场,2017-06-30,2,增持,67855283,3.30877179,3481949,5.40899279816702
300133,华策影视,2017-06-30,2,增持,23208960,1.32878855,6512,0.0280660040699154
601857,中国石油,2017-06-30,2,增持,29331887,0.01602652,13205290,81.8851615129962
002311,海大集团,2017-06-30,2,增持,45827924,2.90792768,3422783,8.07162273083823
600312,平高电气,2017-06-30,2,减持,15238621,1.12302909,-759000,-4.74445544121842
601799,星宇股份,2017-06-30,2,增持,4252033,1.53972567,2066165,94.5237772820683
600889,南京化纤,2017-06-30,2,增持,4708319,1.53330836,417200,9.72240574078696
600498,烽火通信,2017-06-30,2,增持,23399142,2.23642804,12657576,117.83734327006
300146,汤臣倍健,2017-06-30,2,增持,19631215,1.33534609,2959448,17.7512557607121
300206,理邦仪器,2017-06-30,2,增持,9193692,1.57157128,541800,6.26221409143803
300336,新文化,2017-06-30,2,增持,13242384,2.46347903,319735,2.47422181009482
002081,金螳螂,2017-06-30,2,增持,35708486,1.35090109,18350166,105.713951580568
300136,信维通信,2017-06-30,2,增持,27404152,2.78827698,16419097,149.467590285165
000789,万年青,2017-06-30,2,减持,4982509,0.81232449,-6360057,-56.0724707266416
600507,方大特钢,2017-06-30,2,增持,14185568,1.06972649,7106356,100.38343250633
600533,栖霞建设,2017-06-30,2,增持,34756047,3.31009972,34756047,100
300170,汉得信息,2017-06-30,2,增持,12350995,1.43969806,12350995,100
000789,万年青,2017-06-30,2,减持,4982509,0.81232449,-6360057,-56.0724707266416
300206,理邦仪器,2017-06-30,2,增持,9193692,1.57157128,541800,6.26221409143803
300293,蓝英装备,2017-06-30,2,增持,1250000,0.46296296,200000,19.047619047619
002761,多喜爱,2017-06-30,2,增持,7003800,5.8365,2241100,47.0552417746236
002152,广电运通,2017-06-30,1,增持,14747907,0.60718818,4915969,50
002008,大族激光,2017-06-30,1,减持,9039802,0.84716488,-8350000,-48.0166479181304
603993,洛阳钼业,2017-06-30,1,减持,28160800,0.16675827,-63500,-0.224983436258827
300011,鼎汉技术,2017-06-30,1,增持,7798368,1.46847689,1363478,21.1888315107174
000911,南宁糖业,2017-06-30,1,增持,1053000,0.32491883,1053000,100
000895,双汇发展,2017-06-30,1,持平,20417536,0.61879604,0,0
002498,汉缆股份,2017-06-30,1,减持,2629604,0.07904314,-5674800,-68.3348257141632
600867,通化东宝,2017-06-30,1,增持,25110844,1.47163729,7185088,40.0824824347715
000429,粤高速A,2017-06-30,1,增持,8844250,0.4230067,8844250,100
000898,鞍钢股份,2017-06-30,1,增持,25290600,0.34956837,1261900,5.25163658458427
601021,春秋航空,2017-06-30,1,增持,4680000,0.58457618,4680000,100
000877,天山股份,2017-06-30,1,增持,12469000,1.41676879,10237300,458.72205045481
000428,华天酒店,2017-06-30,1,增持,2175677,0.2135265,2175677,100
600125,铁龙物流,2017-06-30,1,减持,19906695,1.52480747,-4573000,-18.6807883023052
002555,三七互娱,2017-06-30,1,增持,3203877,0.15367829,3203877,100
600188,兖州煤业,2017-06-30,1,减持,6706748,0.13653758,-900,-0.0134175198221493
