股票代码,股票简称,时间,持有QFII家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
002001,新和成,2015-12-31,6,增持,53760511,4.93705327,12698779,30.9260676096176
600009,上海机场,2015-12-31,5,减持,86874679,4.50838362,-2054260,-2.31000169697291
000333,美的集团,2015-12-31,4,增持,138148525,3.23772494,36607687,36.0521812908418
000581,威孚高科,2015-12-31,4,增持,60774242,6.02351035,419901,0.695726261015757
603288,海天味业,2015-12-31,4,增持,12742217,0.47084474,3066544,31.693340607935
600007,中国国贸,2015-12-31,4,减持,18495809,1.83620866,-4548100,-19.7366688090983
600519,贵州茅台,2015-12-31,3,增持,34349626,2.73441221,162113,0.474187753873761
600686,金龙汽车,2015-12-31,3,增持,19682640,3.24400703,6267815,46.7230470766484
002311,海大集团,2015-12-31,3,增持,58753078,3.82167831,1087718,1.88625892563577
600983,惠而浦,2015-12-31,3,持平,20054134,2.6165336,0,0
002032,苏泊尔,2015-12-31,3,减持,43455894,6.86642404,-1583989,-3.51685860285205
600779,水井坊,2015-12-31,3,增持,17670319,3.61692245,6802942,62.599668714907
000089,深圳机场,2015-12-31,3,增持,53732262,2.62010244,26126193,94.6393092040739
002537,海联金汇,2015-12-31,3,持平,6392337,2.12207848,0,0
000729,燕京啤酒,2015-12-31,2,减持,76285109,2.70654761,-6172588,-7.48576327568305
000895,双汇发展,2015-12-31,2,减持,37756539,1.1438368,-12232187,-24.4698914711289
600585,海螺水泥,2015-12-31,2,减持,74354165,1.4030934,-21269057,-22.2425646774379
002304,洋河股份,2015-12-31,2,减持,25666237,1.70314806,-1166559,-4.34751190297127
000651,格力电器,2015-12-31,2,减持,130041826,2.1616962,-77949523,-37.477290942519
002415,海康威视,2015-12-31,2,增持,43174253,1.06111255,144405,0.335592633280973
002508,老板电器,2015-12-31,2,减持,9805525,2.01728642,-446025,-4.3508054879506
000959,首钢股份,2015-12-31,2,增持,20015077,0.37840051,20015077,100
601888,中国中免,2015-12-31,2,增持,12640959,1.29486477,1978196,18.5523770902532
600741,华域汽车,2015-12-31,2,增持,20263046,0.78441641,20263046,100
000423,东阿阿胶,2015-12-31,2,增持,12823201,1.96066953,6939483,117.943840952269
600600,青岛啤酒,2015-12-31,2,增持,15668663,1.15979738,5462643,53.5237340314834
601928,凤凰传媒,2015-12-31,2,增持,23476914,0.92250831,913453,4.04837272083392
600312,平高电气,2015-12-31,2,增持,7864154,0.69136297,3778189,92.4674832016427
601100,恒立液压,2015-12-31,2,减持,3742943,0.59411794,-2166425,-36.6608578108522
300146,汤臣倍健,2015-12-31,2,增持,6881061,0.94518648,1875361,37.4645104580778
601633,长城汽车,2015-12-31,2,增持,19868743,0.21768552,15488002,353.547539103544
600276,恒瑞医药,2015-12-31,2,增持,31651508,1.61776245,19000978,150.199066758468
300275,梅安森,2015-12-31,2,减持,8878153,5.29925091,-575500,-6.08759386450931
600261,阳光照明,2015-12-31,2,增持,28724726,1.97814669,4287724,17.5460312193779
002484,江海股份,2015-12-31,2,增持,2300308,0.69119832,338532,17.2564044009102
002207,准油股份,2015-12-31,2,减持,5463342,2.28422188,-4955600,-47.5633706378248
002439,启明星辰,2015-12-31,2,减持,19066688,2.29650883,-5940284,-23.754511341877
002634,棒杰股份,2015-12-31,2,增持,3347963,2.61444674,3347963,100
600361,华联综超,2015-12-31,2,增持,11034525,1.65731358,226601,2.096619110201
601800,中国交建,2015-12-31,2,减持,12821050,0.0792659,-5374861,-29.5388397975787
000521,长虹美菱,2015-12-31,2,增持,6982618,0.91426733,2184476,45.5275396184606
600529,山东药玻,2015-12-31,2,持平,7650000,2.97225763,0,0
000822,山东海化,2015-12-31,2,增持,10685237,1.19375861,2267200,26.9326447484134
600573,惠泉啤酒,2015-12-31,2,减持,3288896,1.3155584,-987900,-23.0990676197789
600382,广东明珠,2015-12-31,2,持平,6168284,1.80492915,0,0
002468,申通快递,2015-12-31,2,持平,9105956,2.74460962,0,0
300337,银邦股份,2015-12-31,2,增持,8925507,1.08593378,5682531,175.225811106835
000789,万年青,2015-12-31,2,增持,5092895,0.8303213,1862645,57.6625648169646
002395,双象股份,2015-12-31,2,增持,2788800,1.5596792,2788800,100
600106,重庆路桥,2015-12-31,2,持平,25406377,2.79885441,0,0
600104,上汽集团,2015-12-31,1,减持,44097650,0.39995813,-7614815,-14.7252988230207
002152,广电运通,2015-12-31,1,减持,6952959,0.77540728,-865700,-11.0722311844013
600958,东方证券,2015-12-31,1,增持,9203699,0.17425496,9203699,100
300011,鼎汉技术,2015-12-31,1,减持,2959446,0.56153279,-1308779,-30.6633085181779
000916,华北高速,2015-12-31,1,增持,8950007,0.82110156,8950007,100
000090,天健集团,2015-12-31,1,增持,4608050,0.53859976,4608050,100
600859,王府井,2015-12-31,1,减持,2616593,0.56542209,-2646400,-50.2831753718844
601398,工商银行,2015-12-31,1,减持,264466161,0.07420357,-18076496,-6.39779359050906
600820,隧道股份,2015-12-31,1,增持,5800000,0.18447273,5800000,100
000960,锡业股份,2015-12-31,1,增持,2344240,0.15924948,2344240,100
600125,铁龙物流,2015-12-31,1,增持,27756472,2.12608249,4892644,21.3990588102745
000031,大悦城,2015-12-31,1,增持,6242618,0.34418643,6242618,100
002038,双鹭药业,2015-12-31,1,增持,6660045,0.9724113,6660045,100
002002,鸿达兴业,2015-12-31,1,减持,5000000,0.51438254,-500000,-9.09090909090909
600739,辽宁成大,2015-12-31,1,持平,63125389,0.8580313,0,0
002142,宁波银行,2015-12-31,1,持平,55319365,1.41852015,0,0
601009,南京银行,2015-12-31,1,持平,133766495,3.97410168,0,0
000759,中百集团,2015-12-31,1,减持,10158148,1.4916046,-5331375,-34.4192329227956
000156,华数传媒,2015-12-31,1,减持,2219404,0.15484013,-187800,-7.80158225061108
002241,歌尔股份,2015-12-31,1,减持,14566279,0.95425245,-1340162,-8.42527879115133
600827,百联股份,2015-12-31,1,增持,11197077,0.65004961,9103,0.0813641504708538
000501,鄂武商A,2015-12-31,1,增持,7779596,1.47055193,380500,5.14252011326789
002470,*ST金正,2015-12-31,1,减持,17286501,1.10273188,-1526115,-8.11218918198298
002475,立讯精密,2015-12-31,1,持平,8021058,0.63786933,0,0
000778,新兴铸管,2015-12-31,1,增持,11059899,0.30356755,11059899,100
002557,洽洽食品,2015-12-31,1,增持,4799814,0.94670888,4799814,100
601118,海南橡胶,2015-12-31,1,增持,14152000,0.35999446,18000,0.127352483373426
000555,神州信息,2015-12-31,1,减持,1900476,0.20706595,-360124,-15.9304609395736
300433,蓝思科技,2015-12-31,1,增持,413800,0.06145301,413800,100
300203,聚光科技,2015-12-31,1,减持,5073147,1.11945173,-2810838,-35.6525031440319
000733,振华科技,2015-12-31,1,增持,3270673,0.69686316,3270673,100
002340,格林美,2015-12-31,1,持平,10039910,0.68982203,0,0
300070,碧水源,2015-12-31,1,增持,9177931,0.74650118,9177931,100
600066,宇通客车,2015-12-31,1,减持,31858239,1.43898435,-20986179,-39.7131424552731
600761,安徽合力,2015-12-31,1,增持,7955309,1.28973499,561400,7.59273612915712
601918,新集能源,2015-12-31,1,增持,3548911,0.13699493,3548911,100
000970,中科三环,2015-12-31,1,增持,6932850,0.65084961,6932850,100
600660,福耀玻璃,2015-12-31,1,持平,38653598,1.54083265,0,0
600794,保税科技,2015-12-31,1,增持,4719940,0.39610963,4719940,100
601222,林洋能源,2015-12-31,1,持平,3658436,0.89975944,0,0
002368,太极股份,2015-12-31,1,减持,4023750,0.968185,-1144500,-22.1448265854012
002074,国轩高科,2015-12-31,1,增持,1660000,0.19250124,1660000,100
000726,鲁泰A,2015-12-31,1,减持,7382120,0.7723834,-628086,-7.84107175271148
002051,中工国际,2015-12-31,1,增持,4536571,0.58656101,4536571,100
000799,酒鬼酒,2015-12-31,1,持平,1400000,0.43086338,0,0
300006,莱美药业,2015-12-31,1,减持,1580401,0.78317636,-1574534,-49.9070186865973
600750,江中药业,2015-12-31,1,增持,1192962,0.397654,1192962,100
002333,ST罗普,2015-12-31,1,增持,857080,0.34105605,857080,100
000401,冀东水泥,2015-12-31,1,持平,8107044,0.60162569,0,0
000402,金融街,2015-12-31,1,增持,12839024,0.42955253,12839024,100
600418,江淮汽车,2015-12-31,1,持平,6300000,0.43055343,0,0
300347,泰格医药,2015-12-31,1,增持,6481880,1.49587861,1082084,20.0393496346899
600886,国投电力,2015-12-31,1,减持,14499901,0.21367302,-18781791,-56.4328009525477
600707,彩虹股份,2015-12-31,1,增持,2163725,0.29368204,2163725,100
000816,智慧农业,2015-12-31,1,增持,6102000,0.43008075,6102000,100
601169,北京银行,2015-12-31,1,持平,1728837760,13.64272741,0,0
600027,华电国际,2015-12-31,1,减持,21716520,0.22018221,-13090400,-37.6086134596224
002081,金螳螂,2015-12-31,1,减持,11576568,0.65693621,-22600,-0.194841561049896
600309,万华化学,2015-12-31,1,增持,15572636,0.72017694,15572636,100
300135,宝利国际,2015-12-31,1,增持,3554980,0.38574002,3554980,100
300121,阳谷华泰,2015-12-31,1,减持,4139832,1.47429915,-3780003,-47.728304945747
002273,水晶光电,2015-12-31,1,增持,2335921,0.53501062,2335921,100
000962,东方钽业,2015-12-31,1,增持,1036000,0.23500982,1036000,100
600270,外运发展,2015-12-31,1,持平,6681292,0.73787155,0,0
600783,鲁信创投,2015-12-31,1,增持,1364327,0.18328877,1364327,100
600835,上海机电,2015-12-31,1,增持,4651109,0.45476975,4651109,100
000619,海螺型材,2015-12-31,1,增持,2329200,0.647,154200,7.08965517241379
601333,广深铁路,2015-12-31,1,增持,33269344,0.46967135,4174100,14.3463309673567
600054,黄山旅游,2015-12-31,1,持平,8188117,1.64354014,0,0
300037,新宙邦,2015-12-31,1,减持,5410077,2.93992556,-877985,-13.9627281028718
002268,卫士通,2015-12-31,1,增持,3356518,0.77603164,3356518,100
600260,凯乐科技,2015-12-31,1,减持,3000000,0.44994534,-480000,-13.7931034482759
300328,宜安科技,2015-12-31,1,减持,629300,0.2809375,-49300,-7.26495726495727
002570,贝因美,2015-12-31,1,增持,2778314,0.27171244,2778314,100
002412,汉森制药,2015-12-31,1,持平,2141426,0.72345473,0,0
002171,楚江新材,2015-12-31,1,增持,2221059,0.49943425,2221059,100
603005,晶方科技,2015-12-31,1,持平,1698698,0.74932546,0,0
600355,精伦电子,2015-12-31,1,增持,1991000,0.40460144,1991000,100
000672,上峰水泥,2015-12-31,1,增持,1680000,0.20648463,1680000,100
600195,中牧股份,2015-12-31,1,增持,2248130,0.52306422,2248130,100
300079,数码科技,2015-12-31,1,增持,5605000,0.40680977,5605000,100
600006,东风汽车,2015-12-31,1,增持,2833200,0.14166,2833200,100
600335,国机汽车,2015-12-31,1,增持,1787200,0.28497366,1787200,100
600323,瀚蓝环境,2015-12-31,1,持平,3951559,0.51569158,0,0
000999,华润三九,2015-12-31,1,减持,12575875,1.28469456,-2266715,-15.2716944953677
000567,海德股份,2015-12-31,1,增持,1424269,0.94197685,1424269,100
002739,万达电影,2015-12-31,1,增持,744096,0.06336534,744096,100
001979,招商蛇口,2015-12-31,1,新进,12789066,0.17278324,12789066,0.17278324
002701,奥瑞金,2015-12-31,1,持平,5868738,0.59803066,0,0
002185,华天科技,2015-12-31,1,增持,7099918,0.86620406,7099918,100
603885,吉祥航空,2015-12-31,1,增持,683628,0.06017852,683628,100
600315,上海家化,2015-12-31,1,增持,14467309,2.14638276,754900,5.50523252332978
600004,白云机场,2015-12-31,1,减持,7030309,0.61133122,-1175862,-14.3289970438101
600737,中粮糖业,2015-12-31,1,增持,2451169,0.11945989,2451169,100
600015,华夏银行,2015-12-31,1,持平,877302599,8.21016022,0,0
