股票代码,股票简称,时间,持有QFII家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
000651,格力电器,2015-03-31,8,减持,363348503,12.07994539,-53646486,-12.8650193443931
002032,苏泊尔,2015-03-31,7,增持,39227815,6.18878317,1706192,4.5472233437237
600009,上海机场,2015-03-31,5,减持,137003092,7.10981039,-13054073,-8.69939999199638
600519,贵州茅台,2015-03-31,5,增持,50176049,4.39370725,6802807,15.6843405895275
000581,威孚高科,2015-03-31,4,增持,47105043,4.61723165,47105043,100
600028,中国石化,2015-03-31,4,增持,225984590,0.18665428,100471833,80.0491005069708
000002,万科A,2015-03-31,4,增持,367580189,3.32768959,30730639,9.12295682152462
600007,中国国贸,2015-03-31,4,持平,38385458,3.81079357,0,0
600897,厦门空港,2015-03-31,4,增持,6214719,2.08680669,465950,8.10521348135575
600104,上汽集团,2015-03-31,3,减持,115038137,1.04337619,-86269540,-42.8545703202367
601888,中国中免,2015-03-31,3,减持,20130818,2.06208145,-8258238,-29.0895125220085
000333,美的集团,2015-03-31,3,增持,114677302,2.72017343,42883909,59.7323893021744
000726,鲁泰A,2015-03-31,3,增持,28643166,2.99690415,14920043,108.721921387719
600178,东安动力,2015-03-31,3,增持,19684415,4.25995823,6898738,53.9567674046513
000338,潍柴动力,2015-03-31,3,增持,28055340,1.40325137,8892576,46.4054976620283
002304,洋河股份,2015-03-31,3,增持,35775171,3.32353273,6307951,21.4066715489279
600585,海螺水泥,2015-03-31,3,减持,98009826,1.84948538,-40123430,-29.0469009142882
000999,华润三九,2015-03-31,3,增持,25307654,2.58531556,5027099,24.7877782437414
600183,生益科技,2015-03-31,3,减持,44691305,3.14059948,-5203330,-10.4286362652017
000423,东阿阿胶,2015-03-31,3,增持,12371303,1.89157425,7144949,136.710008545154
000400,许继电气,2015-03-31,3,增持,9482010,0.94037025,9482010,100
600377,宁沪高速,2015-03-31,3,增持,40728611,0.80846868,5929673,17.0398102378871
002311,海大集团,2015-03-31,3,增持,29489340,2.71943446,6357358,27.4829800576535
000049,德赛电池,2015-03-31,3,增持,2112497,1.02926259,1292842,157.73002055743
600066,宇通客车,2015-03-31,2,增持,31847454,2.15574078,5029386,18.7537223039333
600761,安徽合力,2015-03-31,2,增持,9983841,1.61860577,350312,3.63638288730952
600026,中远海能,2015-03-31,2,增持,10414157,0.25828552,5606465,116.614479463327
000401,冀东水泥,2015-03-31,2,增持,13051985,0.96859095,13051985,100
300121,阳谷华泰,2015-03-31,2,增持,4929859,1.75564779,4929859,100
000619,海螺型材,2015-03-31,2,增持,4390702,1.21963945,1890767,75.6326464488077
600195,中牧股份,2015-03-31,2,增持,4407165,1.02539902,4407165,100
000729,燕京啤酒,2015-03-31,2,减持,83042277,2.95558494,-1085865,-1.29072742388629
600261,阳光照明,2015-03-31,2,增持,13193926,1.36291227,13193926,100
002456,欧菲光,2015-03-31,2,减持,11295143,1.09596463,-5704914,-33.558205128371
600628,新世界,2015-03-31,2,增持,4258104,0.8006976,4258104,100
600887,伊利股份,2015-03-31,2,增持,61826966,2.01760705,27640082,80.8499598852004
601800,中国交建,2015-03-31,2,减持,15367708,0.09501057,-5888765,-27.7033965136173
600886,国投电力,2015-03-31,2,减持,77239795,1.13821882,-3826467,-4.72017199954279
002001,新和成,2015-03-31,2,增持,8572387,0.78723826,5891992,219.818049205434
002038,双鹭药业,2015-03-31,2,增持,4672794,1.02285133,2042470,77.6508901564978
002508,老板电器,2015-03-31,2,增持,8440262,2.60461718,8440262,100
000822,山东海化,2015-03-31,2,减持,5903637,0.6595565,-3484004,-37.1126676020099
000089,深圳机场,2015-03-31,2,增持,18103256,1.07004489,14963338,476.551871736778
600075,新疆天业,2015-03-31,2,增持,2794805,0.63722207,945860,51.1567407359332
600312,平高电气,2015-03-31,2,减持,7839148,0.68916461,-1660765,-17.4818969394772
002187,广百股份,2015-03-31,2,减持,10433760,3.04704215,-714539,-6.40939931733083
002468,申通快递,2015-03-31,2,增持,4300657,1.29625319,2870679,200.749871676347
000528,柳工,2015-03-31,2,增持,7890533,0.70122978,1531404,24.0819772644964
000521,长虹美菱,2015-03-31,2,增持,11864459,1.55346995,11864459,100
600995,文山电力,2015-03-31,2,增持,5787867,1.20951885,2497511,75.9039751321742
600834,申通地铁,2015-03-31,2,增持,2670405,0.55938547,2670405,100
002543,万和电气,2015-03-31,2,持平,2609139,0.59298614,0,0
603288,海天味业,2015-03-31,2,减持,3513140,0.23365168,-297418,-7.80510360949761
600529,山东药玻,2015-03-31,2,减持,9367424,3.63952908,-520000,-5.25920603789218
