股票代码,股票简称,时间,持有QFII家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
600009,上海机场,2017-09-30,4,减持,68254433,3.5420812,-172418,-0.251974184812333
600519,贵州茅台,2017-09-30,4,增持,26168702,2.08316732,2465467,10.4013945775756
002439,启明星辰,2017-09-30,4,减持,47406053,5.28676758,-7538900,-13.7208234576158
000089,深圳机场,2017-09-30,4,增持,139250599,6.79016332,71395316,105.217033727499
600533,栖霞建设,2017-09-30,4,增持,76235761,7.26054868,41479714,119.345315651115
603233,大参林,2017-09-30,4,新进,5582635,1.39562386,5582635,1.39562386
600066,宇通客车,2017-09-30,3,增持,43823189,1.9794215,28207808,180.641176798696
601888,中国中免,2017-09-30,3,增持,43452877,2.22552734,11884663,37.6475621965817
000858,五粮液,2017-09-30,3,减持,60599688,1.59642305,-3757779,-5.83891687346862
000898,鞍钢股份,2017-09-30,3,增持,50192502,0.69376413,24901902,98.4630732366966
600004,白云机场,2017-09-30,3,增持,41156855,1.98890674,31390222,321.402698350598
600585,海螺水泥,2017-09-30,3,减持,76294708,1.43971225,-46095154,-37.6625590116279
002032,苏泊尔,2017-09-30,3,减持,30798641,3.7500433,-3759950,-10.8799285248638
600132,重庆啤酒,2017-09-30,3,增持,20829421,4.30385549,911333,4.57540402472366
603308,应流股份,2017-09-30,3,增持,8618545,1.98696455,2435600,39.3922313719433
600779,水井坊,2017-09-30,3,减持,29140225,5.96468767,-7044484,-19.468123952579
300133,华策影视,2017-09-30,3,增持,27491584,1.55345643,4282624,18.4524597396867
000796,凯撒旅业,2017-09-30,3,增持,13214332,1.64561989,13214332,100
002081,金螳螂,2017-09-30,3,增持,55034486,2.08203023,19326000,54.1215889130668
603866,桃李面包,2017-09-30,3,增持,4471517,0.99339229,1234130,38.1211761213596
002831,裕同科技,2017-09-30,3,增持,2358836,0.58969426,1908817,424.163646423818
300676,华大基因,2017-09-30,3,增持,2653718,0.66326368,2653718,100
002008,大族激光,2017-09-30,2,增持,27974104,2.62159265,18934302,209.454830979705
600104,上汽集团,2017-09-30,2,增持,71821432,0.61472735,4167469,6.15997764979414
000651,格力电器,2017-09-30,2,增持,91617114,1.52295898,41160014,81.5742759690906
600761,安徽合力,2017-09-30,2,增持,16681070,2.25364802,1762779,11.8162261347496
000333,美的集团,2017-09-30,2,增持,186359502,2.8461103,3213757,1.75475384372157
000613,大东海A,2017-09-30,2,持平,13049802,3.58412579,0,0
002583,海能达,2017-09-30,2,增持,27570672,1.57786803,9571165,53.1745952819708
600323,瀚蓝环境,2017-09-30,2,增持,19896121,2.59650989,4456577,28.8646931541501
600261,阳光照明,2017-09-30,2,增持,30360391,2.09078781,12775860,72.6539706973135
002304,洋河股份,2017-09-30,2,减持,24562470,1.62990481,-3165045,-11.414816654143
601098,中南传媒,2017-09-30,2,增持,18812019,1.04743981,18812019,100
002186,全聚德,2017-09-30,2,增持,19055582,6.1775717,18102824,1900.04429246461
600361,华联综超,2017-09-30,2,增持,19894543,2.9880304,1317744,7.09349334080645
300003,乐普医疗,2017-09-30,2,减持,26474958,1.4859773,-15135041,-36.373567324527
000999,华润三九,2017-09-30,2,增持,23281219,2.37830412,15051846,182.903922327983
600377,宁沪高速,2017-09-30,2,增持,37670121,0.74775723,13151671,53.6398956704033
600723,首商股份,2017-09-30,2,增持,18541073,2.81604804,1028965,5.87573466312565
002311,海大集团,2017-09-30,2,增持,50052226,3.17597309,4224302,9.2177468043283
002051,中工国际,2017-09-30,2,增持,13771329,1.23756745,7879965,133.754509142535
000852,石化机械,2017-09-30,2,增持,2787972,0.46609314,1747078,167.843987956507
600827,百联股份,2017-09-30,2,增持,24565734,1.37687328,9191155,59.7815068627245
002262,恩华药业,2017-09-30,2,增持,34436966,3.41248259,13806257,66.9209041725129
600889,南京化纤,2017-09-30,2,增持,4808319,1.5658743,100000,2.12390027098844
002468,申通快递,2017-09-30,2,增持,5196716,0.33947666,1817879,53.801914682478
300203,聚光科技,2017-09-30,2,增持,8296384,1.83223928,8296384,100
600498,烽火通信,2017-09-30,2,持平,23399142,2.09999536,0,0
300206,理邦仪器,2017-09-30,2,增持,9824846,1.67946085,631154,6.86507661992592
300336,新文化,2017-09-30,2,减持,13241684,2.46334881,-700,-0.00528605725373921
601333,广深铁路,2017-09-30,2,增持,130779793,1.84624988,101634295,348.713530302347
300166,东方国信,2017-09-30,2,增持,36720727,3.49731375,18951705,106.655869974161
600452,涪陵电力,2017-09-30,2,增持,2779545,1.73721563,2779545,100
300170,汉得信息,2017-09-30,2,增持,23629449,2.754375,11278454,91.3161571193252
