股票代码,股票简称,时间,持有QFII家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
000089,深圳机场,2018-03-31,5,减持,171475159,8.36150325,-17054345,-9.04598200184094
600132,重庆啤酒,2018-03-31,4,增持,47279841,9.76914354,4683083,10.9939892608729
600456,宝钛股份,2018-03-31,4,增持,13389500,3.11191433,5839053,77.333871756202
002439,启明星辰,2018-03-31,4,增持,41727289,4.65346648,2086034,5.2622804197294
300133,华策影视,2018-03-31,3,增持,45478720,2.56984865,1259846,2.84911370651365
600009,上海机场,2018-03-31,3,减持,43707209,2.26819676,-11980394,-21.513574574219
300166,东方国信,2018-03-31,3,增持,60095932,5.72358846,4116385,7.35337318824677
600519,贵州茅台,2018-03-31,3,增持,19452549,1.54852596,2576209,15.2652115328324
601098,中南传媒,2018-03-31,3,增持,72043550,4.01133352,50269842,230.874052320349
300003,乐普医疗,2018-03-31,3,减持,33834863,1.89907151,-11169513,-24.8187265167281
300203,聚光科技,2018-03-31,3,增持,29190256,6.45063726,24499754,522.326906586971
601888,中国中免,2018-03-31,3,减持,43285546,2.21695714,-3052989,-6.58844523246149
600533,栖霞建设,2018-03-31,3,减持,84272462,8.02594877,-7523300,-8.19569426309681
600129,太极集团,2018-03-31,3,减持,19571481,3.51442024,-51229,-0.261069954150064
600004,白云机场,2018-03-31,3,增持,57750976,2.79081831,11264182,24.2309288956343
603866,桃李面包,2018-03-31,3,增持,6558782,1.39362933,1838524,38.9496506335035
603233,大参林,2018-03-31,3,减持,4805190,1.20126747,-777445,-13.9261298651981
603708,家家悦,2018-03-31,3,增持,9512274,2.03253718,5846254,159.471415867889
000333,美的集团,2018-03-31,2,减持,171896554,2.61081356,-8754405,-4.84603295131137
600585,海螺水泥,2018-03-31,2,减持,51804201,0.97756639,-38196447,-42.4401910972908
601021,春秋航空,2018-03-31,2,增持,10266800,1.11973232,4832900,88.939803824141
000877,天山股份,2018-03-31,2,减持,14204100,1.35441871,-84600,-0.592076256062483
000858,五粮液,2018-03-31,2,减持,32385161,0.8531466,-6775176,-17.3011177099932
002304,洋河股份,2018-03-31,2,增持,23284249,1.54508523,1213715,5.49925525136818
600196,复星医药,2018-03-31,2,增持,26951325,1.08015669,11830778,78.2430556249056
002372,伟星新材,2018-03-31,2,增持,14888166,1.47640628,5533240,59.1478756753394
002470,*ST金正,2018-03-31,2,增持,65980329,2.08941457,4866765,7.96347763321413
601998,中信银行,2018-03-31,2,增持,95927266,0.19603078,58956063,159.464821850671
000423,东阿阿胶,2018-03-31,2,增持,14584497,2.22997197,7261988,99.1734936754602
002074,国轩高科,2018-03-31,2,增持,19452221,1.71136295,1969793,11.2672736304134
000613,大东海A,2018-03-31,2,持平,13049802,3.58412579,0,0
600298,安琪酵母,2018-03-31,2,增持,13909292,1.68785507,9670024,228.105984335031
300347,泰格医药,2018-03-31,2,增持,13559776,2.71099802,13559776,100
002108,沧州明珠,2018-03-31,2,增持,13490537,1.23685724,6939238,105.921558457338
300595,欧普康视,2018-03-31,2,增持,2938137,2.3634819,303976,11.5397654129721
002311,海大集团,2018-03-31,2,减持,46664838,2.95432143,-3610688,-7.18180054446372
600835,上海机电,2018-03-31,2,增持,27544424,1.45381916,20748086,305.28331580919
300336,新文化,2018-03-31,2,持平,13241036,2.46322827,0,0
601633,长城汽车,2018-03-31,2,增持,40145824,0.43984486,4014110,11.1096584014808
600323,瀚蓝环境,2018-03-31,2,增持,21852828,2.85186665,11114967,103.511928493021
000999,华润三九,2018-03-31,2,增持,25747696,2.63026827,509174,2.01744777289256
002262,恩华药业,2018-03-31,2,减持,23062574,2.28535325,-2916396,-11.2259877893542
002032,苏泊尔,2018-03-31,2,减持,20681030,2.51812273,-3223928,-13.4864407626234
002362,汉王科技,2018-03-31,2,增持,720900,0.33205927,387400,116.16191904048
600361,华联综超,2018-03-31,2,减持,19821343,2.97703624,-381700,-1.88931934659546
603737,三棵树,2018-03-31,2,增持,960803,0.94029332,960803,100
002186,全聚德,2018-03-31,2,持平,19055582,6.1775717,0,0
600779,水井坊,2018-03-31,2,减持,14693224,3.00754342,-17189924,-53.915391290722
300180,华峰超纤,2018-03-31,2,持平,30568910,4.84436592,0,0
