股票代码,股票简称,时间,持有QFII家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
300750,宁德时代,2018-09-30,6,增持,23421745,1.06704143,11793264,101.417063845226
600456,宝钛股份,2018-09-30,5,增持,15193256,3.53113344,45657,0.30141410529814
300133,华策影视,2018-09-30,4,增持,78228868,4.4086145,22652835,40.7600790794118
600132,重庆啤酒,2018-09-30,4,增持,45997945,9.50427323,6604762,16.7662562327091
300003,乐普医疗,2018-09-30,4,增持,40142295,2.25309288,781272,1.98488743547138
601138,工业富联,2018-09-30,4,增持,19272955,0.09785561,7772302,67.5813973345687
002439,启明星辰,2018-09-30,4,增持,40418877,4.50755115,1280000,3.27040553565193
000089,深圳机场,2018-09-30,4,减持,114405509,5.57866247,-395901,-0.344857262641635
002008,大族激光,2018-09-30,3,增持,36497097,3.42032077,8428507,30.0282522207207
600585,海螺水泥,2018-09-30,3,减持,68700065,1.29639824,-301778,-0.437347738668372
601021,春秋航空,2018-09-30,3,减持,22657297,2.47108229,-134784,-0.591363289732079
300166,东方国信,2018-09-30,3,减持,64741441,6.12687239,-496700,-0.761364429437068
000887,中鼎股份,2018-09-30,3,增持,33297895,2.69752674,18645453,127.251505243972
300433,蓝思科技,2018-09-30,3,增持,48123796,1.22002771,22291679,86.294433398548
002583,海能达,2018-09-30,3,增持,109077514,6.00620747,31804003,41.1577040934506
300203,聚光科技,2018-09-30,3,增持,30289547,6.69356516,1060607,3.62861944360623
600533,栖霞建设,2018-09-30,3,持平,84272462,8.02594877,0,0
603866,桃李面包,2018-09-30,3,增持,6096725,1.2954501,440443,7.78679351559912
600138,中青旅,2018-09-30,3,增持,40944808,5.6566103,13234073,47.7579284706811
600201,生物股份,2018-09-30,3,增持,37315310,3.18787838,21212444,131.73086082937
600903,贵州燃气,2018-09-30,3,增持,776894,0.09556018,521194,203.830269847478
000333,美的集团,2018-09-30,2,持平,179968213,2.70846511,0,0
600009,上海机场,2018-09-30,2,减持,32420864,1.682489,-1158083,-3.44883655821608
600867,通化东宝,2018-09-30,2,增持,61046549,2.97272419,61046549,100
000898,鞍钢股份,2018-09-30,2,增持,36907773,0.51014172,1777470,5.05964893044048
002304,洋河股份,2018-09-30,2,减持,18623888,1.23583519,-5309040,-22.1829940741058
600519,贵州茅台,2018-09-30,2,减持,15729516,1.25215281,-3309289,-17.3818104655203
002241,歌尔股份,2018-09-30,2,增持,71246157,2.19549691,33577673,89.1399637957291
002415,海康威视,2018-09-30,2,增持,127511681,1.38190033,54617238,74.926476905791
601098,中南传媒,2018-09-30,2,减持,54981634,3.06133819,-16732640,-23.3323703451282
601888,中国中免,2018-09-30,2,增持,31398353,1.60813041,4844266,18.2430147193537
600761,安徽合力,2018-09-30,2,增持,21018511,2.83964552,1039345,5.20214407348135
000423,东阿阿胶,2018-09-30,2,增持,33429507,5.11137708,2320579,7.45952737426375
000613,大东海A,2018-09-30,2,持平,13049802,3.58412579,0,0
600298,安琪酵母,2018-09-30,2,增持,11724783,1.42277079,150792,1.30285223135218
603259,药明康德,2018-09-30,2,增持,2909847,0.27925982,2241392,335.309332714992
002108,沧州明珠,2018-09-30,2,持平,17537698,1.23685724,0,0
300595,欧普康视,2018-09-30,2,减持,4183575,1.86962838,-11800,-0.281262104102732
002311,海大集团,2018-09-30,2,减持,45365480,2.86771795,-577895,-1.25784185423905
600258,首旅酒店,2018-09-30,2,减持,26604496,2.71781922,-12041233,-31.1579916114404
002273,水晶光电,2018-09-30,2,增持,12195109,1.4133984,5516717,82.6054685019987
600835,上海机电,2018-09-30,2,增持,41739669,3.00959206,5883580,16.4088727022069
300336,新文化,2018-09-30,2,减持,14816239,1.83750872,-1169496,-7.31587255762716
601633,长城汽车,2018-09-30,2,减持,33016998,0.36174017,-12526455,-27.5044033222514
000999,华润三九,2018-09-30,2,增持,28310948,2.8921185,5097447,21.9589755117076
600004,白云机场,2018-09-30,2,减持,52859219,2.55442396,-5523492,-9.46083507495909
300450,先导智能,2018-09-30,2,增持,14647047,1.66130495,7763692,112.789359258675
600361,华联综超,2018-09-30,2,持平,18636443,2.799072,0,0
002186,全聚德,2018-09-30,2,减持,18322524,5.93992383,-574058,-3.03789330790087
600981,汇鸿集团,2018-09-30,2,增持,1990701,0.08877415,1074401,117.254283531594
002327,富安娜,2018-09-30,2,增持,20510344,2.35437812,4010618,24.3071794040701
603308,应流股份,2018-09-30,2,减持,8952762,2.06401669,-648559,-6.75489341518735
600377,宁沪高速,2018-09-30,2,增持,36147457,0.71753213,7207208,24.9037525558263
002920,德赛西威,2018-09-30,2,增持,2012877,0.36597764,462808,29.8572515159003
600723,首商股份,2018-09-30,2,增持,19367906,2.94162877,38712,0.200277362832615
600229,城市传媒,2018-09-30,2,增持,20138045,2.86827509,1613804,8.7118495165335
000049,德赛电池,2018-09-30,2,增持,2171566,1.05804252,996517,84.8064208386203
002833,弘亚数控,2018-09-30,2,增持,1784091,1.31859914,878208,96.944969714632
000796,凯撒旅业,2018-09-30,2,增持,22426927,2.79289163,4297906,23.7073253983213
600452,涪陵电力,2018-09-30,2,增持,6791246,3.03180625,2409400,54.9859579729639
601900,南方传媒,2018-09-30,2,增持,5785237,0.64576273,5785237,100
300616,尚品宅配,2018-09-30,2,减持,4583400,2.30667029,-34120,-0.738924790796791
603619,中曼石油,2018-09-30,2,增持,457568,0.11439197,457568,100
