股票代码,股票简称,时间,持有基金家数,持股变化,持股总数,持股市值,持股变动数值,持股变动比例%
002485,希努尔,2019-03-31,8,持平,32000178,258881440.02,0,0
000703,恒逸石化,2019-03-31,5,增持,228800965,3507518793.45,13358033,6.20026513564158
000576,甘化科工,2019-03-31,5,减持,22599386,217858081.04,-2098000,-8.49482613261177
600515,海航基础,2019-03-31,5,减持,559020740,3298222366,-31860774,-5.39207493297886
002509,天茂退,2019-03-31,5,持平,255986262,727000984.08,0,0
002238,天威视讯,2019-03-31,4,增持,24164917,231741554.03,24164917,100
601127,小康股份,2019-03-31,4,持平,24919929,408686835.6,0,0
600400,红豆股份,2019-03-31,4,增持,164997361,701238784.25,37387084,29.2978628986128
002085,万丰奥威,2019-03-31,4,持平,173103740,1400409256.6,0,0
002450,*ST康得,2019-03-31,3,增持,129635032,768735739.76,4113487,3.27711629107178
002256,*ST兆新,2019-03-31,3,减持,76298088,276199078.56,-8788892,-10.3293030261504
002252,上海莱士,2019-03-31,3,增持,114261083,1098049007.63,22754040,24.8658892846095
300324,旋极信息,2019-03-31,3,增持,46061243,376780967.74,17015101,58.579555935518
600638,新黄浦,2019-03-31,3,持平,48136880,493403020,0,0
002002,鸿达兴业,2019-03-31,3,持平,51282050,277948711,0,0
601238,广汽集团,2019-03-31,3,减持,231870742,2708250266.56,-12941854,-5.28643305592005
000046,泛海控股,2019-03-31,3,增持,146520466,1073995015.78,85043892,138.335444652462
002310,东方园林,2019-03-31,3,减持,143037556,1134287819.08,-27513650,-16.1321931666669
002124,天邦股份,2019-03-31,3,增持,68630506,1199661244.88,6695025,10.8096762823235
603131,上海沪工,2019-03-31,3,增持,2099200,53592576,2099200,100
600851,海欣股份,2019-03-31,3,减持,51908876,434477292.12,-1287448,-2.42018226672956
002138,顺络电子,2019-03-31,3,减持,42522680,804103878.8,-1350000,-3.07708578550478
600086,退市金钰,2019-03-31,3,减持,35569772,198123630.04,-17259274,-32.670046701203
600487,亨通光电,2019-03-31,3,持平,61780691,1310986263.02,0,0
300238,冠昊生物,2019-03-31,3,持平,21776628,385446315.6,0,0
300367,ST网力,2019-03-31,3,持平,44779008,528392294.4,0,0
000793,华闻集团,2019-03-31,3,持平,163200353,767041659.1,0,0
000042,中洲控股,2019-03-31,3,减持,33945567,429411422.55,-7719244,-18.5270107189494
002408,齐翔腾达,2019-03-31,3,持平,75436841,628388885.53,0,0
000534,万泽股份,2019-03-31,3,减持,20484560,211810350.4,-1245045,-5.72971759035657
600057,厦门象屿,2019-03-31,3,持平,158672107,788600371.79,0,0
600439,瑞贝卡,2019-03-31,3,持平,63382390,235148666.9,0,0
600388,龙净环保,2019-03-31,3,持平,84179852,1063191530.76,0,0
601500,通用股份,2019-03-31,3,增持,22786200,181833876,232000,1.02863324790948
600512,腾达建设,2019-03-31,3,增持,136827325,379011690.25,78748375,135.588496348505
000554,泰山石油,2019-03-31,3,增持,13508151,88613470.56,273100,2.063460125692
000546,金圆股份,2019-03-31,3,减持,46828570,466880842.9,-600000,-1.26506027906808
300046,台基股份,2019-03-31,3,增持,12656211,208574357.28,2200211,21.0425688599847
002217,合力泰,2019-03-31,3,减持,162941084,1143846409.68,-28094095,-14.7062416184613
300429,强力新材,2019-03-31,3,减持,10424814,317644082.58,-3974560,-27.6023110449107
300294,博雅生物,2019-03-31,2,持平,21807660,660117868.2,0,0
600497,驰宏锌锗,2019-03-31,2,增持,42145726,216207574.38,224200,0.534808775806491
002572,索菲亚,2019-03-31,2,持平,54653827,1401870662.55,0,0
002309,中利集团,2019-03-31,2,增持,60196047,639282019.14,45206425,301.584823152979
002456,欧菲光,2019-03-31,2,持平,68355978,970654887.6,0,0
603678,火炬电子,2019-03-31,2,减持,9088900,186140672,-5190800,-36.3509037304705
600123,兰花科创,2019-03-31,2,持平,11656559,93718734.36,0,0
002266,浙富控股,2019-03-31,2,增持,34617180,175855274.4,14329421,70.6308715516583
002558,巨人网络,2019-03-31,2,持平,28722600,633907782,0,0
002840,华统股份,2019-03-31,2,减持,7610950,144836378.5,-2612150,-25.551447212685
000425,徐工机械,2019-03-31,2,减持,198151020,871864488,-42016627,-17.4947073533181
603897,长城科技,2019-03-31,2,增持,1345896,34118463.6,1345896,100
002610,爱康科技,2019-03-31,2,减持,194782800,446052612,-89791300,-31.5528714665179
002637,赞宇科技,2019-03-31,2,减持,15627000,133923390,-2116456,-11.9280933770738
000939,凯迪退,2019-03-31,2,持平,286485824,346647847.04,0,0
600094,大名城,2019-03-31,2,减持,108432926,781801396.46,-2300000,-2.07706965135194
000582,北部湾港,2019-03-31,2,持平,31693002,297280358.76,0,0
002475,立讯精密,2019-03-31,2,减持,189226599,4692819655.2,-124687155,-39.7201949297195
002244,滨江集团,2019-03-31,2,持平,124106600,587024218,0,0
000797,中国武夷,2019-03-31,2,增持,13963232,79869687.04,6895734,97.5696632669723
002301,齐心集团,2019-03-31,2,持平,52686765,521598973.5,0,0
603696,安记食品,2019-03-31,2,减持,3173540,47571364.6,-466036,-12.8046783471481
002414,高德红外,2019-03-31,2,增持,8135908,219750875.08,8135908,100
002477,雏鹰退,2019-03-31,2,持平,66242559,157657290.42,0,0
600811,东方集团,2019-03-31,2,持平,277428180,1165198356,0,0
002383,合众思壮,2019-03-31,2,持平,32874750,454000297.5,0,0
002145,中核钛白,2019-03-31,2,持平,78252490,365439128.3,0,0
002657,中科金财,2019-03-31,2,增持,4807707,93029130.45,2053700,74.5713427743648
600267,海正药业,2019-03-31,2,增持,19775128,223063443.84,7116900,56.2235093253179
002317,众生药业,2019-03-31,2,持平,26789656,270843422.16,0,0
000686,东北证券,2019-03-31,2,增持,311152842,3167535931.56,18275547,6.24000129474017
002564,天沃科技,2019-03-31,2,减持,65544516,382779973.44,-4237720,-6.07277760489074
002313,日海智能,2019-03-31,2,持平,29112927,781973219.22,0,0
002609,捷顺科技,2019-03-31,2,减持,15737155,128257813.25,-82100,-0.518987777869438
000672,上峰水泥,2019-03-31,2,增持,3600000,40932000,500000,16.1290322580645
002384,东山精密,2019-03-31,2,增持,59027274,1120927933.26,11124097,23.2220443333017
600567,山鹰国际,2019-03-31,2,增持,175990362,696921833.52,78800,0.0447952363699664
002665,首航高科,2019-03-31,2,减持,121661587,484213116.26,-3815767,-3.04100052986454
002063,远光软件,2019-03-31,2,增持,47770647,499680967.62,23970647,100.717004201681
002427,ST尤夫,2019-03-31,2,持平,42486805,744368823.6,0,0
600179,*ST安通,2019-03-31,2,减持,125666374,927417840.12,-28220403,-18.338419681114
000525,红太阳,2019-03-31,2,减持,21820000,333627800,-6681580,-23.4428407126903
002745,木林森,2019-03-31,2,减持,20863200,324005496,-14236572,-40.5602976566344
300096,易联众,2019-03-31,2,减持,4180017,54256620.66,-32594983,-88.6335363698165
000950,重药控股,2019-03-31,2,持平,10537900,66599528,0,0
600535,天士力,2019-03-31,2,持平,24034816,541264056.32,0,0
002661,克明面业,2019-03-31,2,持平,31270261,542226325.74,0,0
000636,风华高科,2019-03-31,2,增持,8152501,126852915.56,2352501,40.5603620689655
600201,生物股份,2019-03-31,2,增持,25105244,446371238.32,10714189,74.4503373797126
600358,*ST联合,2019-03-31,2,持平,16884458,91513762.36,0,0
600393,粤泰股份,2019-03-31,2,减持,88012871,249076424.93,-23400000,-21.0029593438984
002630,华西能源,2019-03-31,2,减持,30555929,106334632.92,-25978200,-45.9513579841303
600206,有研新材,2019-03-31,2,持平,20000000,188800000,0,0
000820,*ST节能,2019-03-31,2,持平,12047635,79634867.35,0,0
002681,*ST奋达,2019-03-31,2,持平,53694253,279210115.6,0,0
002519,银河电子,2019-03-31,2,减持,50974318,237030578.7,-54166506,-51.5180535393179
000504,ST生物,2019-03-31,2,持平,81821655,1332874759.95,0,0
002210,*ST飞马,2019-03-31,2,减持,60720000,210091200,-2247431,-3.56919595465154
002812,恩捷股份,2019-03-31,2,持平,8312531,505401884.8,0,0
002167,东方锆业,2019-03-31,2,增持,22707279,164173627.17,19519379,612.295837385112
000950,重药控股,2019-03-31,2,持平,10537900,66599528,0,0
600822,上海物贸,2019-03-31,2,增持,3000000,33330000,3000000,100
300375,鹏翎股份,2019-03-31,2,增持,10514974,82016797.2,3500088,49.8951515391697
002309,中利集团,2019-03-31,2,增持,60196047,639282019.14,45206425,301.584823152979
603399,吉翔股份,2019-03-31,2,减持,105518000,1233505420,-3931400,-3.59197949006573
002089,ST新海,2019-03-31,2,持平,11762100,63162477,0,0
002681,*ST奋达,2019-03-31,2,持平,53694253,279210115.6,0,0
000673,*ST当代,2019-03-31,2,持平,12256410,63978460.2,0,0
002232,启明信息,2019-03-31,2,增持,1734700,17104142,1734700,100
000903,云内动力,2019-03-31,2,持平,61183678,187833891.46,0,0
300164,通源石油,2019-03-31,2,持平,22708576,164637176,0,0
300096,易联众,2019-03-31,2,减持,4180017,54256620.66,-32594983,-88.6335363698165
601567,三星医疗,2019-03-31,2,增持,54234226,387232373.64,26234226,93.6936642857143
002240,盛新锂能,2019-03-31,2,减持,37624332,358559883.96,-26455035,-41.2847945267624
600106,重庆路桥,2019-03-31,2,持平,176397662,687950881.8,0,0
300031,宝通科技,2019-03-31,2,减持,14793500,222346305,-5211736,-26.0518596231507
600405,动力源,2019-03-31,2,减持,8278063,45529346.5,-38400,-0.461734754306007
002726,龙大肉食,2019-03-31,2,持平,18576039,167370111.39,0,0
600179,*ST安通,2019-03-31,2,减持,125666374,927417840.12,-28220403,-18.338419681114
300398,飞凯材料,2019-03-31,2,持平,6685092,126481940.64,0,0
300410,正业科技,2019-03-31,2,减持,7743660,175393899,-1300000,-14.3747111235938
002670,国盛金控,2019-03-31,2,持平,362985810,5433897575.7,0,0
603688,石英股份,2019-03-31,2,减持,7328450,116302501.5,-336300,-4.38761864379138
002747,埃斯顿,2019-03-31,2,增持,5605700,61046073,1177700,26.596657633243
300430,诚益通,2019-03-31,2,减持,7626399,71916942.57,-9150501,-54.5422634694133
603678,火炬电子,2019-03-31,2,减持,9088900,186140672,-5190800,-36.3509037304705
002745,木林森,2019-03-31,2,减持,20863200,324005496,-14236572,-40.5602976566344
603315,福鞍股份,2019-03-31,2,减持,16732882,249989257.08,-77200,-0.459248205927847
002751,易尚展示,2019-03-31,2,持平,2903500,78104150,0,0
002788,鹭燕医药,2019-03-31,2,减持,2896215,44109354.45,-878804,-23.2794589908024
603696,安记食品,2019-03-31,2,减持,3173540,47571364.6,-466036,-12.8046783471481
603959,百利科技,2019-03-31,2,增持,7349840,138470985.6,3885624,112.164599436063
002810,山东赫达,2019-03-31,2,减持,2629640,66398410,-964200,-26.8292411459609
002812,恩捷股份,2019-03-31,2,持平,8312531,505401884.8,0,0
603843,正平股份,2019-03-31,2,增持,3485200,36246080,892100,34.4028383016467
002840,华统股份,2019-03-31,2,减持,7610950,144836378.5,-2612150,-25.551447212685
002820,桂发祥,2019-03-31,2,增持,21040000,305080000,560000,2.734375
603337,杰克股份,2019-03-31,2,减持,7406884,305385827.32,-1720588,-18.8506521849642
300731,科创新源,2019-03-31,2,增持,900000,25866000,900000,100
300675,建科院,2019-03-31,2,增持,3985680,109526486.4,3229780,427.276094721524
603897,长城科技,2019-03-31,2,增持,1345896,34118463.6,1345896,100
300356,光一科技,2019-03-31,1,增持,3268700,31477581,3268700,100
002193,如意集团,2019-03-31,1,减持,11705695,124548594.8,-3957327,-25.2654117449366
002072,ST凯瑞,2019-03-31,1,持平,1173500,7134880,0,0
600104,上汽集团,2019-03-31,1,持平,111200000,2898984000,0,0
000566,海南海药,2019-03-31,1,减持,133597926,1008664341.3,-10146533,-7.05872982554409
002578,闽发铝业,2019-03-31,1,增持,21797300,82393794,4487200,25.9224383452435
600577,精达股份,2019-03-31,1,增持,16456664,58914857.12,16456664,100
600376,首开股份,2019-03-31,1,持平,67508253,644703816.15,0,0
000603,盛达资源,2019-03-31,1,持平,6284965,67437674.45,0,0
002352,顺丰控股,2019-03-31,1,持平,22790565,834590490.3,0,0
000601,韶能股份,2019-03-31,1,持平,13502853,62788266.45,0,0
300054,鼎龙股份,2019-03-31,1,增持,12539185,125391850,12539185,100
002488,金固股份,2019-03-31,1,减持,12879407,134074626.87,-10071500,-43.8827973116705
600693,东百集团,2019-03-31,1,增持,22910504,137463024,22910504,100
000666,经纬纺机,2019-03-31,1,增持,3500003,48825041.85,3500003,100
600686,金龙汽车,2019-03-31,1,持平,10009609,96592726.85,0,0
600649,城投控股,2019-03-31,1,增持,17321031,138395037.69,17321031,100
000540,中天金融,2019-03-31,1,减持,30810240,142343308.8,-169761400,-84.6387854235026
601000,唐山港,2019-03-31,1,减持,27587999,89385116.76,-3662000,-11.7184003749888
600750,江中药业,2019-03-31,1,增持,2432418,43978117.44,2432418,100
002380,科远智慧,2019-03-31,1,减持,700000,10192000,-3153086,-81.8327439356402
002455,百川股份,2019-03-31,1,持平,26210900,155954855,0,0
000157,中联重科,2019-03-31,1,持平,138819479,621911265.92,0,0
000829,天音控股,2019-03-31,1,持平,86300019,566991124.83,0,0
600480,凌云股份,2019-03-31,1,增持,3446050,42731020,3446050,100
002139,拓邦股份,2019-03-31,1,减持,20185400,117277174,-5775500,-22.2469174797484
002233,塔牌集团,2019-03-31,1,持平,13185809,163240315.42,0,0
002031,巨轮智能,2019-03-31,1,持平,14429269,37804684.78,0,0
600738,兰州民百,2019-03-31,1,减持,28929346,228541833.4,-22219861,-43.4412619534844
002396,星网锐捷,2019-03-31,1,持平,21230000,496357400,0,0
000533,顺钠股份,2019-03-31,1,持平,19123505,67697207.7,0,0
300091,金通灵,2019-03-31,1,增持,7961190,43308873.6,7961190,100
000677,恒天海龙,2019-03-31,1,持平,5151814,23234681.14,0,0
002183,怡亚通,2019-03-31,1,减持,75437913,429996104.1,-7313857,-8.83830883617354
600654,ST中安,2019-03-31,1,持平,5290730,12380308.2,0,0
601991,大唐发电,2019-03-31,1,持平,44760243,153080031.06,0,0
000001,平安银行,2019-03-31,1,增持,66346066,850556566.12,66346066,100
002354,*ST天娱,2019-03-31,1,持平,13166367,74389973.55,0,0
000961,中南建设,2019-03-31,1,减持,57341400,544743300,-136612448,-70.4355440269481
300037,新宙邦,2019-03-31,1,增持,3200000,82048000,3200000,100
002470,*ST金正,2019-03-31,1,持平,28110765,208581876.3,0,0
002012,凯恩股份,2019-03-31,1,减持,2308620,12143341.2,-2291780,-49.8169724371794
600653,申华控股,2019-03-31,1,增持,6680101,16967456.54,6680101,100
002108,沧州明珠,2019-03-31,1,持平,3991217,20075821.51,0,0
600227,圣济堂,2019-03-31,1,持平,28950670,115513173.3,0,0
002435,长江健康,2019-03-31,1,持平,7442289,52765829.01,0,0
300232,洲明科技,2019-03-31,1,持平,14727815,210313198.2,0,0
600077,宋都股份,2019-03-31,1,持平,11993898,44497361.58,0,0
002359,*ST北讯,2019-03-31,1,减持,18836422,209084284.2,-32309903,-63.1715045020341
601231,环旭电子,2019-03-31,1,持平,7064311,108790389.4,0,0
000544,中原环保,2019-03-31,1,持平,3000000,18630000,0,0
000719,中原传媒,2019-03-31,1,减持,8642721,75537381.54,-23600,-0.272318553628466
002612,朗姿股份,2019-03-31,1,持平,3064700,31413175,0,0
600477,杭萧钢构,2019-03-31,1,持平,33300000,157176000,0,0
600992,贵绳股份,2019-03-31,1,减持,7406975,72069866.75,-4600000,-38.3110650267865
002381,双箭股份,2019-03-31,1,减持,5583700,59187220,-763600,-12.0303121012084
002570,贝因美,2019-03-31,1,增持,2882600,19399898,2882600,100
600322,天房发展,2019-03-31,1,减持,28861100,105343015,-37133390,-56.267409597377
002180,纳思达,2019-03-31,1,减持,21576911,679888465.61,-25877220,-54.5310164883222
600477,杭萧钢构,2019-03-31,1,持平,33300000,157176000,0,0
600992,贵绳股份,2019-03-31,1,减持,7406975,72069866.75,-4600000,-38.3110650267865
002381,双箭股份,2019-03-31,1,减持,5583700,59187220,-763600,-12.0303121012084
002570,贝因美,2019-03-31,1,增持,2882600,19399898,2882600,100
600322,天房发展,2019-03-31,1,减持,28861100,105343015,-37133390,-56.267409597377
002180,纳思达,2019-03-31,1,减持,21576911,679888465.61,-25877220,-54.5310164883222
002547,春兴精工,2019-03-31,1,持平,8764104,69148780.56,0,0
002222,福晶科技,2019-03-31,1,增持,1517700,20701428,1517700,100
002171,楚江新材,2019-03-31,1,减持,27136944,183174372,-11901370,-30.486383197799
002241,歌尔股份,2019-03-31,1,持平,36197666,380075493,0,0
000757,浩物股份,2019-03-31,1,减持,3267800,18528426,-4196401,-56.2203643765756
300095,华伍股份,2019-03-31,1,持平,3682500,23788950,0,0
600329,中新药业,2019-03-31,1,增持,8587106,137221953.88,8587106,100
600083,*ST博信,2019-03-31,1,减持,3061770,59000307.9,-2587100,-45.7985402390213
300085,银之杰,2019-03-31,1,减持,9068175,160234652.25,-603577,-6.24061700506795
600615,丰华股份,2019-03-31,1,持平,6076821,79727891.52,0,0
600838,上海九百,2019-03-31,1,持平,1636924,12326037.72,0,0
000413,东旭光电,2019-03-31,1,持平,52555280,317433891.2,0,0
000807,云铝股份,2019-03-31,1,减持,23855045,116412619.6,-8300000,-25.8124347205858
002013,中航机电,2019-03-31,1,持平,44087812,353584252.24,0,0
002344,海宁皮城,2019-03-31,1,持平,12508691,69548321.96,0,0
002129,中环股份,2019-03-31,1,增持,25767184,255610465.28,1397900,5.73631954061515
002047,宝鹰股份,2019-03-31,1,增持,18397701,130255723.08,682800,3.85438225141648
002653,海思科,2019-03-31,1,持平,9886568,145826878,0,0
600673,东阳光,2019-03-31,1,减持,28938347,266811559.34,-45642349,-61.1986096241312
002511,中顺洁柔,2019-03-31,1,持平,27327233,259062168.84,0,0
000027,深圳能源,2019-03-31,1,增持,50073130,324974613.7,50073130,100
000901,航天科技,2019-03-31,1,减持,4831349,72421921.51,-909000,-15.8352741270609
000801,四川九洲,2019-03-31,1,持平,19140000,126898200,0,0
002736,国信证券,2019-03-31,1,持平,2062145110,27921444789.4,0,0
600157,*ST永泰,2019-03-31,1,减持,132805176,289515283.68,-282573402,-68.0279188591184
000627,天茂集团,2019-03-31,1,减持,70323488,479606188.16,-21097046,-23.076922740355
600718,东软集团,2019-03-31,1,持平,12492612,183016765.8,0,0
600703,三安光电,2019-03-31,1,持平,91697853,1345207503.51,0,0
000150,宜华健康,2019-03-31,1,减持,6235261,77005473.35,-19739186,-75.9946342649759
601339,百隆东方,2019-03-31,1,减持,8108589,46300043.19,-5665900,-41.133286323725
300072,三聚环保,2019-03-31,1,减持,47000000,491150000,-200000,-0.423728813559322
600508,上海能源,2019-03-31,1,持平,3080865,32872829.55,0,0
300130,新国都,2019-03-31,1,减持,17399499,302925277.59,-4337389,-19.9540476999283
002482,广田集团,2019-03-31,1,持平,15739888,99476092.16,0,0
603605,珀莱雅,2019-03-31,1,增持,902500,62606425,902500,100
600337,美克家居,2019-03-31,1,持平,47534034,252881060.88,0,0
603970,中农立华,2019-03-31,1,增持,1317742,22770581.76,1317742,100
000815,美利云,2019-03-31,1,持平,4510000,39011500,0,0
300094,国联水产,2019-03-31,1,持平,6964820,45132033.6,0,0
603309,维力医疗,2019-03-31,1,持平,6872108,99301960.6,0,0
603909,合诚股份,2019-03-31,1,持平,947600,25897908,0,0
600854,春兰股份,2019-03-31,1,持平,6383201,28979732.54,0,0
002050,三花智控,2019-03-31,1,增持,12620219,197758831.73,12620219,100
600757,长江传媒,2019-03-31,1,减持,4136000,30068720,-1872282,-31.1616864854213
300037,新宙邦,2019-03-31,1,增持,3200000,82048000,3200000,100
002012,凯恩股份,2019-03-31,1,减持,2308620,12143341.2,-2291780,-49.8169724371794
603909,合诚股份,2019-03-31,1,持平,947600,25897908,0,0
600653,申华控股,2019-03-31,1,增持,6680101,16967456.54,6680101,100
002046,国机精工,2019-03-31,1,增持,2995001,25816908.62,2995001,100
600227,圣济堂,2019-03-31,1,持平,28950670,115513173.3,0,0
002568,百润股份,2019-03-31,1,增持,10629958,156154083.02,10629958,100
002083,孚日股份,2019-03-31,1,持平,15957771,99895646.46,0,0
000801,四川九洲,2019-03-31,1,持平,19140000,126898200,0,0
600260,凯乐科技,2019-03-31,1,持平,5048695,114504402.6,0,0
002435,长江健康,2019-03-31,1,持平,7442289,52765829.01,0,0
300232,洲明科技,2019-03-31,1,持平,14727815,210313198.2,0,0
600077,宋都股份,2019-03-31,1,持平,11993898,44497361.58,0,0
002359,*ST北讯,2019-03-31,1,减持,18836422,209084284.2,-32309903,-63.1715045020341
002047,宝鹰股份,2019-03-31,1,增持,18397701,130255723.08,682800,3.85438225141648
000544,中原环保,2019-03-31,1,持平,3000000,18630000,0,0
000719,中原传媒,2019-03-31,1,减持,8642721,75537381.54,-23600,-0.272318553628466
002612,朗姿股份,2019-03-31,1,持平,3064700,31413175,0,0
600477,杭萧钢构,2019-03-31,1,持平,33300000,157176000,0,0
600438,通威股份,2019-03-31,1,持平,77703944,944879959.04,0,0
600992,贵绳股份,2019-03-31,1,减持,7406975,72069866.75,-4600000,-38.3110650267865
002381,双箭股份,2019-03-31,1,减持,5583700,59187220,-763600,-12.0303121012084
002570,贝因美,2019-03-31,1,增持,2882600,19399898,2882600,100
600322,天房发展,2019-03-31,1,减持,28861100,105343015,-37133390,-56.267409597377
002547,春兴精工,2019-03-31,1,持平,8764104,69148780.56,0,0
002222,福晶科技,2019-03-31,1,增持,1517700,20701428,1517700,100
002171,楚江新材,2019-03-31,1,减持,27136944,183174372,-11901370,-30.486383197799
000757,浩物股份,2019-03-31,1,减持,3267800,18528426,-4196401,-56.2203643765756
300095,华伍股份,2019-03-31,1,持平,3682500,23788950,0,0
002131,利欧股份,2019-03-31,1,增持,37770126,80828069.64,37770126,100
600329,中新药业,2019-03-31,1,增持,8587106,137221953.88,8587106,100
000413,东旭光电,2019-03-31,1,持平,52555280,317433891.2,0,0
600083,*ST博信,2019-03-31,1,减持,3061770,59000307.9,-2587100,-45.7985402390213
002658,雪迪龙,2019-03-31,1,增持,1868510,15975760.5,1868510,100
600410,华胜天成,2019-03-31,1,持平,41170975,373420743.25,0,0
300085,银之杰,2019-03-31,1,减持,9068175,160234652.25,-603577,-6.24061700506795
600615,丰华股份,2019-03-31,1,持平,6076821,79727891.52,0,0
600838,上海九百,2019-03-31,1,持平,1636924,12326037.72,0,0
000728,国元证券,2019-03-31,1,持平,455707462,4762142977.9,0,0
