股票代码,股票简称,时间,持有基金家数,持股变化,持股总数,持股市值,持股变动数值,持股变动比例%
300003,乐普医疗,2020-09-30,7,减持,74507950,2511662994.5,-7244310,-8.86129631156374
600761,安徽合力,2020-09-30,5,增持,97504042,1306554162.8,24315678,33.223420597296
002008,大族激光,2020-09-30,4,增持,78574709,2585107926.1,16925409,27.4543409252011
000333,美的集团,2020-09-30,4,增持,280060259,20332374803.4,95303829,51.5834977976139
300642,透景生命,2020-09-30,4,增持,11394653,642430536.14,3150087,38.2080390890194
603868,飞科电器,2020-09-30,4,增持,11805041,570065429.89,1121685,10.4993692993101
600585,海螺水泥,2020-09-30,3,增持,87803303,4852010523.78,18235220,26.2120489937893
300408,三环集团,2020-09-30,3,减持,63302799,1827551807.13,-410000,-0.643512773626536
300842,帝科股份,2020-09-30,3,增持,436632,27389925.36,436632,100
002372,伟星新材,2020-09-30,3,增持,59533430,951939545.7,28936027,94.5702058439404
002508,老板电器,2020-09-30,3,增持,25429680,831296239.2,25429680,100
000786,北新建材,2020-09-30,3,增持,53217883,1644432584.7,12886175,31.9504817400741
300347,泰格医药,2020-09-30,3,减持,33012886,3398676613.7,-1678214,-4.83759235077585
603259,药明康德,2020-09-30,3,增持,79768401,8096492701.5,29863112,59.8395733165677
002311,海大集团,2020-09-30,3,减持,37336031,2289818781.23,-61573,-0.164644237636187
601138,工业富联,2020-09-30,3,增持,62249880,845975869.2,18832296,43.3748133014495
000800,一汽解放,2020-09-30,3,增持,34569616,417600961.28,26069414,306.691699797252
603737,三棵树,2020-09-30,3,减持,7191243,1154554063.65,-1660541,-18.7593935866487
300244,迪安诊断,2020-09-30,3,增持,28073921,1113692446.07,8381930,42.5651728156894
600787,中储股份,2020-09-30,3,持平,26959046,124281202.06,0,0
300470,中密控股,2020-09-30,3,增持,9121428,436551544.08,6894685,309.630927323
688169,石头科技,2020-09-30,3,增持,1412946,846919832.4,1412946,100
300445,康斯特,2020-09-30,3,增持,10706589,163596679.92,10706589,100
688023,安恒信息,2020-09-30,3,增持,1763743,504430498,1145570,185.31543758786
688363,华熙生物,2020-09-30,3,增持,8172613,1093413893.27,2594109,46.5018757717123
300708,聚灿光电,2020-09-30,3,增持,1809167,50439575.96,1809167,100
300828,锐新科技,2020-09-30,3,增持,649680,18587344.8,649680,100
688055,龙腾光电,2020-09-30,3,新进,10117510,101073924.9,10117510,0.3035253
603700,宁水集团,2020-09-30,3,增持,4555695,143504392.5,4555695,100
300564,筑博设计,2020-09-30,3,增持,673484,20076558.04,673484,100
300852,四会富仕,2020-09-30,3,新进,415037,41466346.67,415037,0.73291575
300284,苏交科,2020-09-30,2,持平,25977980,206784720.8,0,0
600009,上海机场,2020-09-30,2,增持,22805639,1568571850.42,11257741,97.487360903257
601668,中国建筑,2020-09-30,2,减持,381703988,1939056259.04,-61008415,-13.7805976490792
