股票代码,股票简称,时间,持有基金家数,持股变化,持股总数,持股市值,持股变动数值,持股变动比例%
600158,中体产业,2015-03-31,5,增持,56103756,1368370608.84,16909796,43.1438823737127
002400,省广集团,2015-03-31,5,增持,61094077,2503635275.46,10597419,20.9863769598376
600597,光明乳业,2015-03-31,5,增持,45832495,909316700.8,1049907,2.34445360772808
000895,双汇发展,2015-03-31,4,增持,52637127,1942309986.3,11238044,27.1456350856854
600580,卧龙电驱,2015-03-31,4,增持,31706904,448018553.52,24201937,322.478926289749
600114,东睦股份,2015-03-31,4,增持,31851937,585438602.06,11924407,59.8388611132438
600335,国机汽车,2015-03-31,4,增持,31999092,821096700.72,14309940,80.8966987224713
601098,中南传媒,2015-03-31,4,增持,102892066,2304782278.4,8134281,8.5842878239503
000669,*ST金鸿,2015-03-31,4,减持,43078942,1445298504.1,-3790495,-8.08734911836044
600885,宏发股份,2015-03-31,4,增持,21889921,639842390.83,11838953,117.78918209669
000848,承德露露,2015-03-31,4,减持,37710734,894121503.14,-2217296,-5.55323165204995
603288,海天味业,2015-03-31,4,减持,9244759,475642850.55,-2489885,-21.2182406215306
000069,华侨城A,2015-03-31,4,增持,295446186,2851055694.9,37489064,14.533060265729
000826,启迪环境,2015-03-31,3,减持,16452059,471845052.12,-1200084,-6.79851732449709
000888,峨眉山A,2015-03-31,3,减持,16019060,434917479,-2784096,-14.8065356687994
000988,华工科技,2015-03-31,3,增持,27021994,432351904,990300,3.80420882329056
000001,平安银行,2015-03-31,3,增持,128202122,2019183421.5,20644085,19.19343786462
002547,春兴精工,2015-03-31,3,增持,17399953,390976943.91,7351443,73.1595331049081
600058,五矿发展,2015-03-31,3,增持,21830820,444038878.8,21830820,100
002572,索菲亚,2015-03-31,3,增持,18426882,574918718.4,18426882,100
002037,保利联合,2015-03-31,3,增持,11846519,232902563.54,1994570,20.2454357000833
000900,现代投资,2015-03-31,3,增持,34999576,285596540.16,24999578,249.995829999166
600415,小商品城,2015-03-31,3,增持,92247185,2374442541.9,49857383,117.61645642978
002501,*ST利源,2015-03-31,3,减持,11499746,377421663.72,-3000254,-20.6914068965517
002100,天康生物,2015-03-31,3,增持,18499159,316335618.9,18499159,100
002065,东华软件,2015-03-31,3,减持,35540683,1098207104.7,-8816207,-19.8756202249527
300203,聚光科技,2015-03-31,3,增持,30630101,881840607.79,22630530,282.89679534065
600498,烽火通信,2015-03-31,3,增持,21499505,509323273.45,14545703,209.176260698823
000024,招商地产,2015-03-31,3,增持,40926081,1348105108.14,8789693,27.351216322133
002073,软控股份,2015-03-31,3,增持,29600992,592019840,2800037,10.447526963125
600064,南京高科,2015-03-31,3,增持,15980135,399663176.35,12436119,350.904708105155
300162,雷曼光电,2015-03-31,3,增持,6569877,397477558.5,3105945,89.6652994342845
000997,新大陆,2015-03-31,3,增持,10205805,396699640.35,2908876,39.8643867851805
002185,华天科技,2015-03-31,3,增持,25285644,452613027.6,8951863,54.8058223628687
300041,回天新材,2015-03-31,3,减持,12556641,419391809.4,-260332,-2.03115041281588
600872,中炬高新,2015-03-31,3,增持,49210504,722902303.76,23392502,90.6053923150211
600217,中再资环,2015-03-31,3,增持,23517294,251399872.86,7193913,44.0712190691377
600115,东方航空,2015-03-31,2,增持,61995686,438929456.88,61995686,100
300273,和佳医疗,2015-03-31,2,增持,21836725,681305820,6046021,38.2884828947462
002588,史丹利,2015-03-31,2,减持,11978877,599303216.31,-289748,-2.36169904940448
000566,海南海药,2015-03-31,2,减持,24539091,721203884.49,-8000000,-24.5858127997491
000063,中兴通讯,2015-03-31,2,增持,25710697,562035836.42,11999686,87.5186082193355
600559,老白干酒,2015-03-31,2,减持,7583430,393428348.4,-416289,-5.20379528330933
002035,华帝股份,2015-03-31,2,增持,7037878,103527185.38,2034721,40.668741756455
600823,世茂股份,2015-03-31,2,增持,15699451,311320113.33,12991774,479.812547803892
002202,金风科技,2015-03-31,2,增持,41706328,794922611.68,1143089,2.81804172492241
600594,益佰制药,2015-03-31,2,增持,13857538,609593096.62,5158689,59.3031215968917
600060,海信视像,2015-03-31,2,增持,29269214,679923841.22,23709214,426.424712230216
600649,城投控股,2015-03-31,2,持平,45908322,331917168.06,0,0
600895,张江高科,2015-03-31,2,增持,12256676,253835759.96,12256676,100
600643,爱建集团,2015-03-31,2,增持,24707740,464505512,18707787,311.798892424657
600750,江中药业,2015-03-31,2,增持,7099632,212775971.04,499915,7.57479449497607
000028,国药一致,2015-03-31,2,减持,14998555,906062707.55,-55083,-0.365911549088665
000661,长春高新,2015-03-31,2,增持,5570091,639780652.26,206942,3.85859128657436
600970,中材国际,2015-03-31,2,增持,13555009,220404446.34,13555009,100
002477,雏鹰退,2015-03-31,2,增持,16999594,240714251.04,16999594,100
002385,大北农,2015-03-31,2,减持,46340571,1121441818.2,-2692430,-5.49105693122883
002022,科华生物,2015-03-31,2,增持,17554502,557530983.52,987366,5.95978689376365
002183,怡亚通,2015-03-31,2,增持,14300000,450736000,4300000,43
002317,众生药业,2015-03-31,2,增持,10142792,200725853.68,118375,1.18086667783274
000612,焦作万方,2015-03-31,2,增持,9881608,121444962.32,7072306,251.746020897718
000690,宝新能源,2015-03-31,2,增持,35682673,279395329.59,21682795,154.878456797981
600348,阳泉煤业,2015-03-31,2,增持,78006862,758226698.64,49405576,172.739002015504
000910,大亚圣象,2015-03-31,2,增持,11320461,169580505.78,2789361,32.6963814748391
300242,佳云科技,2015-03-31,2,增持,1299829,55489700.01,1299829,100
000963,华东医药,2015-03-31,2,增持,12206794,758041907.4,6607217,117.994930688515
000961,中南建设,2015-03-31,2,增持,31900656,539121086.4,21897907,218.91888919736
000719,中原传媒,2015-03-31,2,持平,8217000,135991350,0,0
000523,广州浪奇,2015-03-31,2,增持,8543250,112941765,8543250,100
002229,鸿博股份,2015-03-31,2,增持,8730910,241846207,8730910,100
300147,香雪制药,2015-03-31,2,增持,14431168,331916864,5431206,60.3469881317277
600617,国新能源,2015-03-31,2,增持,5944614,197658415.5,5944614,100
002544,杰赛科技,2015-03-31,2,增持,10736018,346773381.4,3536306,49.1173258041433
002063,远光软件,2015-03-31,2,减持,14950678,598625147.12,-6207037,-29.3369912582715
002672,东江环保,2015-03-31,2,减持,11500000,577990000,-2994852,-20.6614872645819
600990,四创电子,2015-03-31,2,增持,3789207,248723547.48,1519588,66.9534402029592
300335,迪森股份,2015-03-31,2,减持,10951267,170730252.53,-1535750,-12.2987739986259
600703,三安光电,2015-03-31,2,增持,76743995,1631577333.7,49339251,180.039087393044
600805,悦达投资,2015-03-31,2,增持,12381003,187696005.48,8181100,194.792594019433
002456,欧菲光,2015-03-31,2,减持,43500349,1165809353.2,-3499969,-7.44669216918915
600096,云天化,2015-03-31,2,增持,23989490,357443401,11925902,98.8586646029357
600085,同仁堂,2015-03-31,2,增持,43004365,1122413926.5,7037711,19.5673219977594
600881,亚泰集团,2015-03-31,2,减持,24170067,235174751.91,-3500000,-12.649047795945
600887,伊利股份,2015-03-31,2,增持,88999998,2745649938.3,3000113,3.48850815323765
600688,上海石化,2015-03-31,2,增持,66001952,361690696.96,31520116,91.4107821868882
002410,广联达,2015-03-31,2,增持,13270875,550741312.5,13270875,100
002041,登海种业,2015-03-31,2,增持,11512758,479160987.96,7008993,155.625193588031
600667,太极实业,2015-03-31,2,持平,15807648,83306304.96,0,0
000100,TCL科技,2015-03-31,2,增持,126107611,744034904.9,126107611,100
600511,国药股份,2015-03-31,2,增持,11927905,423321348.45,4799799,67.3362461220414
600309,万华化学,2015-03-31,2,增持,42421420,1023204650.4,21245797,100.331390486126
600079,人福医药,2015-03-31,2,增持,15561206,558180459.22,273840,1.79128307649598
000999,华润三九,2015-03-31,2,增持,17558583,469165337.76,12558806,251.187322954604
000998,隆平高科,2015-03-31,2,减持,16899706,380581379.12,-19942370,-54.1293329941559
300238,冠昊生物,2015-03-31,2,增持,3999940,315995260,210904,5.56616511429292
600358,*ST联合,2015-03-31,2,增持,18918140,253881438.8,9118696,93.0531977120335
002440,闰土股份,2015-03-31,2,增持,10266237,286325349.93,10266237,100
300168,万达信息,2015-03-31,2,增持,15809662,1043121498.76,5809662,58.09662
600699,均胜电子,2015-03-31,2,增持,5917821,201975230.73,2442805,70.2962230965267
000861,海印股份,2015-03-31,2,增持,12771330,212131791.3,6771513,112.861992290765
300147,香雪制药,2015-03-31,2,增持,14431168,331916864,5431206,60.3469881317277
600863,内蒙华电,2015-03-31,2,增持,54990000,252404100,996276,1.84517000531395
002183,怡亚通,2015-03-31,2,增持,14300000,450736000,4300000,43
002317,众生药业,2015-03-31,2,增持,10142792,200725853.68,118375,1.18086667783274
000612,焦作万方,2015-03-31,2,增持,9881608,121444962.32,7072306,251.746020897718
300336,新文化,2015-03-31,2,增持,6960372,345582469.8,610098,9.60742796295089
300242,佳云科技,2015-03-31,2,增持,1299829,55489700.01,1299829,100
300291,华录百纳,2015-03-31,2,增持,17397516,846911078.88,2199747,14.4741441984018
000719,中原传媒,2015-03-31,2,持平,8217000,135991350,0,0
000523,广州浪奇,2015-03-31,2,增持,8543250,112941765,8543250,100
002229,鸿博股份,2015-03-31,2,增持,8730910,241846207,8730910,100
600617,国新能源,2015-03-31,2,增持,5944614,197658415.5,5944614,100
002658,雪迪龙,2015-03-31,2,增持,6797104,312734755.04,3993033,142.40128013877
600575,淮河能源,2015-03-31,2,持平,49888968,205043658.48,0,0
000999,华润三九,2015-03-31,2,增持,17558583,469165337.76,12558806,251.187322954604
002063,远光软件,2015-03-31,2,减持,14950678,598625147.12,-6207037,-29.3369912582715
002507,涪陵榨菜,2015-03-31,2,持平,6468607,204343295.13,0,0
600661,昂立教育,2015-03-31,2,增持,6958957,333403629.87,2859039,69.7340532176497
002672,东江环保,2015-03-31,2,减持,11500000,577990000,-2994852,-20.6614872645819
600763,通策医疗,2015-03-31,2,增持,5805378,398481145.92,3310268,132.670222956102
600737,中粮糖业,2015-03-31,2,增持,17009301,185061194.88,9310000,120.920067938635
600990,四创电子,2015-03-31,2,增持,3789207,248723547.48,1519588,66.9534402029592
300335,迪森股份,2015-03-31,2,减持,10951267,170730252.53,-1535750,-12.2987739986259
002215,诺普信,2015-03-31,2,增持,21616167,376985952.48,10416226,93.0025077810678
002390,信邦制药,2015-03-31,2,增持,11365812,282440428.2,11365812,100
