股票代码,股票简称,时间,持有券商家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
600519,贵州茅台,2020-12-31,55,减持,895166,0.07125999,-315425,-26.0554555584834
000858,五粮液,2020-12-31,49,减持,4984582,0.12841541,-21640672,-81.2787438572417
000568,泸州老窖,2020-12-31,38,减持,4312523,0.29441988,-1738555,-28.7313268809293
002304,洋河股份,2020-12-31,31,增持,2475959,0.16429853,2452159,10303.1890756303
601888,中国中免,2020-12-31,28,减持,1681343,0.0861134,-997897,-37.2455248503307
300750,宁德时代,2020-12-31,26,减持,3108282,0.13343278,-374639,-10.7564598795092
601012,隆基股份,2020-12-31,24,减持,12618384,0.33454816,-4171767,-24.8465126966398
603317,天味食品,2020-12-31,21,减持,3337529,0.52939305,-814944,-19.625509906988
000799,酒鬼酒,2020-12-31,17,减持,1114132,0.34288478,-4345831,-79.5945137357158
601318,中国平安,2020-12-31,16,减持,1359620,0.00743765,-2750519,-66.9203401636782
603517,绝味食品,2020-12-31,16,减持,11101451,1.82400447,-5744517,-34.1002487954388
000333,美的集团,2020-12-31,15,减持,2907956,0.04138921,-459698,-13.6503928253912
600132,重庆啤酒,2020-12-31,15,减持,1971864,0.40743416,-503899,-20.3532809885276
600809,山西汾酒,2020-12-31,15,增持,620667,0.07121595,306747,97.7150229357798
300122,智飞生物,2020-12-31,14,减持,993293,0.06208081,-590507,-37.2841899229701
600031,三一重工,2020-12-31,14,减持,5890639,0.0694773,-3780945,-39.0933377614256
600887,伊利股份,2020-12-31,14,减持,3109250,0.05111691,-1751,-0.0562841349134893
002311,海大集团,2020-12-31,14,减持,11599586,0.69826096,-2937372,-20.2062357200179
000002,万科A,2020-12-31,11,减持,1162600,0.01000712,-457450386,-99.7464964936688
000725,京东方A,2020-12-31,10,减持,8639000,0.02482586,-1901300,-18.0383860041934
600600,青岛啤酒,2020-12-31,9,增持,966552,0.0708521,581552,151.052467532468
300015,爱尔眼科,2020-12-31,9,减持,625598,0.01517883,-823140,-56.8177268767714
600036,招商银行,2020-12-31,7,减持,1281503,0.00508133,-5277504,-80.4619357777786
300760,迈瑞医疗,2020-12-31,7,增持,142376,0.01171152,5976,4.38123167155425
600660,福耀玻璃,2020-12-31,7,减持,2137449,0.08520426,-765279,-26.3641305695883
601166,兴业银行,2020-12-31,7,减持,945500,0.00455131,-2350604,-71.3146187134872
300274,阳光电源,2020-12-31,7,增持,58000,0.00398013,52700,994.339622641509
601088,中国神华,2020-12-31,6,减持,7349355,0.0369507,-24955516,-77.2500097585903
601398,工商银行,2020-12-31,6,减持,5233617,0.00146843,-1481900,-22.0668043875103
002142,宁波银行,2020-12-31,6,减持,4949931,0.08238877,-4233838,-46.1013119994634
000157,中联重科,2020-12-31,6,减持,1633800,0.02058281,-2428400,-59.7804145536901
600597,光明乳业,2020-12-31,6,减持,1074462,0.08774789,-16478281,-93.8786661435196
603444,吉比特,2020-12-31,6,减持,2400,0.0033396,-1495,-38.382541720154
600872,中炬高新,2020-12-31,6,减持,907170,0.11387492,-8572235,-90.4300955597951
601636,旗滨集团,2020-12-31,6,减持,5599000,0.20843293,-6613975,-54.1553143275901
600089,特变电工,2020-12-31,5,增持,130400,0.00351074,60400,86.2857142857143
600048,保利地产,2020-12-31,5,减持,2702555,0.02258224,-1589400,-37.0320751266031
002080,中材科技,2020-12-31,5,增持,37300,0.00222272,37300,100
603882,金域医学,2020-12-31,5,增持,631200,0.13737041,133400,26.7979108075532
000998,隆平高科,2020-12-31,5,增持,707800,0.05374456,301000,73.992133726647
600305,恒顺醋业,2020-12-31,5,减持,2391396,0.23843478,-18037624,-88.2941227724091
600989,宝丰能源,2020-12-31,5,增持,966200,0.01317541,936200,3120.66666666667
603755,日辰股份,2020-12-31,5,增持,706047,0.71597266,357888,102.794412897555
603993,洛阳钼业,2020-12-31,4,减持,1351800,0.00625856,-2499300,-64.8983407338163
002027,分众传媒,2020-12-31,4,减持,1137600,0.00775044,-129263474,-99.127614547101
000703,恒逸石化,2020-12-31,4,增持,944800,0.02566244,305100,47.6942316710958
000001,平安银行,2020-12-31,4,减持,462100,0.00238123,-199700,-30.1752795406467
002241,歌尔股份,2020-12-31,4,减持,231100,0.00705555,-99000,-29.9909118448955
002415,海康威视,2020-12-31,4,减持,670325,0.0071743,-112565507,-99.408027487271
600486,扬农化工,2020-12-31,4,增持,387234,0.12495494,372234,2481.56
600276,恒瑞医药,2020-12-31,4,减持,462220,0.00866925,-240453,-34.2197579813085
600438,通威股份,2020-12-31,4,减持,1578200,0.03505905,-1218101,-43.5611545395149
603993,洛阳钼业,2020-12-31,4,减持,1351800,0.00625856,-2499300,-64.8983407338163
603288,海天味业,2020-12-31,4,减持,166650,0.00514282,-29426,-15.0074460923315
002415,海康威视,2020-12-31,4,减持,670325,0.0071743,-112565507,-99.408027487271
002568,百润股份,2020-12-31,4,减持,1735502,0.32387686,-522453,-23.1383264945493
300371,汇中股份,2020-12-31,4,减持,82600,0.04923773,-9700,-10.5092091007584
603589,口子窖,2020-12-31,4,增持,199500,0.03325,180900,972.58064516129
300482,万孚生物,2020-12-31,4,增持,146069,0.04262546,51069,53.7568421052632
603208,江山欧派,2020-12-31,4,减持,430440,0.40970532,-106240,-19.7957814712678
300595,欧普康视,2020-12-31,4,增持,8952,0.0014742,5852,188.774193548387
002925,盈趣科技,2020-12-31,4,增持,343115,0.07478785,242015,239.381800197824
000039,中集集团,2020-12-31,3,增持,26500,0.00073713,26500,100
600038,中直股份,2020-12-31,3,增持,143100,0.02427577,31200,27.8820375335121
600258,首旅酒店,2020-12-31,3,增持,807769,0.08178154,692269,599.3670995671
002460,赣锋锂业,2020-12-31,3,减持,70750,0.00528,-44900,-38.8240380458279
002171,楚江新材,2020-12-31,3,减持,1134700,0.08508052,-7993977,-87.56994031008
600690,海尔智家,2020-12-31,3,增持,1142346,0.01265359,961146,530.433774834437
002129,中环股份,2020-12-31,3,减持,1222800,0.0403175,-8600,-0.698392074062043
000630,铜陵有色,2020-12-31,3,减持,157000,0.00149147,-64657459,-99.7577700987985
000786,北新建材,2020-12-31,3,减持,165400,0.00978984,-405268,-71.0164228588251
601668,中国建筑,2020-12-31,3,减持,219000,0.00052186,-6571527,-96.7749189422264
000301,东方盛虹,2020-12-31,3,增持,1158272,0.02395667,42200,3.78111806406755
002675,东诚药业,2020-12-31,3,增持,349632,0.04358337,58657,20.1587765271931
002340,格林美,2020-12-31,3,增持,80500,0.00168285,80500,100
600529,山东药玻,2020-12-31,3,增持,934196,0.15701624,633268,210.438377286261
600745,闻泰科技,2020-12-31,3,增持,79900,0.00641799,3400,4.44444444444444
603638,艾迪精密,2020-12-31,3,增持,6000,0.001002,6000,100
603259,药明康德,2020-12-31,3,减持,59900,0.00245322,-259771,-81.2619849783058
688356,键凯科技,2020-12-31,3,增持,104931,0.17488501,71159,210.7041336018
002179,中航光电,2020-12-31,2,减持,92700,0.00842051,-166590,-64.2485248177716
002555,三七互娱,2020-12-31,2,减持,31500,0.0014913,-232500,-88.0681818181818
600426,华鲁恒升,2020-12-31,2,减持,10100,0.00062091,-3954200,-99.7452261433292
002013,中航机电,2020-12-31,2,减持,522700,0.01345492,-1136600,-68.4987645392635
601699,潞安环能,2020-12-31,2,增持,58600,0.00195894,58600,100
600392,盛和资源,2020-12-31,2,减持,279900,0.0159472,-38753621,-99.2829240282987
002493,荣盛石化,2020-12-31,2,增持,3166410,0.04690735,1873722,144.947736808882
600827,百联股份,2020-12-31,2,增持,19900,0.00111537,11900,148.75
600803,新奥股份,2020-12-31,2,减持,5081829,0.19545628,-5488262,-51.922561499234
601137,博威合金,2020-12-31,2,减持,85859,0.01086761,-758048,-89.8260116339834
300171,东富龙,2020-12-31,2,减持,944800,0.15036517,-1182869,-55.5945967159366
600737,中粮糖业,2020-12-31,2,增持,42400,0.00198237,42400,100
600549,厦门钨业,2020-12-31,2,增持,24600,0.00174959,24600,100
601689,拓普集团,2020-12-31,2,减持,919820,0.08718774,-93956,-9.26792506431401
601233,桐昆股份,2020-12-31,2,增持,409550,0.01864146,347450,559.500805152979
002601,龙蟒佰利,2020-12-31,2,增持,387500,0.01906969,206500,114.088397790055
300408,三环集团,2020-12-31,2,增持,271800,0.0149595,271800,100
002791,坚朗五金,2020-12-31,2,增持,88400,0.02749269,14700,19.9457259158752
002812,恩捷股份,2020-12-31,2,减持,30600,0.00345152,-278200,-90.0906735751295
600926,杭州银行,2020-12-31,2,减持,1530000,0.02580014,-169700,-9.98411484379596
002812,恩捷股份,2020-12-31,2,减持,30600,0.00345152,-278200,-90.0906735751295
601137,博威合金,2020-12-31,2,减持,85859,0.01086761,-758048,-89.8260116339834
002938,鹏鼎控股,2020-12-31,2,增持,112600,0.00487144,89700,391.703056768559
688133,泰坦科技,2020-12-31,2,新进,1908995,0.00362497,1908995,0.00362497
300917,特发服务,2020-12-31,2,新进,2500000,0,2500000,0
000423,东阿阿胶,2020-12-31,1,减持,2400,0.00036696,-5700,-70.3703703703704
300450,先导智能,2020-12-31,1,减持,1400,0.0001543,-15799733,-99.9911398758557
000895,双汇发展,2020-12-31,1,减持,100,2.89E-06,-2700,-96.4285714285714
601688,华泰证券,2020-12-31,1,减持,100,1.1E-06,-248690493,-99.9999597893918
000807,云铝股份,2020-12-31,1,增持,80000,0.00255738,80000,100
300059,东方财富,2020-12-31,1,减持,600,6.97E-06,-388300,-99.8457186937516
600588,用友网络,2020-12-31,1,减持,38600,0.00118027,-29655,-43.4473664932972
603799,华友钴业,2020-12-31,1,减持,700,6.134E-05,-1850492,-99.9621865263031
601899,紫金矿业,2020-12-31,1,减持,50000,0.00019703,-31096407,-99.8394678397415
600176,中国巨石,2020-12-31,1,减持,100000,0.00285526,-240900,-70.6658844235846
600570,恒生电子,2020-12-31,1,减持,100,9.58E-06,-2400,-96
002594,比亚迪,2020-12-31,1,减持,43300,0.00158716,-411800,-90.4856075587783
000063,中兴通讯,2020-12-31,1,减持,300000,0.00650275,-268502,-47.2297370985502
002352,顺丰控股,2020-12-31,1,减持,1100,2.414E-05,-1737381,-99.9367263720455
002475,立讯精密,2020-12-31,1,减持,575000,0.00821421,-885749,-60.6366323030171
601816,京沪高铁SH,2020-12-31,1,持平,1000,2.04E-06,0,0
000100,TCL科技,2020-12-31,1,减持,4200000,0.02993417,-833000,-16.5507649513213
