股票代码,股票简称,时间,持有券商家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
601318,中国平安,2018-12-31,87,增持,18801403,0.10285097,11272256,149.714914584614
000651,格力电器,2018-12-31,64,减持,5250921,0.08728648,-1374123,-20.7413414914678
000002,万科A,2018-12-31,63,增持,470950962,4.26618785,11319223,2.46267218722248
601166,兴业银行,2018-12-31,58,减持,16517586,0.07951014,-14314914,-46.4280029189978
600048,保利地产,2018-12-31,53,增持,23018607,0.19351451,13322409,137.398277139143
600027,华电国际,2018-12-31,42,增持,207637436,2.10522081,9631748,4.86437945156404
600030,中信证券,2018-12-31,42,增持,6041202,0.04985762,2110502,53.6927773678988
601288,农业银行,2018-12-31,41,减持,29252865,0.00835839,-30554502,-51.0881911922322
600176,中国巨石,2018-12-31,41,增持,111377440,3.18011657,105214051,1707.08113669282
600887,伊利股份,2018-12-31,41,增持,98640010,1.62286836,37887455,62.3635582075519
600025,华能水电,2018-12-31,39,增持,56362787,0.31312661,56362787,100
601328,交通银行,2018-12-31,37,增持,20759925,0.02795472,15413219,288.275042615023
600036,招商银行,2018-12-31,36,减持,6337776,0.0251301,-11311752,-64.0909603928218
600519,贵州茅台,2018-12-31,33,减持,394442,0.03139966,-340023,-46.2953306148013
600276,恒瑞医药,2018-12-31,33,增持,3188937,0.08660701,1272661,66.4132410988814
600201,生物股份,2018-12-31,33,增持,11771139,1.00561835,9161787,351.113494844697
002415,海康威视,2018-12-31,32,增持,111942596,1.21317129,48225955,75.6881628458726
600612,老凤祥,2018-12-31,28,增持,11684385,2.2336051,765739,7.01313148168738
601012,隆基股份,2018-12-31,27,减持,14409327,0.51631742,-2249115,-13.5013526475045
600886,国投电力,2018-12-31,27,增持,7566222,0.11149714,5092555,205.870677015136
601688,华泰证券,2018-12-31,26,增持,250679873,0.03798439,1475533,0.592097633612641
601398,工商银行,2018-12-31,26,减持,23962439,0.00672334,-175338575,-87.97676011824
601336,新华保险,2018-12-31,26,增持,608494,0.01950587,196333,47.6350261184343
300408,三环集团,2018-12-31,25,增持,13760413,0.78927791,12733739,1240.29039402965
002557,洽洽食品,2018-12-31,25,增持,14171766,2.79522012,4690323,49.4684511629717
600741,华域汽车,2018-12-31,25,减持,511810,0.0162339,-3400714,-86.918674492476
600383,金地集团,2018-12-31,24,增持,765400,0.01695396,765400,100
600566,济川药业,2018-12-31,24,减持,10763357,1.32095331,-429868,-3.84043026026905
600803,新奥股份,2018-12-31,24,增持,19606353,1.59484776,1848451,10.4091744621634
600066,宇通客车,2018-12-31,23,减持,36623230,1.65421118,-5647481,-13.360269714886
002859,洁美科技,2018-12-31,23,减持,5238717,2.02681818,-4899366,-48.326355189635
600060,海信电器,2018-12-31,22,增持,29390556,2.24615803,29106056,10230.5996485062
601939,建设银行,2018-12-31,22,减持,2750350,0.0011001,-9794447,-78.0757711742964
600745,闻泰科技,2018-12-31,22,增持,7733658,1.21356753,7103158,1126.59127676447
600498,烽火通信,2018-12-31,21,减持,391843,0.0335281,-18762,-4.56935497619367
600690,青岛海尔,2018-12-31,21,增持,59823765,0.93938206,4105690,7.36868601436787
600352,浙江龙盛,2018-12-31,21,增持,45734418,1.40577167,6050701,15.2473141565847
600529,山东药玻,2018-12-31,21,减持,3198073,0.75252855,-7039375,-68.7610330230737
