股票代码,股票简称,时间,持有券商家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
601318,中国平安,2017-12-31,147,减持,26431601,0.14459109,-1984357,-6.98324863796603
600036,招商银行,2017-12-31,110,减持,24183285,0.0958898800000001,-133098,-0.547359366728185
600887,伊利股份,2017-12-31,92,减持,84043709,1.38264066,-19536428,-18.8611721955919
000333,美的集团,2017-12-31,90,增持,53416961,0.814152190000001,3107830,6.17746706855263
600048,保利地产,2017-12-31,83,减持,20788641,0.17530669,-97552,-0.467064533972275
000002,万科A,2017-12-31,78,增持,465140083,4.21354901,3942210,0.85477627517159
600519,贵州茅台,2017-12-31,72,减持,386185,0.03074233,-111573,-22.4151093503269
000651,格力电器,2017-12-31,68,增持,5760592,0.09575881,1902833,49.3248282228102
002271,东方雨虹,2017-12-31,58,增持,52776091,5.98469132,4761599,9.91700380793366
000001,平安银行,2017-12-31,54,增持,13641447,0.07944739,7462047,120.756821050587
000858,五粮液,2017-12-31,53,增持,7083042,0.18659392,1596358,29.0951328707832
601336,新华保险,2017-12-31,53,增持,2000812,0.06413791,1795012,872.21185617104
002202,金风科技,2017-12-31,49,增持,56051018,0.86100584,51811130,1221.99289226508
601166,兴业银行,2017-12-31,45,增持,18919955,0.09107434,2230676,13.3659219190955
601398,工商银行,2017-12-31,42,减持,27875181,0.00782123,-177864948,-86.4512668794915
601111,中国国航,2017-12-31,42,减持,25850501,0.17797472,-15443665,-37.3991449542776
002027,分众传媒,2017-12-31,40,增持,41572323,0.33987731,8254561,24.7752565133276
600566,洪城股份,2017-12-31,40,减持,13252172,1.63683042,-3724735,-21.9400094493066
601012,隆基股份,2017-12-31,38,减持,24565619,1.23198327,-537482,-2.14109802609646
600029,南方航空,2017-12-31,38,减持,5929865,0.05878032,-59198362,-90.8950922309001
000063,中兴通讯,2017-12-31,37,增持,3508192,0.08367435,256854,7.89994765232037
600066,宇通客车,2017-12-31,36,减持,29213490,1.31952538,-32616173,-52.7516590216576
002081,金螳螂,2017-12-31,34,增持,1812000,0.06855044,867067,91.7596274021544
601288,农业银行,2017-12-31,33,增持,24084435,0.0074153,2397797,11.0565639542653
600031,三一重工,2017-12-31,33,减持,55357396,0.72190764,-83179738,-60.0414745118085
600585,海螺水泥,2017-12-31,32,减持,3122504,0.05892294,-1429265,-31.4002094570265
300144,宋城演艺,2017-12-31,31,增持,24414646,1.68074589,447959,1.86909020842138
600176,中国巨石,2017-12-31,30,增持,39966461,1.3693761,3139642,8.52542273607721
002008,大族激光,2017-12-31,29,增持,19269759,1.80586511,2436966,14.4774904556837
000963,华东医药,2017-12-31,29,增持,1490954,0.15337196,781839,110.255600290503
