股票代码,股票简称,时间,持有券商家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
600519,贵州茅台,2020-09-30,122,减持,1210591,0.0963694199999999,-105120,-7.98959649953523
000858,五粮液,2020-09-30,79,减持,26625254,0.1857789,-1238780,-4.44580278648813
600036,招商银行,2020-09-30,75,增持,6559007,0.02600736,752000,12.9498724558107
601888,中国中免,2020-09-30,73,增持,2679240,0.13722275,189072,7.59274073074588
601012,隆基股份,2020-09-30,67,增持,16790151,0.44514631,2238554,15.3835623677594
601318,中国平安,2020-09-30,61,增持,4110139,0.02248406,71016,1.75820345159085
000333,美的集团,2020-09-30,53,减持,3367654,0.04795162,-4588752,-57.6736782914296
600887,伊利股份,2020-09-30,53,减持,3111001,0.05114076,-2696737,-46.4335168012056
601088,中国神华,2020-09-30,47,增持,32304871,0.16242072,10879095,50.775733863735
603517,绝味食品,2020-09-30,47,增持,16845968,2.76784724,7895090,88.2046431646147
300750,宁德时代,2020-09-30,43,增持,3482921,0.14951535,2138071,158.982116964717
000568,泸州老窖,2020-09-30,40,增持,6051078,0.41311268,5675218,1509.92869685521
300450,先导智能,2020-09-30,40,增持,15801133,1.79365903,12535567,383.871188026823
600872,中炬高新,2020-09-30,40,减持,9479405,1.1899275,-2078447,-17.9829868041224
000651,格力电器,2020-09-30,36,减持,2081017,0.03459294,-1858667,-47.1780731652589
300724,捷佳伟创,2020-09-30,36,增持,4944257,1.53921206,1387157,38.9968513676872
600030,中信证券,2020-09-30,34,减持,2591060,0.02004413,-3387768,-56.662743935768
601336,新华保险,2020-09-30,30,增持,1588280,0.05091382,194600,13.963033120946
000002,万科A,2020-09-30,27,减持,458612986,3.9475259,-2730669,-0.591894777440908
603583,捷昌驱动,2020-09-30,27,减持,903680,0.36375852,-427498,-32.1142627056637
002475,立讯精密,2020-09-30,26,减持,1460749,0.02091604,-2026421,-58.1107603013332
600276,恒瑞医药,2020-09-30,26,减持,702673,0.01324111,-653133,-48.1730424559266
002142,宁波银行,2020-09-30,25,增持,9183769,0.15285857,4407433,92.2764437007782
000725,京东方A,2020-09-30,24,减持,10540300,0.0302896,-9427500,-47.213513757149
603730,岱美股份,2020-09-30,24,增持,1811535,0.31258563,769835,73.9017951425554
002352,顺丰控股,2020-09-30,23,增持,1738481,0.03815437,1191168,217.639266744989
600426,华鲁恒升,2020-09-30,23,减持,3964300,0.24370801,-7365223,-65.0091182126556
600438,通威股份,2020-09-30,23,减持,2796301,0.06521444,-72658273,-96.2940603176688
601166,兴业银行,2020-09-30,22,减持,3296104,0.01586633,-484980,-12.826480448464
603317,天味食品,2020-09-30,22,减持,4152473,0.69094481,-273417,-6.17767273926826
600031,三一重工,2020-09-30,21,减持,9671584,0.11410934,-6983874,-41.9314437345404
600585,海螺水泥,2020-09-30,20,增持,1643391,0.03101147,1351618,463.243000551799
600048,保利地产,2020-09-30,20,减持,4291955,0.03586528,-2657071,-38.2365960351854
000656,金科股份,2020-09-30,20,增持,3617100,0.06773956,3614100,120470
000157,中联重科,2020-09-30,20,增持,4062200,0.05130397,3092200,318.783505154639
601636,旗滨集团,2020-09-30,20,增持,12212975,0.45462068,5400940,79.2852649758846
601398,工商银行,2020-09-30,19,减持,6715517,0.00188424,-1034100,-13.3438852526518
600660,福耀玻璃,2020-09-30,19,增持,2902728,0.11571026,2688128,1252.62255358807
600132,重庆啤酒,2020-09-30,18,增持,2475763,0.51155172,128621,5.47989853191669
002311,海大集团,2020-09-30,17,减持,14536958,0.90772064,-1029568,-6.61398696150959
601899,紫金矿业,2020-09-30,17,增持,31146407,0.12273355,29678807,2022.26812482965
002594,比亚迪,2020-09-30,16,减持,455100,0.01668169,-24036584,-98.1418182596182
