股票代码,股票简称,时间,持有券商家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
601318,中国平安,2015-12-31,64,减持,17880935,0.09781563,-12828828,-41.7744285424801
600276,恒瑞医药,2015-12-31,63,增持,19693068,1.00654624,2924050,17.4372166575288
000793,华闻传媒,2015-12-31,53,增持,14288546,0.6965847,12832546,881.356181318681
000858,五粮液,2015-12-31,52,减持,9805812,0.25832189,-1417691,-12.6314484880523
000651,格力电器,2015-12-31,52,增持,45100511,0.7497096,40325559,844.522814051325
000002,万科A,2015-12-31,51,减持,499446654,4.51921985,-880885969,-63.8169347244356
601166,兴业银行,2015-12-31,48,增持,26450895,0.1388328,11034871,71.5805255622332
600066,宇通客车,2015-12-31,45,减持,61124183,2.760879,-172854,-0.281994054622901
002367,康力电梯,2015-12-31,36,增持,5283591,0.71535204,2091707,65.5320494103169
002400,省广股份,2015-12-31,36,增持,26821691,2.96464352,13591060,102.724201135985
600036,招商银行,2015-12-31,35,增持,245565494,0.97369944,244006861,15655.1838052961
002572,索菲亚,2015-12-31,35,增持,23586994,5.34879156,14345374,155.225750463663
600887,伊利股份,2015-12-31,35,增持,44267161,0.72990302,11303165,34.2894259543048
002241,歌尔声学,2015-12-31,33,增持,43564185,2.85393614,13908060,46.8977656386328
600703,三安光电,2015-12-31,30,增持,74389181,2.91834937,14268902,23.7339251203408
000538,云南白药,2015-12-31,29,减持,7677597,0.73723824,-95289,-1.225915316396
002470,金正大,2015-12-31,29,增持,29363300,1.87312905,26887610,1086.06529896716
300059,东方财富,2015-12-31,28,增持,4022509,0.21697646,3669409,1039.19824412348
601009,南京银行,2015-12-31,27,减持,67835008,2.01532695,-10553075,-13.462601196664
600309,万华化学,2015-12-31,26,减持,20331747,0.94026825,-14146416,-41.0300746011323
002456,欧菲光,2015-12-31,25,增持,14108552,1.36894895,6028552,74.6107920792079
300068,南都电源,2015-12-31,25,增持,6530164,1.07940165,6146464,1601.89314568673
600660,福耀玻璃,2015-12-31,25,减持,30514265,1.21637773,-16195833,-34.6730871769954
600741,华域汽车,2015-12-31,25,增持,17831113,0.69027222,17831113,100
600030,中信证券,2015-12-31,24,增持,1479811,0.01221277,1430779,2918.05147658672
601288,农业银行,2015-12-31,24,增持,2878733,0.00088632,461298,19.0821263032925
600016,民生银行,2015-12-31,24,增持,38904068,0.10662927,4746259,13.8950920417642
300147,香雪制药,2015-12-31,24,增持,13273408,2.00663387,5463261,69.950808864417
000001,平安银行,2015-12-31,23,增持,5962882,0.04167319,2770571,86.7888811585087
000957,中通客车,2015-12-31,23,减持,25722083,8.67664437,-775032,-2.92496749174391
002781,奇信股份,2015-12-31,23,新进,31791,0.01412929,31791,0.01412929
300088,长信科技,2015-12-31,22,减持,66317247,5.74665778,-10533197,-13.7060977812958
601336,新华保险,2015-12-31,22,增持,723058,0.0231783,723058,100
000568,泸州老窖,2015-12-31,21,增持,25884818,1.84594562,19233838,289.188029433256
300017,网宿科技,2015-12-31,21,增持,950839,0.1343033,712139,298.340594888982
002311,海大集团,2015-12-31,20,增持,56469952,3.67316911,1978339,3.63053851975349
600315,上海家化,2015-12-31,20,增持,1166179,0.17301533,986679,549.681894150418
600172,黄河旋风,2015-12-31,20,增持,47400283,3.0867502,5009948,11.8186091239902
000333,美的集团,2015-12-31,19,增持,2929349,0.06865384,2013198,219.745216672797
002230,科大讯飞,2015-12-31,19,增持,12436549,0.96660111,9662639,348.340032661478
000963,华东医药,2015-12-31,19,增持,1177678,0.27131688,56852,5.07233058476516
002104,恒宝股份,2015-12-31,19,增持,3499970,0.49050514,3008591,612.275046349152
002191,劲嘉股份,2015-12-31,18,减持,3291390,0.2502007,-4399154,-57.2021173014549
002508,老板电器,2015-12-31,18,减持,6595608,1.35691159,-462597,-6.55403179703622
300144,宋城演艺,2015-12-31,18,减持,1665024,0.11461735,-13042132,-88.6788173049909
600893,中航动力,2015-12-31,18,增持,24487712,1.25660575,18706824,323.597758683441
600015,华夏银行,2015-12-31,18,增持,3421620,0.03202094,3374220,7118.60759493671
600837,海通证券,2015-12-31,17,增持,16576688,0.14412381,3675517,28.4897936784188
600000,浦发银行,2015-12-31,17,减持,2816711,0.01510019,-334637,-10.6188526306838
601601,中国太保,2015-12-31,17,增持,2241042,0.0247301,1774642,380.497855917667
002415,海康威视,2015-12-31,17,减持,3860006,0.09486904,-6152977,-61.4499894786599
000860,顺鑫农业,2015-12-31,17,增持,14133894,2.47706657,3094626,28.0328913112717
601169,北京银行,2015-12-31,17,减持,11811369,0.09320672,-183829767,-93.9627374684637
601211,国泰君安,2015-12-31,17,减持,99693395,1.30745435,-472514,-0.471731355225858
600837,海通证券,2015-12-31,17,增持,16576688,0.14412381,3675517,28.4897936784188
002787,华源控股,2015-12-31,17,新进,44120,0.03133517,44120,0.03133517
000895,双汇发展,2015-12-31,16,增持,20547959,0.62250174,19542165,1942.95899557961
000917,电广传媒,2015-12-31,16,减持,353800,0.02495846,-11696445,-97.0639601103546
000625,长安汽车,2015-12-31,16,减持,3751376,0.08045181,-1530900,-28.9818252586574
600271,航天信息,2015-12-31,16,减持,1657931,0.17954621,-1937245,-53.8845664301275
600755,厦门国贸,2015-12-31,16,减持,4425036,0.26585256,-1724964,-28.0481951219512
601098,中南传媒,2015-12-31,16,增持,1232519,0.0686258,1077519,695.173548387097
002006,精功科技,2015-12-31,16,增持,7330129,1.61045106,7330129,100
600979,广安爱众,2015-12-31,16,增持,15742155,2.19283009,1590574,11.2395498425229
002376,新北洋,2015-12-31,16,增持,14543587,2.42393117,6921422,90.806509699016
002065,东华软件,2015-12-31,15,增持,7677670,0.49072337,2338224,43.7915094562245
000768,中航飞机,2015-12-31,15,增持,2536502,0.0916153,882802,53.3834431880027
002462,嘉事堂,2015-12-31,15,增持,4361607,1.81733626,4086748,1486.85253166169
600587,新华医疗,2015-12-31,15,减持,3393926,0.83506186,-5288797,-60.9117324138983
300043,星辉娱乐,2015-12-31,15,减持,9852190,0.79185041,-3229259,-24.6857897775697
600067,冠城大通,2015-12-31,15,增持,44812878,3.02196612,27979031,166.20699356481
601888,中国国旅,2015-12-31,14,增持,4019095,0.41169223,3321459,476.102007350538
601628,中国人寿,2015-12-31,14,增持,1704994,0.00603224,1704994,100
002385,大北农,2015-12-31,14,增持,32390340,0.006106,32288440,31686.3984298332
601006,大秦铁路,2015-12-31,14,增持,101359467,0.68178444,100055867,7675.35033752685
600048,保利地产,2015-12-31,14,减持,25305374,0.23528401,-107577020,-80.9565637416195
600004,白云机场,2015-12-31,14,减持,18446022,1.60400192,-3753978,-16.9098108108108
300199,翰宇药业,2015-12-31,14,增持,22674740,2.54767674,1204064,5.60794639162735
000078,海王生物,2015-12-31,14,增持,1542970,0.20504208,816570,112.41327092511
300291,华录百纳,2015-12-31,14,增持,2604953,0.36765149,2604953,100
300109,新开源,2015-12-31,14,增持,4293243,2.51829071,621742,16.9342729308803
000665,湖北广电,2015-12-31,14,增持,18170000,2.85594181,615503,3.50624116430109
002510,天汽模,2015-12-31,14,减持,2305530,0.56024739,-2601147,-53.0123951505265
600622,嘉宝集团,2015-12-31,14,增持,870500,0.16925792,833779,2270.57814329675
002782,可立克,2015-12-31,14,新进,7000,0.00410802,7000,0.00410802
002466,天齐锂业,2015-12-31,13,减持,252100,0.09641678,-51619,-16.9956439998815
600718,东软集团,2015-12-31,13,增持,10317427,0.83032513,887791,9.41490212347539
600458,时代新材,2015-12-31,13,增持,1908301,0.2377062,1867901,4623.51732673267
002665,首航节能,2015-12-31,13,增持,1105781,0.15146687,964381,682.023338048091
000636,风华高科,2015-12-31,13,增持,25390952,2.83623915,3816407,17.6893973893772
601377,兴业证券,2015-12-31,13,增持,612782,0.01178426,612782,100
600886,国投电力,2015-12-31,13,增持,42167367,0.62138552,36783653,683.239358554336
002205,国统股份,2015-12-31,13,增持,2529561,2.17780203,2514561,16763.74
002657,中科金财,2015-12-31,13,增持,1050199,0.3313149,826799,370.098030438675
002159,三特索道,2015-12-31,13,减持,445660,0.32138943,-738940,-62.3788620631437
