股票代码,股票简称,时间,持有券商家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
601318,中国平安,2019-03-31,131,增持,29619818,0.16203185,10818415,57.5404665279501
600887,伊利股份,2019-03-31,71,减持,76508147,1.25874532,-22131863,-22.4370040108471
000858,五粮液,2019-03-31,62,增持,23412955,0.10302197,3585708,18.0847497385794
600519,贵州茅台,2019-03-31,60,增持,752430,0.05989742,357988,90.7580835712221
000651,格力电器,2019-03-31,46,减持,4450293,0.07397758,-800628,-15.2473823163594
601166,兴业银行,2019-03-31,44,减持,15341544,0.07384905,-1176042,-7.11993871259396
600048,保利地产,2019-03-31,44,减持,19644707,0.16515056,-3373900,-14.6572727011674
000002,万科A,2019-03-31,43,减持,470608199,4.26308289,-342763,-0.0727810382941738
601288,农业银行,2019-03-31,37,增持,34019922,0.00972044,4767057,16.2960345935347
002531,天顺风能,2019-03-31,33,增持,16900124,0.94996868,8149039,93.120327365121
002127,南极电商,2019-03-31,33,增持,57019142,2.32269459,26156840,84.7533667449693
300498,温氏股份,2019-03-31,32,增持,3135328,0.05901117,2022063,181.633573318123
600276,恒瑞医药,2019-03-31,32,增持,3526501,0.07973036,337564,10.5854709578772
600036,招商银行,2019-03-31,31,减持,5907515,0.02342407,-430261,-6.78883254946215
002415,海康威视,2019-03-31,31,增持,115859072,1.23933781,3916476,3.49864675284107
600031,三一重工,2019-03-31,30,增持,12632411,0.15082442,10237170,427.396241129807
601155,新城控股,2019-03-31,28,增持,33439015,1.48175022,33410015,115206.948275862
300059,东方财富,2019-03-31,27,增持,25749038,0.47443314,11402784,79.4826579816585
601398,工商银行,2019-03-31,27,减持,14360366,0.00402921,-9602073,-40.0713508336944
002179,中航光电,2019-03-31,27,增持,6251430,0.79037888,3640108,139.397132946454
600690,青岛海尔,2019-03-31,26,减持,49622248,0.77919285,-10201517,-17.0526161300614
600426,华鲁恒升,2019-03-31,26,增持,55957567,3.44002899,55937867,283948.563451777
601688,华泰证券,2019-03-31,25,减持,248476269,0.01127884,-2203604,-0.879051027762408
600030,中信证券,2019-03-31,25,减持,5290852,0.04366502,-750350,-12.4205414750243
601933,永辉超市,2019-03-31,24,减持,3518000,0.03675896,-421821,-10.7066031680119
000568,泸州老窖,2019-03-31,23,增持,10335269,0.70559835,1428769,16.0418682984337
600352,浙江龙盛,2019-03-31,23,减持,40113270,1.23299039,-5621148,-12.2908484371661
601336,新华保险,2019-03-31,23,增持,2171594,0.06961251,1563100,256.880100707649
002223,鱼跃医疗,2019-03-31,23,增持,4686359,0.46747798,4570176,3933.60130139521
600803,新奥股份,2019-03-31,23,减持,18011527,1.46511916,-1594826,-8.13423077713637
601888,中国国旅,2019-03-31,22,减持,1092250,0.05594181,-970915,-47.0594935451115
603899,晨光文具,2019-03-31,22,增持,3075700,0.33431522,2870300,1397.41966893866
300271,华宇软件,2019-03-31,22,增持,18929997,2.50897431,2025295,11.9806607652711
000961,中南建设,2019-03-31,21,减持,10665023,0.28748329,-36652200,-77.4605897729882
000063,中兴通讯,2019-03-31,21,增持,2849192,0.06795646,2034818,249.862839432497
000895,双汇发展,2019-03-31,20,增持,2153775,0.06527463,1098101,104.018949031614
600176,中国巨石,2019-03-31,20,减持,63534850,1.81408577,-47842590,-42.9553686994422
300144,宋城演艺,2019-03-31,20,增持,12701720,0.87440809,6432450,102.602854877841
002690,美亚光电,2019-03-31,20,减持,18402999,2.72233713,-1121322,-5.74320612737314
002672,东江环保,2019-03-31,20,增持,26675370,3.00703042,10062360,60.5691563419272
000333,美的集团,2019-03-31,19,减持,526856,0.00798778,-2090285,-79.8690250162295
