股票代码,股票简称,时间,持有券商家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
600276,恒瑞医药,2015-09-30,46,减持,16769018,0.85709307,-9968958,-37.2838916453512
000002,万科A,2015-09-30,45,增持,1380332623,12.49213851,844653788,157.67914145796
600066,宇通客车,2015-09-30,43,减持,61297037,2.76868653,-15072783,-19.7365700220323
002415,海康威视,2015-09-30,38,增持,10012983,0.24607197,5499497,121.845885862945
000858,五粮液,2015-09-30,37,减持,11223503,0.29566918,-9294924,-45.3003731718811
600887,伊利股份,2015-09-30,34,减持,32963996,0.5378591,-175225,-0.528754130943513
000917,电广传媒,2015-09-30,34,增持,12050245,0.85007168,648155,5.68452801196974
600900,长江电力,2015-09-30,33,增持,3430638,0.02079173,2147037,167.266697361563
600739,辽宁成大,2015-09-30,31,增持,90998922,5.94877021,279419,0.308003230573254
000538,云南白药,2015-09-30,29,增持,7772886,0.74638835,6112440,368.120372478238
601318,中国平安,2015-09-30,29,减持,30709763,0.1679943,-76244008,-71.2868815069643
300090,盛运环保,2015-09-30,28,增持,6858949,1.29537676,1291577,23.1990425644272
000568,泸州老窖,2015-09-30,26,增持,6650980,0.47430689,408352,6.54134765038058
002400,省广股份,2015-09-30,26,增持,13230631,1.46240237,1603433,13.790364626112
600271,航天信息,2015-09-30,25,增持,3595176,0.38934114,311393,9.4827520576116
000651,格力电器,2015-09-30,24,减持,4774952,0.07937442,-12618816,-72.5479148623806
601009,南京银行,2015-09-30,23,增持,78388083,2.32885084,68845798,721.481259467727
600309,万华化学,2015-09-30,23,增持,34478163,1.59448777,3698101,12.0145989309573
002310,东方园林,2015-09-30,22,增持,894317,0.0886593,206600,30.0414269241563
300088,长信科技,2015-09-30,21,增持,76850444,6.65940193,45984578,148.981978992587
600557,康缘药业,2015-09-30,21,减持,8121845,1.5810249,-3105379,-27.6593661977351
601166,兴业银行,2015-09-30,19,减持,15416024,0.0809141,-28283653,-64.7227964636901
600277,亿利能源,2015-09-30,19,增持,39984174,1.9134942,282690,0.712038874919638
000024,招商地产,2015-09-30,19,增持,2365212,0.09181898,1640918,226.554134094718
000957,中通客车,2015-09-30,19,增持,26497115,11.10967089,9193598,53.1313836372109
601211,国泰君安,2015-09-30,18,增持,100165909,1.31365125,99013409,8591.1851626898
002353,杰瑞股份,2015-09-30,18,增持,172517,0.01801078,143317,490.811643835616
002594,比亚迪,2015-09-30,17,增持,33165741,1.33948875,179085,0.542901347744979
002480,新筑股份,2015-09-30,17,增持,45297663,7.01888598,36464281,412.80090683274
002367,康力电梯,2015-09-30,17,增持,3191884,0.4321532,2542500,391.524891281584
600969,郴电国际,2015-09-30,17,增持,11373775,4.30300341,5932423,109.024797513559
000826,启迪桑德,2015-09-30,16,增持,2111315,0.24949322,741040,54.0796555435953
600587,新华医疗,2015-09-30,16,增持,8682723,2.13634915,6473410,293.005563267858
002196,方正电机,2015-09-30,16,增持,5079548,2.84100514,4897648,2692.49477735019
000665,湖北广电,2015-09-30,16,减持,17554497,2.75919768,-652000,-3.58113919443153
000963,华东医药,2015-09-30,15,增持,1120826,0.25821916,374736,50.2266482595933
002262,恩华药业,2015-09-30,15,减持,1831711,0.37754249,-1174352,-39.0661140501713
300257,开山股份,2015-09-30,15,减持,2643625,0.3081148,-3219259,-54.9091368684763
600519,贵州茅台,2015-09-30,14,减持,418414,0.03330797,-477670,-53.3063864548413
002508,老板电器,2015-09-30,14,增持,7058205,1.45208147,4684507,197.350589670632
300070,碧水源,2015-09-30,14,增持,68262881,0.06205009,67519320,9080.53542345551
002426,胜利精密,2015-09-30,14,增持,2469508,0.21167551,2459908,25624.0416666667
000712,锦龙股份,2015-09-30,14,减持,42832,0.00478037,-37168,-46.46
601058,赛轮金宇,2015-09-30,14,增持,38586907,3.7006765,24586907,175.620764285714
600138,中青旅,2015-09-30,14,增持,13220276,1.82640859,3231782,32.3550477179042
002191,劲嘉股份,2015-09-30,13,增持,7690544,0.58460996,78000,1.02462461957527
000888,峨眉山A,2015-09-30,13,增持,13251515,2.51493366,12456961,1567.79287499654
600893,中航动力,2015-09-30,13,减持,5780888,0.2966507,-35057322,-85.8444138467381
601618,中国中冶,2015-09-30,13,增持,7729600,0.04044794,7363000,2008.45608292417
600167,联美控股,2015-09-30,13,增持,506542,0.24006729,75017,17.3841608249812
600598,北大荒,2015-09-30,13,增持,2905389,0.16343712,2209430,317.465540355107
300096,易联众,2015-09-30,13,增持,4296557,0.9991993,920000,27.2466894531915
000628,高新发展,2015-09-30,13,增持,2980500,0.95688325,2980500,100
600000,浦发银行,2015-09-30,12,减持,3151348,0.01689416,-184734228,-98.3227302132017
600703,三安光电,2015-09-30,12,增持,60120279,2.51225017,1288202,2.18962522774778
600016,民生银行,2015-09-30,12,减持,34157809,0.09362062,-15597168,-31.347955401527
002035,华帝股份,2015-09-30,12,减持,441092,0.12291431,-529308,-54.545342126958
000596,古井贡酒,2015-09-30,12,减持,2368478,0.47030938,-475580,-16.7218811993286
002179,中航光电,2015-09-30,12,减持,760800,0.12627074,-1146359,-60.1082028294442
002658,雪迪龙,2015-09-30,12,增持,1232294,0.20372525,371696,43.1904326991232
300204,舒泰神,2015-09-30,12,增持,424600,0.12630587,404600,2023
002223,鱼跃医疗,2015-09-30,12,增持,984090,0.16828754,771439,362.772335893083
300032,金龙机电,2015-09-30,12,增持,16020388,2.37009061,5041788,45.9237789882134
600172,黄河旋风,2015-09-30,12,减持,42390335,6.09904942,-3494816,-7.61644219063374
000679,大连友谊,2015-09-30,12,增持,562600,0.15785635,105800,23.1611208406305
002572,索菲亚,2015-09-30,11,增持,9241620,2.09565297,749659,8.82786673184203
000001,平安银行,2015-09-30,11,减持,3192311,0.0223103,-830737,-20.6494429099529
000630,铜陵有色,2015-09-30,11,增持,444532075,0.47149492,266906445,150.263475490558
002470,金正大,2015-09-30,11,增持,2475690,0.15840908,2451690,10215.375
000768,中航飞机,2015-09-30,11,减持,1653700,0.05972957,-815124,-33.0166913477834
000887,中鼎股份,2015-09-30,11,增持,8850022,0.7933731,629022,7.65140493857195
002429,兆驰股份,2015-09-30,11,增持,4078978,0.25465157,3578978,715.7956
000915,山大华特,2015-09-30,11,增持,7359113,4.08261266,5352911,266.818146926381
601888,中国国旅,2015-09-30,11,增持,697636,0.0714617,581320,499.776470992813
600660,福耀玻璃,2015-09-30,11,增持,46710098,1.86198564,45803998,5055.07096346982
000750,国海证券,2015-09-30,11,增持,48108763,1.7118355,47869463,20003.9544504806
600674,川投能源,2015-09-30,11,减持,7895547,0.17935701,-14220483,-64.2994380094438
300207,欣旺达,2015-09-30,11,增持,12952485,2.05342397,12867985,15228.3846153846
300287,飞利信,2015-09-30,11,减持,1432100,0.12557711,-3060276,-68.1215463710072
002003,伟星股份,2015-09-30,11,增持,6286789,1.5417666,74240,1.19500063500505
600036,招商银行,2015-09-30,10,减持,1558633,0.00618019,-61224057,-97.517416026615
601877,正泰电器,2015-09-30,10,增持,2043263,0.15539227,352571,20.853650457919
600037,歌华有线,2015-09-30,10,减持,6705015,0.57388655,-11388419,-62.9422750816677
601398,工商银行,2015-09-30,10,减持,257338642,0.07220374,-33207142,-11.4292286547169
000625,长安汽车,2015-09-30,10,增持,5282276,0.1132834,2768688,110.148839030104
600153,建发股份,2015-09-30,10,增持,3197000,0.11276098,2078000,185.701519213584
002368,太极股份,2015-09-30,10,增持,233850,0.05626843,22350,10.5673758865248
300027,华谊兄弟,2015-09-30,10,减持,470300,0.03386982,-7699902,-94.2437163732304
002477,雏鹰农牧,2015-09-30,10,增持,14614727,1.39846727,4255481,41.0790611594705
600446,金证股份,2015-09-30,10,增持,1930569,0.23245681,1212800,168.96801059951
600058,五矿发展,2015-09-30,10,减持,2385639,0.22255948,-1674377,-41.2406502831516
601777,力帆股份,2015-09-30,10,减持,51899099,2.19789951,-3063313,-5.57346901005727
300186,大华农,2015-09-30,10,减持,1710798,0.31720213,-10470862,-85.9559534579031
002159,三特索道,2015-09-30,10,增持,1184600,0.85427885,167400,16.4569406213134
600687,刚泰控股,2015-09-30,10,增持,22412168,2.07801101,21212668,1768.45919132972
600781,辅仁药业,2015-09-30,10,增持,1524500,0.85842412,1524500,100
600612,老凤祥,2015-09-30,10,增持,13263432,2.53545814,6285818,90.0854934079185
300206,理邦仪器,2015-09-30,10,减持,2082093,0.88978332,-1442941,-40.9341016285233
600352,浙江龙盛,2015-09-30,9,减持,12704072,0.39049419,-2900320,-18.5865620397129
000895,双汇发展,2015-09-30,9,增持,1005794,0.0304706,189894,23.2741757568329
002466,天齐锂业,2015-09-30,9,增持,303719,0.11615871,246197,428.004937241403
600820,隧道股份,2015-09-30,9,增持,2469400,0.07854086,2469400,100
600498,烽火通信,2015-09-30,9,减持,1601956,0.15301631,-2782454,-63.4624499077413
000063,中兴通讯,2015-09-30,9,增持,1160491,0.02813277,368266,46.4850263498375
000876,新希望,2015-09-30,9,增持,195087,0.00936067,161387,478.893175074184
002020,京新药业,2015-09-30,9,减持,620000,0.21644197,-218700,-26.0760701085013
601222,林洋电子,2015-09-30,9,增持,1298055,0.31924496,650329,100.401867456301
002343,禾欣股份,2015-09-30,9,增持,153100,0.04867891,153100,100
600643,爱建集团,2015-09-30,9,增持,10083951,0.70166804,1272030,14.4353314107106
600312,平高电气,2015-09-30,9,增持,1003400,0.08821212,693900,224.200323101777
600267,海正药业,2015-09-30,9,减持,19545638,2.02433905,-2323400,-10.6241527405092
002183,怡亚通,2015-09-30,9,减持,1236159,0.11913822,-453241,-26.8285190008287
002303,美盈森,2015-09-30,9,增持,17507100,1.22393037,8843600,102.078836497951
000636,风华高科,2015-09-30,9,减持,21574545,1.39967557,-9692726,-30.9995905942671
600479,千金药业,2015-09-30,9,增持,12329453,3.53526691,12329453,100
600358,国旅联合,2015-09-30,9,增持,1768300,0.40932872,1768300,100
000902,新洋丰,2015-09-30,9,增持,5678904,0.86145201,765617,15.5825824951809
600683,京投银泰,2015-09-30,9,增持,641100,0.08654419,408700,175.860585197935
600283,钱江水利,2015-09-30,9,增持,12870000,3.64593613,870000,7.25
300049,福瑞股份,2015-09-30,9,增持,8155098,3.09541262,3885499,91.0038390022108
001896,豫能控股,2015-09-30,9,增持,14970517,1.75037268,6900,0.0461118458190957
600778,友好集团,2015-09-30,9,增持,257530,0.08267645,212830,476.129753914989
600773,西藏城投,2015-09-30,9,持平,13450000,1.84445254,0,0
300298,三诺生物,2015-09-30,9,减持,162600,0.06228555,-244913,-60.0994324107452
000039,中集集团,2015-09-30,8,减持,565900,0.02103524,-384200,-40.4378486475108
300133,华策影视,2015-09-30,8,增持,419551,0.0427693,419551,100
000333,美的集团,2015-09-30,8,减持,916151,0.02147709,-5297031,-85.254721332805
601688,华泰证券,2015-09-30,8,增持,5280454,0.07372086,1494768,39.4847327538523
000839,中信国安,2015-09-30,8,增持,59697863,3.80743032,63100,0.105810766783797
002372,伟星新材,2015-09-30,8,减持,4271853,0.73819393,-2561333,-37.4837301370108
002236,大华股份,2015-09-30,8,减持,20144231,1.73606689,-3302660,-14.0857054353176
000661,长春高新,2015-09-30,8,增持,159266,0.12127476,73438,85.5641515589318
601985,中国核电,2015-09-30,8,增持,11780000,0.07568053,4573207,63.4568940720234
300017,网宿科技,2015-09-30,8,减持,238700,0.0338899,-264302,-52.5449202985276
600448,华纺股份,2015-09-30,8,增持,4177082,0.98897656,4177082,100
600571,信雅达,2015-09-30,8,减持,250176,0.11379933,-914122,-78.5127175345144
002665,首航节能,2015-09-30,8,增持,141400,0.01936858,11400,8.76923076923077
603077,和邦生物,2015-09-30,8,增持,93167574,2.812828,53187233,133.033465122271
600259,广晟有色,2015-09-30,8,减持,499990,0.19074658,-126922,-20.2455847072635
002378,章源钨业,2015-09-30,8,增持,4409002,0.47707827,709002,19.1622162162162
000035,中国天楹,2015-09-30,8,增持,14523548,2.34523552,10298469,243.746187941101
300196,长海股份,2015-09-30,8,减持,3169604,1.65083541,-2525588,-44.3459676161927
300081,恒信移动,2015-09-30,8,增持,5108873,3.8125918,151720,3.06062774338416
002271,东方雨虹,2015-09-30,8,增持,154186,0.01852149,154186,100
600146,商赢环球,2015-09-30,8,增持,119000,0.0595,119000,100
600521,华海药业,2015-09-30,8,增持,7069632,0.89134981,5702816,417.233629105893
600073,上海梅林,2015-09-30,8,减持,11761408,1.25424317,-510700,-4.16146924391474
300353,东土科技,2015-09-30,8,增持,296800,0.08666151,270800,1041.53846153846
600976,健民集团,2015-09-30,8,减持,266411,0.17367237,-414133,-60.8532291813608
600719,大连热电,2015-09-30,8,增持,415700,0.2054871,119700,40.4391891891892
300018,中元华电,2015-09-30,8,减持,208825,0.10708975,-71175,-25.4196428571429
600873,梅花生物,2015-09-30,7,增持,3389400,0.1090461,2351700,226.626192541197
601933,永辉超市,2015-09-30,7,增持,3353900,0.08245531,2843410,556.996219318694
300296,利亚德,2015-09-30,7,增持,1725411,0.23535128,838699,94.5852768429885
002439,启明星辰,2015-09-30,7,增持,1669531,0.20108856,637523,61.7750056201115
600499,科达洁能,2015-09-30,7,增持,3041231,0.43093275,3200,0.105331380752863
002475,立讯精密,2015-09-30,7,减持,1395939,0.11186324,-458497,-24.7243366716349
002074,国轩高科,2015-09-30,7,减持,221000,0.02562818,-235155,-51.551555940415
002065,东华软件,2015-09-30,7,增持,5339446,0.34129013,1233208,30.0325504756422
300122,智飞生物,2015-09-30,7,增持,59561566,7.44519576,10053090,20.3057957186967
600597,光明乳业,2015-09-30,7,增持,8834786,0.71790364,2136443,31.8950970411638
600804,鹏博士,2015-09-30,7,增持,37513286,2.67865169,1649096,4.59816881407331
600048,保利地产,2015-09-30,7,减持,132882394,1.23551237,-8638760,-6.10421817221756
600728,佳都科技,2015-09-30,7,增持,8708038,1.74242002,4771992,121.238217236282
000928,中钢国际,2015-09-30,7,增持,19877700,3.09350645,4083846,25.8571846998206
600212,江泉实业,2015-09-30,7,减持,5842459,1.1417805,-1155306,-16.5096427216404
002332,仙琚制药,2015-09-30,7,减持,1593352,0.31114079,-7066819,-81.601379464678
600872,中炬高新,2015-09-30,7,增持,532074,0.06679,59474,12.584426576386
002690,美亚光电,2015-09-30,7,减持,2798764,0.41401835,-210954,-7.00909520426831
601919,中国远洋,2015-09-30,7,增持,4368951,0.04276463,2424692,124.710339517523
600837,海通证券,2015-09-30,7,减持,12901171,0.11216751,-1467402,-10.2125799131201
600628,新世界,2015-09-30,7,增持,1620300,0.30468264,661800,69.0453834115806
600682,南京新百,2015-09-30,7,增持,192300,0.02349714,187700,4080.4347826087
300058,蓝色光标,2015-09-30,7,增持,3682030,0.19066322,880491,31.4288325095599
600978,*ST宜生,2015-09-30,7,增持,19966592,1.34648297,1486900,8.04612977315856
002445,中南重工,2015-09-30,7,增持,5240000,0.70929032,3050000,139.269406392694
002491,通鼎互联,2015-09-30,7,增持,19306922,1.61009597,5199641,36.8578537565106
600886,国投电力,2015-09-30,7,减持,5383714,0.07933532,-858227,-13.7493609760169
600240,华业资本,2015-09-30,7,增持,1692785,0.11885418,1390085,459.228609184011
000550,江铃汽车,2015-09-30,7,增持,8514960,0.98642515,3001238,54.4321603446819
002355,兴民钢圈,2015-09-30,7,增持,301500,0.05869183,301500,100
300026,红日药业,2015-09-30,7,增持,27621955,3.03027755,4496491,19.4438952662744
000705,浙江震元,2015-09-30,7,增持,2570383,0.76929179,1987065,340.648668479286
300457,赢合科技,2015-09-30,7,增持,1015554,0.86799488,757854,294.083818393481
300132,青松股份,2015-09-30,7,增持,6886100,1.78433355,6886100,100
002286,保龄宝,2015-09-30,7,增持,40800,0.01104925,40800,100
000837,秦川机床,2015-09-30,7,减持,15669663,1.91492024,-3103700,-16.5324667722027
600110,中科英华,2015-09-30,7,增持,3654970,0.31773724,2327461,175.32544035483
300248,新开普,2015-09-30,7,增持,890700,0.29484113,820700,1172.42857142857
002514,宝馨科技,2015-09-30,6,减持,8466320,3.05624419,-926251,-9.86152779680878
