股票代码,股票简称,时间,持有券商家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
601318,中国平安,2018-09-30,74,增持,7529147,0.04118734,4419045,142.086819017511
600036,招商银行,2018-09-30,70,增持,17649528,0.0699827,1101578,6.65688499179657
601288,农业银行,2018-09-30,59,增持,59807367,0.01708862,45155844,308.198976993723
601166,兴业银行,2018-09-30,56,增持,30832500,0.14841735,832315,2.77436622474161
600887,伊利股份,2018-09-30,56,减持,60752555,0.99946744,-3645658,-5.66111671452747
601398,工商银行,2018-09-30,56,增持,199301014,0.05591965,176077136,758.172842623441
600519,贵州茅台,2018-09-30,54,增持,734465,0.05846731,8732,1.20319731912425
000651,格力电器,2018-09-30,51,增持,6625044,0.11012862,114210,1.75415315457282
601939,建设银行,2018-09-30,45,增持,12544797,0.00501772,9537697,317.172591533371
000001,平安银行,2018-09-30,36,增持,33383105,0.19442229,25572957,327.43242509617
000333,美的集团,2018-09-30,35,减持,23223490,0.34950627,-6864375,-22.8144303359511
600566,济川药业,2018-09-30,34,增持,11193225,1.37370994,1313694,13.2971291855858
002859,洁美科技,2018-09-30,33,增持,10138083,3.96483497,3584352,54.6917778590546
601688,华泰证券,2018-09-30,30,增持,249204340,0.02010236,248551218,38055.8636824361
300122,智飞生物,2018-09-30,30,减持,973463,0.06084144,-21268,-2.13806546694533
600612,老凤祥,2018-09-30,30,增持,10918646,2.08722523,3008978,38.0417736875935
600048,保利地产,2018-09-30,29,增持,9696198,0.08153366,352099,3.76814286749316
000895,双汇发展,2018-09-30,28,增持,3377275,0.10235539,764072,29.2389071954992
002304,洋河股份,2018-09-30,28,增持,5469987,0.36297483,5050667,1204.48988839073
600276,恒瑞医药,2018-09-30,28,减持,1916276,0.05203817,-1292534,-40.2807894515412
600031,三一重工,2018-09-30,27,减持,5574900,0.07152263,-41764700,-88.2236013823522
000963,华东医药,2018-09-30,26,增持,5401256,0.37041216,1695108,45.7377309270974
002422,科伦药业,2018-09-30,23,增持,1602381,0.11128841,317912,24.7504610854758
600803,新奥股份,2018-09-30,23,增持,17757902,1.44448843,838572,4.95629555071034
002003,伟星股份,2018-09-30,23,增持,22977974,3.03131329,22628704,6478.85704469322
600872,中炬高新,2018-09-30,23,增持,1240600,0.15572961,680956,121.676637290849
002727,一心堂,2018-09-30,23,增持,2647299,0.46626271,2496299,1653.17814569536
300124,汇川技术,2018-09-30,22,减持,28799970,1.73059612,-3865923,-11.8347384533464
600426,华鲁恒升,2018-09-30,22,增持,7453384,0.45998221,3568704,91.8660996529959
