股票代码,股票简称,时间,持有券商家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
600066,宇通客车,2016-03-31,57,增持,61475030,2.77672616,350847,0.573990494073352
600276,恒瑞医药,2016-03-31,55,减持,17300039,0.88424801,-2393029,-12.1516312237382
000858,五粮液,2016-03-31,49,减持,7408634,0.19517124,-2397178,-24.4465017277508
000651,格力电器,2016-03-31,47,增持,46423133,0.77169566,1322622,2.93260978794675
000002,万科A,2016-03-31,45,减持,496039867,4.4934599,-3406787,-0.682112288212466
002415,海康威视,2016-03-31,42,增持,30474041,0.74897387,26614035,689.481700287512
601166,兴业银行,2016-03-31,37,减持,21457466,0.11262378,-4993429,-18.8781097955287
600887,伊利股份,2016-03-31,34,减持,31657282,0.52198392,-12609879,-28.4858543334189
002019,亿帆鑫富,2016-03-31,34,增持,1863586,0.4232352,1650386,774.10225140713
300088,长信科技,2016-03-31,31,增持,75737502,6.56296099,9420255,14.2048342266077
600519,贵州茅台,2016-03-31,29,增持,363306,0.02892106,289252,390.596051529965
300059,东方财富,2016-03-31,28,减持,2719952,0.14671577,-1302557,-32.3817050502559
601318,中国平安,2016-03-31,27,减持,14584749,0.07978424,-3296186,-18.4340807681478
600009,上海机场,2016-03-31,26,增持,982224,0.05097281,691200,237.506185056903
000568,泸州老窖,2016-03-31,26,增持,35410727,2.5252747,9525909,36.8011434347346
000333,美的集团,2016-03-31,25,增持,3801031,0.08907152,871682,29.7568504128392
600114,东睦股份,2016-03-31,25,增持,1320800,0.33800319,970800,277.371428571429
601222,林洋电子,2016-03-31,25,增持,1192663,0.29332474,385858,47.8254348944293
600036,招商银行,2016-03-31,24,减持,14810778,0.05872669,-230754716,-93.9687055543724
002572,索菲亚,2016-03-31,23,减持,6708109,6.64457389,-16878885,-71.5601360648161
600054,黄山旅游,2016-03-31,23,增持,996707,0.20006163,510126,104.838865471525
600363,联创光电,2016-03-31,23,增持,4647700,1.04801428,2506900,117.101083707025
600030,中信证券,2016-03-31,22,增持,3948080,0.03258321,2468269,166.796232762157
002172,澳洋科技,2016-03-31,22,增持,8085614,1.16359616,6580199,437.101995130911
600261,阳光照明,2016-03-31,22,增持,2226400,0.1533225,1824083,453.394462575531
002376,新北洋,2016-03-31,22,增持,14783559,2.46392651,239972,1.6500193521722
601199,江南水务,2016-03-31,22,增持,983000,0.21022241,962274,4642.83508636495
600016,民生银行,2016-03-31,21,减持,38098977,0.10442267,-805091,-2.0694262615416
002191,劲嘉股份,2016-03-31,21,减持,3256685,0.24756327,-34705,-1.05441773840232
601688,华泰证券,2016-03-31,20,增持,4337410,0.06055493,3158193,267.821189823417
002400,省广股份,2016-03-31,20,减持,13111489,1.44923342,-13710202,-51.1160985338322
002217,合力泰,2016-03-31,20,增持,36542161,2.56891555,18181085,99.0197143130392
000963,华东医药,2016-03-31,19,增持,1449437,0.29820236,271759,23.0758322733379
002065,东华软件,2016-03-31,19,增持,7840302,0.50111809,162632,2.11824681185829
600660,福耀玻璃,2016-03-31,19,减持,5314805,0.2118619,-25199460,-82.5825560602558
002368,太极股份,2016-03-31,19,增持,1323082,0.3183568,1243082,1553.8525
600271,航天信息,2016-03-31,19,增持,3117200,0.33757823,1459269,88.0174747923768
000001,平安银行,2016-03-31,18,减持,3827915,0.02675238,-2134967,-35.8042805475607
600703,三安光电,2016-03-31,18,增持,81349174,3.19139574,6959993,9.35618984701552
000625,长安汽车,2016-03-31,18,增持,5273047,0.11308549,1521671,40.5630094130794
600584,长电科技,2016-03-31,18,增持,2152300,0.20776804,1021000,90.2501546892955
600048,保利地产,2016-03-31,18,减持,20859837,0.19392384,-4445537,-17.5675609457501
300258,精锻科技,2016-03-31,18,增持,5701938,2.11182888,86003,1.53141017479725
002508,老板电器,2016-03-31,18,增持,6704464,1.37749278,108856,1.65043162055719
600958,东方证券,2016-03-31,17,减持,1065555,0.02017432,-10897745,-91.0931348373776
600000,浦发银行,2016-03-31,17,增持,4140896,0.02107008,1324185,47.0117452589208
600741,华域汽车,2016-03-31,17,增持,61790102,1.637675,43958989,246.529697837707
002470,金正大,2016-03-31,17,增持,35175650,2.24109592,5812350,19.794607554328
601818,光大银行,2016-03-31,17,增持,6684421,0.01431995,6353021,1917.02504526252
002714,牧原股份,2016-03-31,17,减持,4895168,0.94707345,-1620955,-24.8760651080405
002271,东方雨虹,2016-03-31,17,增持,2519800,0.30333693,2410800,2211.74311926606
002006,精功科技,2016-03-31,17,增持,7642429,1.67906429,312300,4.26049800760669
601777,力帆股份,2016-03-31,17,减持,27393292,2.18038115,-22606707,-45.2134149042683
002032,苏泊尔,2016-03-31,17,减持,391800,0.06190793,-2520992,-86.5489880499535
603806,福斯特,2016-03-31,16,减持,2025639,0.50389033,-3673911,-64.4596678685159
002230,科大讯飞,2016-03-31,16,减持,8054373,0.62344879,-4382176,-35.2362701260615
000729,燕京啤酒,2016-03-31,16,增持,1194100,0.04236593,1194061,3061694.87179487
600612,老凤祥,2016-03-31,16,增持,12977570,2.48081236,407171,3.23912550428988
600978,宣华木业,2016-03-31,16,减持,18196792,1.22713332,-2572600,-12.3864964366795
600979,广安爱众,2016-03-31,16,减持,13902536,1.93657725,-1839619,-11.6859413466581
002456,欧菲光,2016-03-31,15,减持,9112000,0.88413487,-4996552,-35.4150588947753
000960,锡业股份,2016-03-31,15,增持,5292500,0.35953139,5047500,2060.20408163265
000917,电广传媒,2016-03-31,15,增持,2250400,0.15875206,1896600,536.065573770492
600649,城投控股,2016-03-31,15,增持,63326941,2.11971353,7513714,13.462246144628
000750,国海证券,2016-03-31,15,增持,50519300,1.79760871,519300,1.0386
002310,东方园林,2016-03-31,15,增持,12185159,1.20799196,5431150,80.4137216873712
600037,歌华有线,2016-03-31,15,减持,34938509,0.07803732,-196400,-0.558988213118753
600352,浙江龙盛,2016-03-31,15,增持,17114124,0.52604913,3591793,26.5619366956777
600093,禾嘉股份,2016-03-31,15,增持,256700,0.02286966,256700,100
002004,华邦健康,2016-03-31,15,增持,1917800,0.09424643,1697800,771.727272727273
600240,华业地产,2016-03-31,15,减持,430300,0.03021231,-3008824,-87.4880928980752
002466,天齐锂业,2016-03-31,14,增持,354300,0.13550365,102200,40.5394684648949
600873,梅花生物,2016-03-31,14,增持,4754816,0.15297523,1346500,39.5063133817404
601009,南京银行,2016-03-31,14,减持,29857530,0.8870447,-37977478,-55.9850718968
300498,温氏股份,2016-03-31,14,增持,1295205,0.03572736,345391,36.3640670699737
600893,中航动力,2016-03-31,14,增持,24782951,1.27175618,295239,1.20566184378516
002081,金螳螂,2016-03-31,14,增持,3614678,0.20512237,3393322,1532.97041869206
002299,圣农发展,2016-03-31,14,增持,16421267,1.47819488,1735505,11.8176026548708
300144,宋城演艺,2016-03-31,14,减持,1081363,0.07443915,-583661,-35.054209428813
600079,人福医药,2016-03-31,14,增持,5971418,0.46432274,3253913,119.73898852072
300017,网宿科技,2016-03-31,14,减持,802775,0.10169631,-148064,-15.5719317360773
600089,特变电工,2016-03-31,14,减持,482300,0.01486111,-238688,-33.1056827575494
300167,迪威视讯,2016-03-31,14,增持,5796058,1.93047496,5465958,1655.84913662526
000421,南京中北,2016-03-31,14,增持,4960575,0.86625366,898075,22.1064615384615
002008,大族激光,2016-03-31,13,增持,11885053,1.11761141,9247553,350.618123222749
002311,海大集团,2016-03-31,13,减持,55771921,3.62776466,-698031,-1.23611048934485
000786,北新建材,2016-03-31,13,减持,2827786,0.19998748,-47321355,-94.3612473840778
600028,中国石化,2016-03-31,13,增持,203501705,0.16808431,19000400,10.298246941939
300070,碧水源,2016-03-31,13,增持,68112449,0.04862639,164449,0.242021840230765
002367,康力电梯,2016-03-31,13,减持,4187600,0.56696444,-1095991,-20.743297503535
600004,白云机场,2016-03-31,13,增持,29884830,2.59868087,11438808,62.0123298128995
300099,尤洛卡,2016-03-31,13,增持,1490416,0.69451061,815662,120.88286990518
000828,东莞控股,2016-03-31,13,增持,16462510,1.58366916,13546319,464.5209795929
600622,嘉宝集团,2016-03-31,13,减持,758846,0.11116897,-111654,-12.8264215967835
002292,奥飞动漫,2016-03-31,12,增持,3354479,0.2563593,2065835,160.310760768684
002450,康得新,2016-03-31,12,减持,23593698,1.46461548,-281125,-1.17749564049124
601288,农业银行,2016-03-31,12,减持,2179735,0.00067111,-698998,-24.2814460389345
000063,中兴通讯,2016-03-31,12,减持,446189,0.01074256,-1555714,-77.7117572629643
002791,坚朗五金,2016-03-31,12,新进,196017,0.09144289,196017,0.09144289
000661,长春高新,2016-03-31,12,增持,174989,0.13324721,46189,35.8610248447205
002462,嘉事堂,2016-03-31,12,增持,5026594,2.00641359,664987,15.2463759343746
300043,互动娱乐,2016-03-31,12,减持,9792490,0.78705214,-59700,-0.605956645172292
000636,风华高科,2016-03-31,12,减持,5228399,0.58402655,-20162553,-79.408416825017
300058,蓝色光标,2016-03-31,12,增持,21291016,1.10249339,19751628,1283.08314732868
002791,坚朗五金,2016-03-31,12,新进,196017,0.09144289,196017,0.09144289
002292,奥飞动漫,2016-03-31,12,增持,3354479,0.2563593,2065835,160.310760768684
600790,轻纺城,2016-03-31,12,减持,314500,0.03003839,-13857456,-97.7808285602919
300506,名家汇,2016-03-31,12,新进,113462,0.09455167,113462,0.09455167
600104,上汽集团,2016-03-31,11,减持,523138,0.00474477,-299749,-36.4265081353819
601398,工商银行,2016-03-31,11,增持,3065245,0.00086003,507579,19.8453981090572
002372,伟星新材,2016-03-31,11,减持,5138369,0.8879315,-1363220,-20.9674896398404
002523,天桥起重,2016-03-31,11,增持,3819797,0.67948687,3806897,29510.8294573643
002349,精华制药,2016-03-31,11,增持,2042049,0.48586108,1419249,227.881984585742
601336,新华保险,2016-03-31,11,增持,1088000,0.03487688,364942,50.47202299124
300113,顺网科技,2016-03-31,11,增持,86400,0.02869418,64800,300
002405,四维图新,2016-03-31,11,减持,289900,0.04074855,-7365661,-96.2132102402423
601198,东兴证券,2016-03-31,11,增持,467300,0.01866214,467300,100
000860,顺鑫农业,2016-03-31,11,减持,2211572,0.3875939,-11922322,-84.3527056308757
603861,白云电器,2016-03-31,11,新进,274120,0.06700561,274120,0.06700561
000895,双汇发展,2016-03-31,10,增持,22351175,0.67713029,1803216,8.77564530861678
000538,云南白药,2016-03-31,10,减持,948335,0.0910635,-6729262,-87.6480232030934
601607,上海医药,2016-03-31,10,增持,359374,0.01336503,3175,0.891355674777301
000776,广发证券,2016-03-31,10,增持,4503600,0.05909393,4468197,12620.9558511991
601998,中信银行,2016-03-31,10,增持,2456255,0.00501944,1856255,309.375833333333
002480,新筑股份,2016-03-31,10,减持,28480048,4.41299168,-2172383,-7.08714750878976
002385,大北农,2016-03-31,10,增持,35128892,0.1062806,2738552,8.45484178307483
600309,万华化学,2016-03-31,10,减持,3309893,0.15307034,-17021854,-83.7205676423182
002568,百润股份,2016-03-31,10,减持,3436148,0.38349866,-2453439,-41.6572333509973
000668,荣丰控股,2016-03-31,10,增持,717132,0.48837018,717132,100
600489,中金黄金,2016-03-31,10,增持,3411018,0.11589374,1030504,43.2891383961615
600015,华夏银行,2016-03-31,10,减持,1201700,0.011246,-2219920,-64.8792092634483
601939,建设银行,2016-03-31,10,增持,15965620,0.006386,2270492,16.5788300773823
600511,国药股份,2016-03-31,10,减持,44900,0.00937759,-2082843,-97.8897827416187
600557,康缘药业,2016-03-31,10,增持,5325612,1.03670103,976743,22.4597015913793
300014,亿纬锂能,2016-03-31,10,减持,11200809,2.62179962,-4900,-0.0437277105803836
