股票代码,股票简称,时间,持有券商家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
600519,贵州茅台,2020-06-30,100,减持,1315711,0.10473753,-132401,-9.14300827560299
000858,五粮液,2020-06-30,74,增持,27864034,0.21769299,2950212,11.8416676493876
600036,招商银行,2020-06-30,72,减持,5807007,0.02302557,-746100,-11.3854389986307
000333,美的集团,2020-06-30,59,减持,7956406,0.11355297,-2442024,-23.484545263083
600887,伊利股份,2020-06-30,59,减持,5807738,0.09545962,-19389063,-76.9504946282665
601888,中国中免,2020-06-30,57,增持,2490168,0.127539,2452768,6558.20320855615
000651,格力电器,2020-06-30,57,减持,3939684,0.06548971,-630925,-13.8039591660542
601318,中国平安,2020-06-30,48,减持,4039123,0.02209558,-4255989,-51.3071915123027
600030,中信证券,2020-06-30,48,增持,5978828,0.04625146,686068,12.9623863541895
300750,宁德时代,2020-06-30,43,减持,1338850,0.06066065,-37660,-2.73590457025376
600872,中炬高新,2020-06-30,43,增持,11557852,1.45083009,4931254,74.4160729230896
601336,新华保险,2020-06-30,38,增持,1393680,0.04467571,34200,2.51566775531821
300450,先导智能,2020-06-30,36,增持,3265566,0.37047603,1685622,106.688718081147
002475,立讯精密,2020-06-30,36,增持,3445170,0.04933037,1910297,124.459613270935
600276,恒瑞医药,2020-06-30,35,减持,1305390,0.02459868,-307742,-19.0772980760409
601166,兴业银行,2020-06-30,31,减持,3781084,0.01820087,-2763204,-42.2231417688219
603583,捷昌驱动,2020-06-30,30,减持,1331178,0.75017522,-1909943,-58.9284695017557
002555,三七互娱,2020-06-30,29,减持,330400,0.01564208,-530164,-61.606574293138
603517,绝味食品,2020-06-30,28,增持,8950878,1.47065833,8674798,3142.13199072733
600600,青岛啤酒,2020-06-30,27,增持,2715072,0.20097015,795647,41.4523620355054
600048,保利地产,2020-06-30,27,增持,6949026,0.05822768,1395771,25.1342861078773
601328,交通银行,2020-06-30,25,减持,7321500,0.00985889,-2320000,-24.0626458538609
601012,隆基股份,2020-06-30,24,减持,14551597,0.38577765,-8705612,-37.4318861734441
000002,万科A,2020-06-30,24,减持,461343655,3.9710302,-60394818,-11.5756880363316
300059,东方财富,2020-06-30,22,减持,1315145,0.01631949,-6749310,-83.6920783859542
601398,工商银行,2020-06-30,22,减持,7749617,0.00217439,-1172283,-13.1393873502281
000661,长春高新,2020-06-30,22,增持,176700,0.0436598,56800,47.372810675563
002695,煌上煌,2020-06-30,21,减持,2751715,0.53600132,-3733461,-57.5691546382087
603730,岱美股份,2020-06-30,21,增持,1041700,0.26003851,1041700,100
002142,宁波银行,2020-06-30,20,减持,4776336,0.0794994,-7286718,-60.4052506106663
603317,天味食品,2020-06-30,20,增持,4425890,0.73878758,3521090,389.156719717065
002624,完美世界,2020-06-30,19,增持,989436,0.07650602,913436,1201.88947368421
600031,三一重工,2020-06-30,18,增持,16655458,0.19682539,5293300,46.5871007954651
600486,扬农化工,2020-06-30,18,减持,8401692,2.71110733,-819577,-8.88789818407857
000725,京东方A,2020-06-30,17,增持,19967800,0.05738137,19397800,3403.12280701754
600426,华鲁恒升,2020-06-30,17,减持,11329523,0.69649005,-9300562,-45.0825190492429
002127,南极电商,2020-06-30,17,减持,4299791,0.17515349,-11743317,-73.1985161478686
002048,宁波华翔,2020-06-30,16,减持,1493807,0.2385407,-216493,-12.6581886218792
600132,重庆啤酒,2020-06-30,16,减持,2347142,0.48497556,-705900,-23.1212017391179
002311,海大集团,2020-06-30,14,增持,15566526,0.9851052,4869497,45.5219575454082
000591,太阳能,2020-06-30,14,持平,109545800,3.64290749,0,0
000063,中兴通讯,2020-06-30,14,增持,1888979,0.04094517,319925,20.3896742878193
601088,中国神华,2020-06-30,14,增持,21425776,0.1077234,14033155,189.826517550406
600803,新奥股份,2020-06-30,14,增持,15583020,1.26757609,5528020,54.9778219791149
300457,赢合科技,2020-06-30,14,增持,31094229,5.5143422,13861931,80.441569661806
601636,旗滨集团,2020-06-30,14,减持,6812035,0.25350378,-29830276,-81.4093739884474
600585,海螺水泥,2020-06-30,13,减持,291773,0.00550589,-671889,-69.7224753077324
000977,浪潮信息,2020-06-30,13,增持,10676602,0.74085494,10313390,2839.49594176404
603899,晨光文具,2020-06-30,13,减持,437592,0.04718342,-3799239,-89.6717145432518
600438,通威股份,2020-06-30,13,增持,75454574,1.75972747,1214892,1.6364455871457
002007,华兰生物,2020-06-30,13,减持,492529,0.02699725,-395986,-44.5671710663298
300760,迈瑞医疗,2020-06-30,13,增持,5026201,0.41344386,4717301,1527.12884428618
603228,景旺电子,2020-06-30,13,增持,157240,0.01846805,84540,116.286107290234
603233,大参林,2020-06-30,13,减持,100920,0.01537616,-1510139,-93.7357973854465
002697,红旗连锁,2020-06-30,13,增持,758800,0.05579413,535200,239.355992844365
603378,亚士创能,2020-06-30,13,增持,362300,0.18598564,310100,594.061302681992
603755,日辰股份,2020-06-30,13,增持,1594633,1.61705047,1439433,927.469716494845
600588,用友网络,2020-06-30,12,增持,722231,0.02223124,707031,4651.51973684211
002352,顺丰控股,2020-06-30,12,减持,547313,0.01230365,-2617868,-82.7083190503166
603208,江山欧派,2020-06-30,12,增持,526110,0.50076682,194210,58.5146128351913
601933,永辉超市,2020-06-30,11,减持,3208200,0.0335219,-7741300,-70.7000319649299
300144,宋城演艺,2020-06-30,11,增持,5967705,0.22823721,2930330,96.4757397423762
600529,山东药玻,2020-06-30,11,减持,594705,0.09995584,-214412,-26.4995050159618
603986,兆易创新,2020-06-30,11,增持,51840,0.01101148,41840,418.4
600305,恒顺醋业,2020-06-30,11,增持,17686216,1.7634089,12644646,250.807704742769
601688,华泰证券,2020-06-30,10,增持,248309593,2.73569646,578300,0.233438413450658
002241,歌尔股份,2020-06-30,10,增持,686000,0.02113954,474300,224.043457723193
601601,中国太保,2020-06-30,10,增持,327005,0.0034147,62331,23.5501031457567
603444,吉比特,2020-06-30,10,减持,17600,0.02449052,-400,-2.22222222222222
002398,垒知集团,2020-06-30,10,增持,3620604,0.52284568,262401,7.81373252301901
300122,智飞生物,2020-06-30,10,减持,1417500,0.08859375,-73566,-4.93378562719558
601966,玲珑轮胎,2020-06-30,10,增持,218000,0.01816639,118500,119.095477386935
600521,华海药业,2020-06-30,10,增持,1078730,0.07415949,787630,270.57025077293
300470,中密控股,2020-06-30,10,增持,2362592,1.20082683,480875,25.5551180119008
600009,上海机场,2020-06-30,9,减持,1014995,0.05267342,-1525114,-60.0412816930297
000001,平安银行,2020-06-30,9,减持,1078100,0.00555553,-1948778,-64.3824428999121
300012,华测检测,2020-06-30,9,增持,1688345,0.10143129,527652,45.460082898751
002050,三花智控,2020-06-30,9,增持,1218510,0.03392248,1011010,487.233734939759
300142,沃森生物,2020-06-30,9,增持,27657901,1.7989616,27520701,20058.8199708455
603259,药明康德,2020-06-30,9,减持,51640,0.00223398,-49540,-48.9622455030638
600809,山西汾酒,2020-06-30,9,增持,189600,0.02175488,124900,193.044822256569
002271,东方雨虹,2020-06-30,9,减持,574900,0.03662285,-815795,-58.6609572911386
601689,拓普集团,2020-06-30,9,增持,1310707,0.12423908,1310707,100
300003,乐普医疗,2020-06-30,9,增持,26822782,1.50549985,7358786,37.8071697096526
002601,龙蟒佰利,2020-06-30,9,增持,534200,0.0262891,157200,41.6976127320955
002027,分众传媒,2020-06-30,8,减持,2839900,0.01934817,-22508253,-88.7964223665527
600183,生益科技,2020-06-30,8,增持,378100,0.01655061,306100,425.138888888889
002001,新和成,2020-06-30,8,减持,1405870,0.06543002,-625560,-30.7940711715393
300171,东富龙,2020-06-30,8,增持,338100,0.0538087,338100,100
002223,鱼跃医疗,2020-06-30,8,增持,17467949,1.74247891,17359749,16044.1303142329
300558,贝达药业,2020-06-30,8,增持,40500,0.01007346,6400,18.7683284457478
002202,金风科技,2020-06-30,7,增持,248000,0.00586972,212400,596.629213483146
600176,中国巨石,2020-06-30,7,增持,1770413,0.05054992,1389513,364.797322131793
600570,恒生电子,2020-06-30,7,增持,41240,0.00394985,33840,457.297297297297
600196,复星医药,2020-06-30,7,增持,1121051,0.04374154,207100,22.6598581324382
000100,TCL集团,2020-06-30,7,增持,7693288,0.05686751,7693288,100
000636,风华高科,2020-06-30,7,增持,281700,0.03146666,281700,100
600612,老凤祥,2020-06-30,7,增持,1226526,0.23446461,1013260,475.115583355997
300285,国瓷材料,2020-06-30,7,增持,214700,0.02228701,35200,19.6100278551532
300383,光环新网,2020-06-30,7,增持,194000,0.01257177,21500,12.463768115942
300285,国瓷材料,2020-06-30,7,增持,214700,0.02228701,35200,19.6100278551532
300731,科创新源,2020-06-30,7,增持,3936500,3.15256577,18200,0.464487150039558
600612,老凤祥,2020-06-30,7,增持,1226526,0.23446461,1013260,475.115583355997
002008,大族激光,2020-06-30,6,增持,227000,0.02127319,226300,32328.5714285714
600900,长江电力,2020-06-30,6,增持,602200,0.00273727,589300,4568.21705426357
601668,中国建筑,2020-06-30,6,减持,6974400,0.01661954,-2497092,-26.3642940309721
603019,中科曙光,2020-06-30,6,减持,68520,0.00526247,-285805,-80.6618217737952
600406,国电南瑞,2020-06-30,6,增持,1117800,0.02418465,136500,13.9101192295934
300413,芒果超媒,2020-06-30,6,减持,26120,0.00146711,-16030,-38.0308422301305
600584,长电科技,2020-06-30,6,增持,237300,0.01480466,201100,555.524861878453
600298,安琪酵母,2020-06-30,6,减持,109491,0.01328644,-137588,-55.6858332759967
601818,光大银行,2020-06-30,6,减持,3415000,0.00650609,-938100,-21.5501596563369
002589,瑞康医药,2020-06-30,6,持平,5834923,0.38777712,0,0
300253,卫宁健康,2020-06-30,6,减持,165150,0.00773964,-348650,-67.8571428571429
600873,梅花生物,2020-06-30,6,减持,16651078,0.53712777,-1628349,-8.90809651746742
002463,沪电股份,2020-06-30,6,增持,11169714,0.64762576,11169714,100
002541,鸿路钢构,2020-06-30,6,减持,194800,0.03719554,-153200,-44.0229885057471
000860,顺鑫农业,2020-06-30,6,减持,196600,0.02650428,-279120,-58.673169091062
002705,新宝股份,2020-06-30,6,增持,660439,0.08240316,482739,271.659538548115
002812,恩捷股份,2020-06-30,6,增持,144100,0.0178924,114600,388.474576271186
300298,三诺生物,2020-06-30,6,减持,5516926,0.97590345,-4150056,-42.930213379936
002553,南方轴承,2020-06-30,6,增持,10191724,2.92865632,6823100,202.548577698194
688363,华熙生物,2020-06-30,6,减持,31303,0.00652146,-19771,-38.7104984923836
600999,招商证券,2020-06-30,5,增持,497700,0.007429,497700,100
600104,上汽集团,2020-06-30,5,增持,151000,0.00129243,114400,312.568306010929
000895,双汇发展,2020-06-30,5,减持,140800,0.00424188,-463771,-76.7107585378723
603599,广信股份,2020-06-30,5,持平,8850645,1.9046788,0,0
300136,信维通信,2020-06-30,5,增持,101500,0.01047861,101500,100
000425,徐工机械,2020-06-30,5,增持,3337000,0.04259818,3251400,3798.36448598131
300078,思创医惠,2020-06-30,5,增持,1197400,0.13772534,1197400,100
002304,洋河股份,2020-06-30,5,减持,128300,0.00851367,-2531788,-95.1768512921377
300842,帝科股份,2020-06-30,5,新进,101512,0.101512,101512,0.101512
600016,民生银行,2020-06-30,5,减持,953384,0.00217755,-7033716,-88.0634523168609
300433,蓝思科技,2020-06-30,5,减持,157017,0.00358171,-47400,-23.1878953316016
600027,华电国际,2020-06-30,5,减持,336500,0.00341175,-2484100,-88.0699142026519
002273,水晶光电,2020-06-30,5,减持,156000,0.01281115,-167200,-51.7326732673267
600195,中牧股份,2020-06-30,5,增持,403600,0.04764329,403600,100
002138,顺络电子,2020-06-30,5,增持,83200,0.0103185,63200,316
601138,工业富联,2020-06-30,5,增持,230100,0.0011579,96800,72.6181545386347
002714,牧原股份,2020-06-30,5,减持,201560,0.00537803,-24640,-10.8930150309461
601899,紫金矿业,2020-06-30,5,减持,1467600,0.00578313,-34047607,-95.8676856367471
001979,招商蛇口,2020-06-30,5,增持,1337600,0.01688395,439800,48.9864112274449
300015,爱尔眼科,2020-06-30,5,增持,1890893,0.04695358,1241565,191.207679323855
300014,亿纬锂能,2020-06-30,5,增持,126714,0.00688505,91614,261.008547008547
002685,华东重机,2020-06-30,5,增持,24951145,2.47607192,8428571,51.0124572599887
