股票代码,股票简称,时间,持有券商家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
600276,恒瑞医药,2016-06-30,67,增持,23537594,1.0025541,6237555,36.055149933477
601611,中国核建,2016-06-30,64,新进,440606,0.01678515,440606,0.01678515
000651,格力电器,2016-06-30,48,减持,46227798,0.76844858,-195335,-0.420770825614032
600066,宇通客车,2016-06-30,48,减持,56434093,2.54903535,-5040937,-8.19997485157795
002415,海康威视,2016-06-30,48,增持,45883291,0.75179584,15409250,50.5651679079909
000858,五粮液,2016-06-30,45,增持,8028853,0.21151012,620219,8.37157025168202
000002,万科A,2016-06-30,44,减持,493198135,4.4677176,-2841732,-0.572883792019886
002400,省广股份,2016-06-30,41,增持,43134810,3.66750626,30023321,228.984831547355
600887,伊利股份,2016-06-30,38,增持,38429715,0.63365185,6772433,21.3929705020159
000568,泸州老窖,2016-06-30,35,减持,32663958,2.32939209,-2746769,-7.75688395214253
601166,兴业银行,2016-06-30,35,增持,52304216,0.27452916,30846750,143.757655260878
300508,维宏股份,2016-06-30,34,新进,88349,0.00388596,88349,0.00388596
601318,中国平安,2016-06-30,33,增持,30768110,0.16831349,16183361,110.960846840765
000333,美的集团,2016-06-30,32,增持,16892505,0.26292103,13091474,344.419027363892
600519,贵州茅台,2016-06-30,32,增持,481866,0.03835908,118560,32.6336476689072
601127,小康股份,2016-06-30,31,新进,1012709,0.11346879,1012709,0.11346879
600036,招商银行,2016-06-30,29,增持,44456608,0.17627629,29645830,200.1638941587
603131,上海沪工,2016-06-30,28,新进,110505,0.110505,110505,0.110505
000625,长安汽车,2016-06-30,27,减持,1413400,0.03031171,-3859647,-73.1957632844919
002799,环球印务,2016-06-30,27,新进,146561,0.146561,146561,0.146561
002142,宁波银行,2016-06-30,26,增持,1930371,0.04949929,1470371,319.645869565217
300515,三德科技,2016-06-30,26,新进,123808,0.123808,123808,0.123808
002470,金正大,2016-06-30,24,增持,64396474,2.05098288,29220824,83.0711699712727
603737,三棵树,2016-06-30,24,新进,30566,0.030566,30566,0.030566
300180,华峰超纤,2016-06-30,23,增持,1223000,0.25747369,622400,103.629703629704
002065,东华软件,2016-06-30,23,增持,7850070,0.50174242,9768,0.124587037591154
300059,东方财富,2016-06-30,23,减持,2569569,0.07221296,-150383,-5.52888433325294
601688,华泰证券,2016-06-30,22,增持,18324643,0.25583182,13987233,322.478921752843
600622,嘉宝集团,2016-06-30,22,增持,1208750,0.17707873,449904,59.2879187608553
002563,森马服饰,2016-06-30,22,增持,3140098,0.11653558,865984,38.0800610699376
002078,太阳纸业,2016-06-30,21,增持,20618867,0.8128432,17118867,489.110485714286
600016,民生银行,2016-06-30,20,增持,77964480,0.21368709,39865503,104.63667567767
600900,长江电力,2016-06-30,20,增持,2158040,0.00980926,1452502,205.871547670005
300070,碧水源,2016-06-30,20,增持,195993686,0.95558889,127881237,187.750167373955
002376,新北洋,2016-06-30,20,减持,13675601,2.16560819,-1107958,-7.49452821204962
000895,双汇发展,2016-06-30,19,增持,23640202,0.71618146,1289027,5.76715541800375
600649,城投控股,2016-06-30,19,增持,80714112,2.70170634,17387171,27.4561990922631
000917,电广传媒,2016-06-30,19,增持,4145400,0.29243282,1895000,84.207252044081
002271,东方雨虹,2016-06-30,19,增持,10771324,1.29666657,8251524,327.467418049052
300017,网宿科技,2016-06-30,19,增持,1133012,0.14282552,330237,41.1369312696584
600373,中文传媒,2016-06-30,18,增持,1690383,0.12267464,1394383,471.075337837838
002281,光迅科技,2016-06-30,18,增持,1190323,0.56755402,1111323,1406.73797468354
000963,华东医药,2016-06-30,18,减持,501856,0.10325018,-947581,-65.3757976372895
600703,三安光电,2016-06-30,18,减持,75017298,2.94299096,-6331876,-7.78357749520604
600557,康缘药业,2016-06-30,18,增持,5748145,0.93246057,422533,7.93398016979082
000001,平安银行,2016-06-30,17,增持,3979367,0.02317573,151452,3.95651418592106
600741,华域汽车,2016-06-30,17,减持,50009343,1.26400577,-11780759,-19.065770436825
601818,光大银行,2016-06-30,17,减持,2190251,0.00469215,-4494170,-67.2334971121657
000876,新希望,2016-06-30,17,增持,640500,0.0153662,584300,1039.67971530249
002172,澳洋科技,2016-06-30,17,减持,5337745,0.76815185,-2747869,-33.9846670889805
300011,鼎汉技术,2016-06-30,16,减持,301600,0.05699456,-103068,-25.4697678096613
600498,烽火通信,2016-06-30,16,增持,5312097,0.50751219,3529941,198.071380956549
002074,国轩高科,2016-06-30,16,减持,1987200,0.22675871,-1735710,-46.6224002191834
000661,长春高新,2016-06-30,16,增持,459708,0.27023802,284719,162.706798713062
000538,云南白药,2016-06-30,15,增持,1306118,0.12541949,357783,37.7274908128457
601009,南京银行,2016-06-30,15,增持,52478618,0.86616675,22621088,75.7634271823557
000596,古井贡酒,2016-06-30,15,增持,925076,0.18369262,925076,100
601222,林洋能源,2016-06-30,15,减持,714118,0.14343572,-478545,-40.12407528363
002081,金螳螂,2016-06-30,15,减持,3252164,0.12303384,-362514,-10.0289431036457
002019,亿帆鑫富,2016-06-30,15,增持,9780319,0.88847528,7916733,424.811787596601
600566,济川药业,2016-06-30,15,增持,8634109,1.06643443,4137004,91.9926041308798
600525,长园集团,2016-06-30,15,减持,728480,0.05527086,-22906,-3.04849970587687
002295,精艺股份,2016-06-30,15,增持,221750,0.08813592,171750,343.5
600837,海通证券,2016-06-30,14,增持,227219357,1.97552846,218832086,2609.09759563033
600115,东方航空,2016-06-30,14,增持,492400,0.00340346,161900,48.9863842662632
601988,中国银行,2016-06-30,14,增持,5099856,0.00173235,2776756,119.5280444234
600028,中国石化,2016-06-30,14,减持,182586310,0.15080902,-20915395,-10.2777492699631
600893,中航动力,2016-06-30,14,增持,27041906,1.38767617,2258955,9.11495568062092
601633,长城汽车,2016-06-30,14,增持,8492250,0.09304263,579750,7.32701421800948
002597,金禾实业,2016-06-30,14,增持,2128739,0.37703596,2066739,3333.45
002714,牧原股份,2016-06-30,14,减持,632900,0.12244786,-4262268,-87.0709238171193
600004,白云机场,2016-06-30,14,减持,26864365,2.33603176,-3020465,-10.1070175068756
601777,力帆股份,2016-06-30,14,减持,9666375,0.76939938,-17726917,-64.7126201553285
600104,上汽集团,2016-06-30,13,减持,454538,0.00412258,-68600,-13.1131747263628
