股票代码,股票简称,时间,持有券商家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
601318,中国平安,2017-09-30,106,减持,28415958,0.15544628,-22432823,-44.1167370364296
600036,招商银行,2017-09-30,97,减持,24316383,0.09641764,-5586920,-18.6832872609424
600887,伊利股份,2017-09-30,91,增持,103580137,1.70390092,12353457,13.5414957554084
000333,美的集团,2017-09-30,70,增持,50309131,0.76832856,15848436,45.98989080168
002271,东方雨虹,2017-09-30,66,增持,48014492,5.44473657,16854895,54.0921469555592
600519,贵州茅台,2017-09-30,57,增持,497758,0.03962414,35607,7.70462467894692
601398,工商银行,2017-09-30,47,减持,205740129,0.0577263,-62420040,-23.277148218086
000858,五粮液,2017-09-30,46,增持,5486684,0.14453983,2679388,95.4437294820354
601688,华泰证券,2017-09-30,43,增持,9023651,0.12597992,7037651,354.36309164149
600566,济川药业,2017-09-30,39,增持,16976907,2.0968878,4966459,41.3511552608196
601166,兴业银行,2017-09-30,35,增持,16689279,0.08033657,5573281,50.1374775346307
300408,三环集团,2017-09-30,35,增持,9923222,0.57427702,7986543,412.383415114224
601288,农业银行,2017-09-30,34,减持,21686638,0.00667703,-6680597,-23.5503989021137
600048,保利地产,2017-09-30,34,减持,20886193,0.17612933,-1501342,-6.7061514365025
600585,海螺水泥,2017-09-30,34,增持,4551769,0.08589375,3536449,348.308809045424
000002,万科A,2017-09-30,32,增持,461197873,4.17783789,1170002,0.254332851063278
000001,平安银行,2017-09-30,31,增持,6179400,0.03598866,1435051,30.2475850743695
002174,游族网络,2017-09-30,31,增持,25199097,2.92565386,7794138,44.7811339285545
300144,宋城演艺,2017-09-30,30,增持,23966687,1.64990763,1782395,8.03449125173794
600004,白云机场,2017-09-30,29,增持,49628084,2.39827922,19397575,64.1655587075957
601211,国泰君安,2017-09-30,29,增持,4391392,0.05039506,2770309,170.892483605096
600066,宇通客车,2017-09-30,28,增持,61829663,2.79274439,11233805,22.2030131399294
600030,中信证券,2017-09-30,28,减持,3454348,0.02850847,-5571247,-61.7271991486434
000651,格力电器,2017-09-30,27,减持,3857759,0.06412785,-6998473,-64.4650280134028
601668,中国建筑,2017-09-30,27,减持,105127812,0.35042604,-9042915,-7.92051976685758
601012,隆基股份,2017-09-30,27,减持,25103101,1.2577392,-4680240,-15.7142880645929
002008,大族激光,2017-09-30,26,增持,16832793,1.57748489,12341801,274.812357715177
002589,瑞康医药,2017-09-30,26,减持,52273801,3.47401057,-3260416,-5.87100381734022
600104,上汽集团,2017-09-30,24,增持,14062892,0.1203658,10514333,296.298666585507
600660,福耀玻璃,2017-09-30,24,增持,21170800,0.84392298,12025396,131.491140249244
000963,华东医药,2017-09-30,23,增持,709115,0.07294547,179932,34.0018481319317
600276,恒瑞医药,2017-09-30,23,增持,6626385,0.23523818,1503809,29.3564995424177
000568,泸州老窖,2017-09-30,22,减持,3713433,0.25351948,-8077668,-68.5064778937947
601601,中国太保,2017-09-30,22,减持,1289512,0.01422989,-72162,-5.2995063429279
002191,劲嘉股份,2017-09-30,22,减持,47503034,3.63716059,-4291397,-8.28544095792847
002202,金风科技,2017-09-30,21,减持,4239888,0.11922511,-36926312,-89.7005601682934
002241,歌尔股份,2017-09-30,21,减持,43314528,1.33476549,-1364253,-3.05346961010418
000786,北新建材,2017-09-30,21,增持,10371515,0.57987434,9537352,1143.34392678649
000591,太阳能,2017-09-30,21,增持,91731614,3.05050293,1844641,2.05217835069382
601939,建设银行,2017-09-30,21,增持,16200805,0.00648006,5522777,51.7209451033468
000895,双汇发展,2017-09-30,20,增持,7065793,0.2141436,3597123,103.703234957491
000063,中兴通讯,2017-09-30,20,增持,3251338,0.07754811,11780,0.36362985320837
000961,中南建设,2017-09-30,20,减持,126330144,3.40531903,-33751600,-21.0839781955399
002027,分众传媒,2017-09-30,20,减持,33317762,0.27239159,-17402809,-34.3111456690817
601988,中国银行,2017-09-30,20,增持,17004700,0.00577628,7324977,75.673415447942
600309,万华化学,2017-09-30,20,增持,844332,0.03088252,343791,68.6838840374715
601799,星宇股份,2017-09-30,20,增持,3125320,1.13172582,281541,9.90024189643429
600176,中国巨石,2017-09-30,20,增持,36826819,1.26180215,29739577,419.621299794758
002572,索菲亚,2017-09-30,19,减持,5050102,0.54688738,-388417,-7.14196272919153
601233,桐昆股份,2017-09-30,19,增持,6842442,0.55542174,6688167,4335.22411278561
002179,中航光电,2017-09-30,18,减持,2532826,0.32020001,-5107856,-66.8507863565059
002555,三七互娱,2017-09-30,18,增持,21948200,1.0217443,17647129,410.296156468935
600741,华域汽车,2017-09-30,18,增持,1332776,0.04227378,625859,88.5335902234633
601328,交通银行,2017-09-30,17,增持,7242100,0.009752,5012900,224.874394401579
600031,三一重工,2017-09-30,17,减持,138537134,1.81246291,-7525176,-5.15203134881271
600028,中国石化,2017-09-30,17,增持,98731384,0.08154818,9911189,11.1587111467161
600584,长电科技,2017-09-30,17,减持,2006735,0.14757097,-149467,-6.93195720994601
002127,南极电商,2017-09-30,17,增持,6035984,0.39239048,5474784,975.549536707056
601600,中国铝业,2017-09-30,17,增持,4077462,0.02735854,2327462,132.997828571429
002262,恩华药业,2017-09-30,17,增持,4580190,0.45386746,3600613,367.568144209184
002466,天齐锂业,2017-09-30,16,增持,527099,0.05300905,65318,14.1448002408068
600352,浙江龙盛,2017-09-30,16,增持,33636503,1.03390937,3078601,10.074647794865
600068,葛洲坝,2017-09-30,16,增持,26566787,0.57693967,18120970,214.555560462653
600557,康缘药业,2017-09-30,16,增持,19958469,3.23765066,710378,3.69064132126142
002152,广电运通,2017-09-30,16,增持,44818094,1.84521216,1158629,2.65378652715969
600699,均胜电子,2017-09-30,16,减持,10825551,1.14038517,-205406,-1.86208685248252
000807,云铝股份,2017-09-30,16,增持,55052389,2.11184478,1350549,2.51490265510456
002078,太阳纸业,2017-09-30,16,增持,18026776,0.71087558,17585776,3987.70430839002
601933,永辉超市,2017-09-30,16,减持,10814200,0.1129956,-4538110,-29.5597861168775
000725,京东方A,2017-09-30,15,增持,14031000,0.04032082,5460600,63.7146457574909
002304,洋河股份,2017-09-30,15,增持,1783667,0.11835975,1271051,247.953828987
601111,中国国航,2017-09-30,15,增持,41294166,0.28430079,36673144,793.615438316459
600837,海通证券,2017-09-30,15,增持,193821941,1.68515906,329900,0.170497968957803
601169,北京银行,2017-09-30,15,增持,10065788,0.05516101,5595642,125.178059061158
000860,顺鑫农业,2017-09-30,15,增持,15107415,2.64768313,7164919,90.2099163789318
002573,清新环境,2017-09-30,15,减持,24055849,2.23250183,-505734,-2.05904480993754
300347,泰格医药,2017-09-30,14,增持,16019499,2.45453019,381671,2.44069061253264
002051,中工国际,2017-09-30,14,增持,2710126,0.24354683,2625966,3120.20674904943
002142,宁波银行,2017-09-30,14,增持,6781768,0.13376976,3094468,83.9223279906707
002422,科伦药业,2017-09-30,13,减持,11220712,0.7792161,-8124076,-41.9962007337584
000862,银星能源,2017-09-30,13,增持,631890,0.08948774,369050,140.408613605235
300296,利亚德,2017-09-30,13,增持,3433045,0.21075712,2816745,457.041213694629
600418,江淮汽车,2017-09-30,13,减持,27018221,1.42703468,-6320952,-18.9595344791546
600016,民生银行,2017-09-30,12,减持,2401907,0.00658321,-18316649,-88.4069768182686
002035,华帝股份,2017-09-30,12,减持,1760454,0.30260721,-353672,-16.7289934469374
000402,金融街,2017-09-30,12,增持,27874351,0.9325863,20362925,271.092666026398
002583,海能达,2017-09-30,12,增持,29001967,1.65978097,685719,2.42164498629903
600258,首旅酒店,2017-09-30,12,减持,1830068,0.22434376,-1423279,-43.7481461399599
600690,青岛海尔,2017-09-30,12,增持,9326000,0.15295038,8502600,1032.62084041778
600703,三安光电,2017-09-30,12,减持,3435417,0.08423391,-41439196,-92.3444086303318
601818,光大银行,2017-09-30,12,减持,7822491,0.01675802,-2462104,-23.9397273300504
000639,西王食品,2017-09-30,12,增持,11105096,2.44320167,1726640,18.4107064105222
002024,苏宁云商,2017-09-30,12,减持,15872100,0.17048371,-11520038,-42.0560016162302
002250,联化科技,2017-09-30,12,增持,12894805,1.39267484,6633908,105.957788476635
002311,海大集团,2017-09-30,12,减持,5241643,0.33259894,-15202319,-74.3609237778861
002415,海康威视,2017-09-30,12,增持,113733107,1.23236287,102045045,873.070702397027
000703,恒逸石化,2017-09-30,11,减持,34388792,2.08616137,-970000,-2.74330638897392
002517,恺英网络,2017-09-30,11,增持,15325560,1.06797453,6124224,66.5579867967
002385,大北农,2017-09-30,11,减持,49037380,0.01712545,-3381771,-6.45140361010425
000783,长江证券,2017-09-30,11,增持,25708182,0.46493051,269788,1.06055437304729
601006,大秦铁路,2017-09-30,11,增持,84707681,0.56977781,279000,0.330456423925419
000776,广发证券,2017-09-30,11,增持,1452661,0.01906106,505461,53.3637035472973
600487,亨通光电,2017-09-30,11,减持,2306500,0.16962358,-5054,-0.218640793163387
000301,东方市场,2017-09-30,11,增持,121600,0.00998165,77100,173.258426966292
600029,南方航空,2017-09-30,11,增持,65128227,0.6455899,11425843,21.2762304928586
600801,华新水泥,2017-09-30,11,增持,1134400,0.07574931,139200,13.9871382636656
600869,智慧能源,2017-09-30,11,增持,39078239,1.76079441,15157785,63.3674636777379
601989,中国重工,2017-09-30,11,增持,3853407,0.02019616,3362407,684.807942973523
603799,华友钴业,2017-09-30,11,减持,6867861,1.15878721,-357815,-4.95199341902405
603885,吉祥航空,2017-09-30,11,减持,13063368,0.72694882,-197951,-1.49269465578801
600060,海信电器,2017-09-30,10,减持,3189431,0.24375062,-19704218,-86.068489999126
002110,三钢闽光,2017-09-30,10,减持,91253110,6.64328161,-16800,-0.018406942660511
000661,长春高新,2017-09-30,10,减持,299267,0.17592323,-1691191,-84.9649176219745
600426,华鲁恒升,2017-09-30,10,减持,21623993,1.33441748,-517543,-2.33743042939749
600151,航天机电,2017-09-30,10,减持,16034968,1.11800189,-19149992,-54.4266413831364
600138,中青旅,2017-09-30,10,减持,1186300,0.1638898,-1001376,-45.7735057659361
