股票代码,股票简称,时间,持有券商家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
601318,中国平安,2019-06-30,119,减持,23978121,0.13116957,-5641697,-19.0470346576741
600887,伊利股份,2019-06-30,112,减持,54139700,0.88795451,-22368447,-29.2366863884444
600519,贵州茅台,2019-06-30,83,增持,1672690,0.13315497,920260,122.305064922983
000858,五粮液,2019-06-30,75,增持,30983869,0.29806781,7570914,32.33643083498
000651,格力电器,2019-06-30,63,增持,4461423,0.07416261,11130,0.25009589256258
000333,美的集团,2019-06-30,60,增持,20113480,0.28974771,19586624,3717.64277145937
601398,工商银行,2019-06-30,46,增持,57551083,0.01614761,43190717,300.763344054044
600048,保利地产,2019-06-30,44,减持,16795092,0.14119419,-2849615,-14.5057648352811
002304,洋河股份,2019-06-30,43,增持,5324805,0.35334092,4504809,549.369631071371
601166,兴业银行,2019-06-30,41,减持,3638905,0.01751644,-11702639,-76.2807120326351
000895,双汇发展,2019-06-30,40,增持,6274910,0.19017423,4121135,191.34473192418
600036,招商银行,2019-06-30,40,增持,7352277,0.02915272,1444762,24.4563407794987
000002,万科A,2019-06-30,36,减持,467801748,4.13905353,-2806451,-0.59634553880775
601939,建设银行,2019-06-30,34,增持,25335158,0.01013364,23839340,1593.73265998938
601888,中国国旅,2019-06-30,33,增持,1697954,0.08696416,605704,55.4547035934997
600276,恒瑞医药,2019-06-30,33,增持,3836857,0.0867514800000001,310356,8.8006780658789
002271,东方雨虹,2019-06-30,33,减持,26263454,1.76018599,-53010,-0.201432836873525
600426,华鲁恒升,2019-06-30,29,增持,60055295,3.69193958,4097728,7.32292024061732
002127,南极电商,2019-06-30,28,减持,53508880,2.17970284,-3510262,-6.15628695359885
601933,永辉超市,2019-06-30,27,增持,129013236,1.3480356,125495236,3567.23240477544
300144,宋城演艺,2019-06-30,26,减持,12101203,0.83306747,-600517,-4.72784000906964
000661,长春高新,2019-06-30,26,增持,348039,0.20459371,274454,372.975470544269
601155,新城控股,2019-06-30,26,减持,29400781,1.30280794,-4038234,-12.0764143321805
000001,平安银行,2019-06-30,25,增持,22066791,0.12851639,19906561,921.501923406304
600009,上海机场,2019-06-30,24,增持,1747154,0.09066899,1705754,4120.17874396135
601288,农业银行,2019-06-30,24,减持,19621985,0.00560652,-14397937,-42.3220752828299
603899,晨光文具,2019-06-30,24,减持,2578604,0.28028303,-497096,-16.162044412654
600585,海螺水泥,2019-06-30,23,减持,632870,0.01194251,-736462,-53.7825742770928
002223,鱼跃医疗,2019-06-30,23,减持,4538159,0.45269463,-148200,-3.16236976296524
002372,伟星新材,2019-06-30,23,增持,16424130,1.04405278,15859030,2806.4112546452
600030,中信证券,2019-06-30,22,减持,4525740,0.03735063,-765112,-14.4610357651282
600690,海尔智家,2019-06-30,22,减持,17264344,0.27109112,-32357904,-65.2084605276246
600741,华域汽车,2019-06-30,22,增持,1996402,0.06332308,1242907,164.952255821207
600803,新奥股份,2019-06-30,22,增持,24683702,2.00785665,6672175,37.0439163764405
000063,中兴通讯,2019-06-30,21,减持,921667,0.02198283,-1927525,-67.6516359725845
600352,浙江龙盛,2019-06-30,21,减持,35015540,1.07629781,-5097730,-12.7083381634058
000961,中南建设,2019-06-30,21,增持,13087360,0.35277911,2422337,22.7129092923663
601012,隆基股份,2019-06-30,21,增持,9219809,0.25438082,8835509,2299.11761644549
002415,海康威视,2019-06-30,21,减持,95104703,1.01738496,-20754369,-17.9134604150808
300369,绿盟科技,2019-06-30,21,增持,31366003,3.91688314,1268119,4.21331612547912
601328,交通银行,2019-06-30,19,增持,8417600,0.01133488,1100362,15.0379419119619
002475,立讯精密,2019-06-30,19,减持,5934513,0.14423004,-663538,-10.0565757979137
002179,中航光电,2019-06-30,19,减持,3403294,0.33101525,-2848136,-45.5597519287587
002690,美亚光电,2019-06-30,19,增持,19619086,2.90223165,1216087,6.60809143118467
600660,福耀玻璃,2019-06-30,19,增持,1131338,0.04509807,892300,373.287929115873
002311,海大集团,2019-06-30,19,增持,13839528,0.87543691,6416248,86.4341369313834
600176,中国巨石,2019-06-30,19,减持,62320494,1.77941272,-1214356,-1.9113226835351
002142,宁波银行,2019-06-30,19,增持,32454475,0.60420065,13668402,72.7581650513122
300015,爱尔眼科,2019-06-30,18,增持,1789115,0.0577433,1444565,419.26135539109
601818,光大银行,2019-06-30,18,增持,3497500,0.00666327,1723400,97.1422129530466
601818,光大银行,2019-06-30,18,增持,3497500,0.00666327,1723400,97.1422129530466
601336,新华保险,2019-06-30,18,减持,738700,0.02367973,-1432894,-65.9835125718712
601877,正泰电器,2019-06-30,17,增持,31949837,1.48518242,5493150,20.7628037478767
600104,上汽集团,2019-06-30,17,增持,651278,0.00557436,27678,4.43842206542655
000568,泸州老窖,2019-06-30,17,减持,8334632,0.56901302,-2000637,-19.3573771519638
002422,科伦药业,2019-06-30,16,减持,1105042,0.07675042,-9977840,-90.0292902153068
002241,歌尔股份,2019-06-30,16,增持,2119400,0.06531071,1825900,622.112436115843
601555,东吴证券,2019-06-30,16,增持,424800,0.01416001,424800,100
600968,海油发展,2019-06-30,16,新进,3662070,0.03602589,3662070,0.03602589
600258,首旅酒店,2019-06-30,16,减持,1614296,0.16343611,-10248262,-86.3916703294517
002672,东江环保,2019-06-30,16,减持,21369237,2.43034646,-5306133,-19.891506659514
300529,健帆生物,2019-06-30,16,增持,2575688,0.61501563,1740688,208.465628742515
600837,海通证券,2019-06-30,16,增持,476000,0.00413852,298459,168.107085124
600170,上海建工,2019-06-30,16,增持,1026284,0.01152558,588284,134.311415525114
600886,国投电力,2019-06-30,16,增持,5072680,0.07475189,133002,2.69252368271778
601688,华泰证券,2019-06-30,15,增持,249779693,0.02461371,1303424,0.524566794746906
000963,华东医药,2019-06-30,15,增持,9361830,0.53501993,8942623,2133.22368185646
002027,分众传媒,2019-06-30,15,增持,32667309,0.22256147,7351311,29.0382034316798
600031,三一重工,2019-06-30,15,减持,744996,0.00889539,-11887415,-94.1025034730108
600315,上海家化,2019-06-30,15,增持,15518744,2.31192246,6188033,66.3189868381949
601211,国泰君安,2019-06-30,15,增持,1641834,0.01843113,1636534,30878
600566,济川药业,2019-06-30,15,增持,10001935,1.22734908,1591856,18.9279553735464
601799,星宇股份,2019-06-30,15,减持,3441135,1.2460872,-35310,-1.01569275509896
000591,太阳能,2019-06-30,14,持平,109545800,3.64290749,0,0
600486,扬农化工,2019-06-30,14,增持,10700031,3.45274887,3980263,59.2321490860994
600612,老凤祥,2019-06-30,14,减持,11720993,2.24060316,-6104271,-34.245052415493
600000,浦发银行,2019-06-30,13,增持,477800,0.00162783,319300,201.451104100946
601668,中国建筑,2019-06-30,13,增持,92041886,0.21924515,8529940,10.2140357260984
300166,东方国信,2019-06-30,13,增持,21342912,2.01980828,20158096,1701.36932654522
600529,山东药玻,2019-06-30,13,增持,11507326,1.9341092,4505703,64.3522651819442
300450,先导智能,2019-06-30,12,增持,2235699,0.25360217,207256,10.2174919383981
600066,宇通客车,2019-06-30,12,减持,13444751,0.60727733,-12255570,-47.6864471848426
600271,航天信息,2019-06-30,12,减持,242500,0.01302001,-108000,-30.8131241084165
300457,赢合科技,2019-06-30,12,减持,12746238,3.38992564,-3000,-0.0235308180771274
600745,闻泰科技,2019-06-30,12,增持,7766781,1.21876521,3285943,73.333224722697
603605,珀莱雅,2019-06-30,11,增持,1078897,0.53579889,823431,322.325084355648
600873,梅花生物,2019-06-30,10,减持,12778401,0.41112232,-28880311,-69.3259815617919
600016,民生银行,2019-06-30,10,增持,720284,0.00164514,298100,70.6090235537112
600570,恒生电子,2019-06-30,10,增持,143403,0.01785516,25501,21.6289800003393
601021,春秋航空,2019-06-30,10,增持,12235473,1.33444253,12027573,5785.2683982684
