股票代码,股票简称,时间,持有券商家数,持股变化,持股总数,占本股比例,持股变动数值,持股变动比例%
601318,中国平安,2018-03-31,100,减持,12873846,0.07042493,-13557755,-51.2937335880638
000333,美的集团,2018-03-31,89,减持,46122041,0.70051463,-7294920,-13.6565612558902
002271,东方雨虹,2018-03-31,67,减持,51561359,5.84691036,-1214732,-2.30167103509049
600036,招商银行,2018-03-31,65,减持,21437738,0.08500346,-2745547,-11.3530771357158
600887,伊利股份,2018-03-31,57,减持,71492384,1.17615319,-12551325,-14.9342825885992
300124,汇川技术,2018-03-31,49,增持,40062330,2.40735365,3570892,9.78556120479549
601398,工商银行,2018-03-31,48,增持,34858486,0.00978056,6983305,25.0520525768066
600519,贵州茅台,2018-03-31,46,减持,383855,0.03055687,-2330,-0.603337778525836
600048,保利地产,2018-03-31,45,减持,12409734,0.10464892,-8378907,-40.305217642654
000651,格力电器,2018-03-31,41,减持,4379498,0.07280075,-1381094,-23.9748623058186
002027,分众传媒,2018-03-31,41,增持,49634286,0.40578845,8061963,19.3926209030946
600566,济川药业,2018-03-31,41,减持,10742932,1.32690382,-2509240,-18.9345565391092
600138,中青旅,2018-03-31,41,增持,14930559,2.06268775,8804985,143.741386521492
300059,东方财富,2018-03-31,39,增持,4636981,0.10811888,108677,2.39994929669033
000963,华东医药,2018-03-31,38,增持,2119832,0.2180636,628878,42.1795709324365
600176,中国巨石,2018-03-31,37,增持,67006925,2.29586709,27040464,67.6578894488556
002008,大族激光,2018-03-31,36,增持,23076549,2.16261839,3806790,19.7552548529538
601288,农业银行,2018-03-31,36,减持,14467969,0.00445452,-9616466,-39.9281361593079
600585,海螺水泥,2018-03-31,35,增持,3681224,0.06946623,558720,17.8933317619449
000703,恒逸石化,2018-03-31,32,减持,27135256,1.64613291,-1479442,-5.17021706816546
002179,中航光电,2018-03-31,30,增持,7055471,0.89199411,2426408,52.4168282004371
601166,兴业银行,2018-03-31,30,增持,20069291,0.09660686,1149336,6.07472903608915
300027,华谊兄弟,2018-03-31,29,增持,2930900,0.10563682,2890900,7227.25
300251,光线传媒,2018-03-31,26,增持,803500,0.02738947,787500,4921.875
300133,华策影视,2018-03-31,26,减持,472200,0.02668244,-1674074,-77.9990811983931
002202,金风科技,2018-03-31,25,增持,58176561,1.63591774,2125543,3.79215770889299
600309,万华化学,2018-03-31,25,增持,786628,0.02877193,40108,5.37266248727429
300296,利亚德,2018-03-31,25,增持,2630307,0.1551574,623136,31.0454864084824
601111,中国国航,2018-03-31,24,减持,13475110,0.09277302,-12375391,-47.8729251707733
601668,中国建筑,2018-03-31,24,减持,6214755,0.02071583,-94148805,-93.807757516772
600028,中国石化,2018-03-31,23,减持,108553956,0.08966124,-42321172,-28.0504630292675
000858,五粮液,2018-03-31,23,减持,6007624,0.15826336,-1075418,-15.1829962324097
600612,老凤祥,2018-03-31,23,减持,9221949,1.76288203,-719968,-7.24174221128581
002078,太阳纸业,2018-03-31,22,增持,29732063,1.14681141,11819678,65.9860649489166
601939,建设银行,2018-03-31,22,减持,12101353,0.00484034,-43436842,-78.2107556790421
002745,木林森,2018-03-31,22,增持,85100,0.01610741,85100,100
002859,洁美科技,2018-03-31,22,增持,1985450,0.77647633,1985450,100
000063,中兴通讯,2018-03-31,21,减持,1477450,0.03523889,-2030742,-57.8857143508679
300033,同花顺,2018-03-31,21,增持,79000,0.01469494,73000,1216.66666666667
002563,森马服饰,2018-03-31,21,增持,215600,0.00801649,215600,100
300347,泰格医药,2018-03-31,20,减持,15127225,2.27613836,-405803,-2.61251701857487
600352,浙江龙盛,2018-03-31,20,减持,27625170,0.8491347,-3585367,-11.4876812276572
002589,瑞康医药,2018-03-31,20,减持,27336836,1.81675058,-11693641,-29.9602820636806
002174,游族网络,2018-03-31,20,减持,16946064,1.90733559,-6740554,-28.4572242436637
002415,海康威视,2018-03-31,20,减持,145110059,1.57262172,-16708856,-10.3256507436105
600031,三一重工,2018-03-31,19,增持,77761581,1.00893286,22404185,40.4718910549911
600066,宇通客车,2018-03-31,19,增持,37033727,1.67275265,7820237,26.7692665272105
000961,中南建设,2018-03-31,19,减持,81616286,2.20002513,-44713858,-35.3944486915174
600030,中信证券,2018-03-31,19,减持,1489200,0.01229026,-1598500,-51.7699258347637
601688,华泰证券,2018-03-31,19,减持,1093837,0.01527113,-2274392,-67.5248624722369
300408,三环集团,2018-03-31,18,减持,7207696,0.41396566,-5445804,-43.0379262654601
600660,福耀玻璃,2018-03-31,18,减持,3708226,0.14781949,-15336742,-80.5291035406308
300144,宋城演艺,2018-03-31,18,减持,15824995,1.08941967,-8589651,-35.1823696317366
600029,南方航空,2018-03-31,18,增持,6377462,0.06321722,447597,7.54818195692482
002043,兔宝宝,2018-03-31,18,增持,13769106,1.59649087,217608,1.60578557440661
000001,平安银行,2018-03-31,17,减持,11992648,0.06984485,-1648799,-12.08668699149
000002,万科A,2018-03-31,17,减持,457445855,4.14384959,-7694228,-1.65417436192013
000581,威孚高科,2018-03-31,17,减持,6736589,0.66768275,-1349949,-16.6937816900137
600486,扬农化工,2018-03-31,17,增持,10386002,3.35141614,4662631,81.4665168482001
600276,恒瑞医药,2018-03-31,17,增持,1402150,0.04949962,789874,129.006199818383
002690,美亚光电,2018-03-31,17,增持,16884940,2.49777219,3964618,30.6851330795006
000895,双汇发展,2018-03-31,15,减持,1667040,0.05052314,-3179505,-65.6035381906079
600114,东睦股份,2018-03-31,15,增持,5349053,1.22586958,3507596,190.479386703029
600258,首旅酒店,2018-03-31,15,增持,14160213,1.73586745,6339162,81.0525593043697
600754,锦江股份,2018-03-31,15,增持,2190447,0.22866306,960856,78.1443585712647
000860,顺鑫农业,2018-03-31,15,增持,11734969,2.05663773,501005,4.45973478284246
600104,上汽集团,2018-03-31,14,增持,14573590,0.12473691,1586484,12.2158393101589
000591,太阳能,2018-03-31,14,减持,46126774,1.53392982,-15043688,-24.5930593102272
000725,京东方A,2018-03-31,14,增持,14262289,0.04098548,9609440,206.528086340219
600426,华鲁恒升,2018-03-31,14,减持,4138580,0.25541058,-14969123,-78.3407770154267
002020,京新药业,2018-03-31,14,减持,18186791,2.47061354,-2061041,-10.1790700357451
601012,隆基股份,2018-03-31,14,减持,12568382,0.6303133,-11997237,-48.8375114830202
002511,中顺洁柔,2018-03-31,14,增持,24401030,3.22140888,22889668,1514.50598863806
600771,广誉远,2018-03-31,14,减持,241399,0.06836346,-15758601,-98.49125625
600703,三安光电,2018-03-31,13,减持,977200,0.02396024,-24233560,-96.1238772651043
600016,民生银行,2018-03-31,13,增持,9488114,0.02600527,7368233,347.577670633399
300003,乐普医疗,2018-03-31,13,减持,23238640,1.30433035,-1279099,-5.21703489869111
002343,慈文传媒,2018-03-31,13,增持,800848,0.23606441,767548,2304.94894894895
603799,华友钴业,2018-03-31,13,减持,3516380,0.59330499,-184900,-4.99556910041931
603367,辰欣药业,2018-03-31,13,增持,450700,0.09941479,450700,100
600557,康缘药业,2018-03-31,13,增持,17129301,2.77870475,1882020,12.3433155065483
601601,中国太保,2018-03-31,12,减持,854274,0.00942699,-326544,-27.6540499890754
601888,中国国旅,2018-03-31,12,减持,4326447,0.22158776,-1246415,-22.3657969639298
000661,长春高新,2018-03-31,12,减持,141701,0.08329853,-57486,-28.8603171893748
300316,晶盛机电,2018-03-31,12,增持,706800,0.07176175,698178,8097.63395963813
600195,中牧股份,2018-03-31,12,减持,11848893,2.75683876,-486668,-3.94524416035882
600525,长园集团,2018-03-31,12,减持,26550610,2.004308,-15051820,-36.1801462078056
300182,捷成股份,2018-03-31,12,减持,573800,0.02228384,-146124,-20.2971424761503
600201,生物股份,2018-03-31,12,增持,18278100,2.03281216,2778304,17.9247778486891
002456,欧菲科技,2018-03-31,11,增持,1151300,0.04241383,253100,28.1785793809842
601328,交通银行,2018-03-31,11,减持,683500,0.00092037,-302500,-30.6795131845842
